pretty_comp,p_powerfact
Ir3Rh,1437.136051
Li2Ti2S5,1202.196614
KO2,0.194806135
Ca2As2O7,806.3124147999997
HoPO4,1489.1067460000006
Mg3B(HO2)3,234.48354530000003
BaNiO3,1053.5304
Hf2Ag,260.64836329999997
NaFeAs,157.7537813
NaCa2Tl,314.261146
P3Se4I,795.2242892999999
NaVSiO4,302.80678789999996
TaS,918.0341536000001
CoB3Mo,202.2714874
Zn3Sn2O7,582.0915657
Li2Cr3O6,478.359784
DyBi2BrO4,2292.544892000001
CaMo2O5,436.36510899999996
Ba4MgV,542.799321
NbNi3,203.15577549999998
K2PAuS4,1126.342181
Te2Ru,59.99052772
Tl6TeO6,1779.521676
BaCa(BiO2)4,887.6109467
ErAl3Ni2,590.0289504
SrIr2,1469.010575
Ni2SbTe2,355.17504449999996
CaPd5,1014.170086
K3SbSe4,1283.306652
Tb5Si3,1217.835955
AcYbHg2,527.0801265
YbZn2,85.46204761
CoSi2,142.2314927
Dy2ZnRu,4.280338673999999
Li2SiO3,1248.32871
MgRh2Pb,476.00266789999995
TbTe2,13.5042902
YbInPd,198.3944875
Te2Rh,471.18894800000004
YbSmRh2,46.17384651
Ti2AlZn,186.33255280000003
PrCoSi,168.49222690000005
NdYIr2,41.12734285
Li4Mn7(OF2)2,715.4862644
Th(MnGe)2,131.4659772
Ba2Zn,464.51303780000006
Er3SnC,2110.738889
Pm2ZnPt,394.7121732
CdSnO3,128.1130416
YAgO3,0.322231721
Ta2N3F,244.04085550000002
KPPdS4,380.7727837
YMgAg,182.9366001
InReGe,1460.745954
Th3U,59.99029476
Li3Co2(GeO4)2,321.87474019999996
Sm3Zn,107.4420149
AgPbBrO,885.2204417000003
SmDyRh2,840.0949234
Lu4B6O5,97.36287898
SmVO3,39.54477452
LiHf,95.82062218
BeGaRh2,650.1783022999998
ReW2Br,1006.6553460000001
NdMgO3,819.1572977000003
Ho(NiGe)2,1528.612797
BaNd2ZnO5,1260.324258
GePt3,260.38377149999997
LiNbO3,1093.509248
LiZr2Re,336.1170721000001
UIr2,140.574104
SiNi2,800.9228568
Fe2CoGe,350.012786
Li5Cr2Fe3,121.25707549999998
Ca(Cu2P)2,805.1500497000003
CeSe,1631.90109
ErClO,1241.619647
U(SiIr)2,1682.8365170000006
PuP3,71.12161164
TbNbO4,865.1204605
Li2Cr2O7,31.94055265
Mn2AlW,1675.582285
Pr2ZnRu,138.12941130000002
Al4B6O5,700.5470407
YbSn3,389.73736710000003
Dy(SiOs)2,326.473537
Pr2AlCo2,977.2135367000001
Cr2SbTe,738.1933769999997
Ca2TaBiO6,1548.01684
Sm2MgTl,944.4546362
NdCoGe,183.9452044
YPbAu,318.9631117
Li2CrNi(PO4)2,86.93787549
Np(CoSi)2,401.9360632
KPt2S3,1642.839136
CaNd3,434.5494847
NdErMg2,10.83388625
LiYO3,39.68775917
LiBe,1453.98809
KInO3,14.54613974
CrAgO4,1176.315848
LiEr2Ir,292.1980925
UF3,315.7444537
Ba2NaOsO6,147.3716008
NbCrO4,802.0128152000003
Li2NdIn,49.03466954
Li2MnBPO7,156.7449841
ErGa2,81.09876968
Li3Mn2Fe(BO3)3,74.48113764
CeSb,1145.0254220000004
V4As3,851.4443874
RbSnS2,772.3196442000003
KBi(PS3)2,492.7606788
LiEr2Ru,491.9552143
FeTeCl7,117.355276
Th(PS3)2,775.7695702000003
Ca2FeWO6,443.5672034
DyTiSi,1188.005332
NbIO2,1503.466056
SbPd,463.18252760000007
NaY3SiS7,769.0186282999997
Sn7Ir5,675.2003232999998
BaSi2,554.6571874
LiSmS2,2242.706727
Ca2Sn3O8,636.6866424
Y(PO3)3,234.3974113
ScNiBi,2154.492011
Mg(NiO2)4,407.073763
YbPrAg2,4.37317641
CoPO4,264.53898480000004
ScTiO3,426.93515690000004
YbOF,1432.5806289999994
LiSc2Os,965.6344144
NbCo2,1577.2148730000001
K3Sr,875.5302809
V4NiS8,60.02541407
RbMnBr3,1102.005799
SrHgO2,827.8331845
Ba3YbRu2O9,144.1161261
LiHoS2,1850.099184
MnCuSb,205.61247580000003
SiTe2,18.78393847
Rb6AlSb3,512.4653065
Ti2CoSe4,303.3500578
YAl4Ni,1042.136117
HoClO,1586.43661
LiDy2Tc,1844.761089
ScTlTe2,456.874838
Al2Si2H4O9,451.47517769999996
ScMnSi,264.0669222
Tb2Tl,300.3658827
TiTc,1587.46904
Nb3(Fe10B3)2,21.7607641
NaCa(PO3)3,350.41355980000014
Li2FeCo3O8,130.5581842
CrFe2Sn,2.8947719089999997
TcO3F,246.312183
FeCu2GeS4,1549.7367570000001
ZrPt,157.5502527
CeCoC2,782.7382307999999
KCr5S8,421.6950565
MnCoTe,165.960418
ErAgTe2,1810.7378629999998
LuB2Os3,141.2663905
Co2SbTe,37.261123299999994
Pm2ZnIr,89.76171803
RbAs,1725.337457
BaNdCuBO5,46.9586843
SmCoP,507.7582362
Hf3Rh5,477.1595602
Li2CdSb,262.9808764
KRbS,370.0435424
Li2Mn4O5F3,277.24863910000005
ZnPtF6,672.8300038
LiAl2Pd,331.1818937
ZnPd2Au,481.91339589999995
UCoAs2,11.44709451
KHfPdF7,167.9685861
FeAg3,1415.345994
Sr3CdIrO6,290.8654065
InP,2373.9645370000007
MnP4,58.12576032
Rb2NaFeF6,59.07318485
Ba(PRu)2,64.50039574
ScCdAu2,354.7157099
NbFeB,142.3135273
LaSbPt,1027.963364
Li2Pt,1002.204303
NbHg3F6,108.4282983
KYSn,3180.949417000001
Mn3IrN,57.54044021
YbSe,2032.9244170000002
CeIr2,0.000782151
NdAu3,0.835810981
BaTiO3,2494.422404
CaBO3,3178.096703
ScAg2,242.63913739999998
DyNiBi,2561.859554
SrSbAu,30.52715158
In7GeIrO8,944.6397829
ErInNi4,16.71456612
Al8Mo3,192.5903277
CeSiRh2,795.5657762
NbFeO4,52.87729488
LiBiPd2,128.9454821
YbPmAu2,0.050299725999999996
Ca2AgSbO6,531.1967798999998
KBS2,947.0888183000001
Li3MnO3,2000.452825
Li2H2SeO5,264.9085614
Cu3N,2293.452136
VB2,201.1254119
TiPd,785.763904
RbYbO2,267.3155729
Mn3W3C,217.46552119999998
MgGeP2,833.6054147000001
ZrCo,2603.373003
Na3MnAsCO7,1160.293619
CeFeO3,217.22791690000003
MoPt2Br,552.7340618
Nd2Fe2Si2C,94.01487531
Na6S2O9,29.97733519
La(SiNi)2,693.8289647
Ba(NiP)2,445.4452984
Tb2Sn2O7,1169.870413
K2OsCl6,73.77232708
TmMgPt2,983.2587117
SnPSe3,1030.2401730000001
NdN,14.53072863
CrBr2,1697.5924059999998
AgPF6,596.3454082000002
Pu(SiOs)2,594.8157021000002
NpIr2,1171.5415560000001
Ta3Ga2,527.6268549
SrReN3,283.4854082
AlCrCu2,334.5496747
LiIr,1725.161432
YbB2,364.44090960000005
U(NiGe)2,1053.5073320000001
DySnPd2,521.6577346
Li3CuF4,367.15446230000003
K2PtBr4,1232.600256
Ba2TbNbO6,1717.9829760000002
Dy4Sb3,2.691587985
CeCoSi,526.3642782
MgSnP2,2695.2288710000007
Li2NbFe3O8,7.46058468
Li5GeP3,1183.5338689999999
CaZrSi2O7,610.1420177
K3LiP2O7,242.2009574
ScAlPt2,44.6047231
LiCoPO4,109.40281340000001
Lu2MgOs,623.6071342
ThInAu2,188.15287769999998
K2NaGaAs2,678.325273
BaYBr5,362.78625939999995
P2WO7,268.06231569999994
BaF2,1206.289919
ThPSe,20.53586937
ErS,341.5244919
Lu(SiNi)2,1643.050066
Ho2IrRu,1536.547679
Ta2NbOs,1910.306623
Li2B2S5,1253.127182
Si2TcOs,1611.43289
Ce4B2N5,333.9513412
MnSn,46.42180429
Sm3Cd,84.91893424
Sm(SiPt)2,489.2801466
Np(CuGe)2,54.18523462
AgAsSe2,879.5549533
Nb2Co2O9,133.6411207
BeSiP2,3606.242143
ZnFeO2,47.15797124
CeGe2,2372.921784
ZrFeTe,3431.1960759999997
PrMgAu2,199.4689302
Mg3Nb6O,908.7868390000001
K2Sn2O3,500.2501222
ThRu3C,277.110854
BaEr2NiO5,640.4607653
NdTmMg2,6.707862475
K2ZnBr4,1384.746832
Sc2IrRu,1623.274027
Nd2Pt2O7,1434.448372
Sc2TlC,1095.806916
K4I2O,1746.58463
Ti2ReB2,68.99878814
Yb3V,268.50813250000004
Ba2Ti3Tl2,679.6428099
NbAlO4,238.7966881
Li2Fe(CO3)2,109.22931899999999
P2Pb3O8,1079.848679
Tb(CoB)2,211.7307162
YMgHg2,29.287395
ZnSnO2,949.3776095000001
K2SnO2,864.4183130000001
Li4MnF8,436.6893377
MoO2,485.2658295
PrMnSi,333.4303743000001
Ca3Ti2O7,347.77279389999984
AuClO,226.5560839
CsNiF3,21.64286904
HoGe,148.9969706
Mn(Sb2O)2,89.71651127
Tl2Ni3S2,116.63531440000001
PrSi2,331.704363
MnInCu2,80.37910144
Li7Mn(OF)3,100.1862787
TaIn3O7,744.0341972
Ga2BiAs,61.40963789999999
Tm2CoOs,1085.452984
Ca(As2Rh3)2,1042.34003
AlTeI7,572.8519984000002
NaNdTl2,31.82729676
HoBiPt,594.5568194
Ca2BiAsO6,331.9562775
Pr2In,5.650935067000001
NaLaO2,1297.131962
MnCoS,14.24441391
BaCa(CuO2)4,150.7494881
Tb(Al2Fe)4,250.6590955
USi3,8.629293908
ZrAl5Ni2,90.44208285
Ba2Sb2O7,1231.335061
YbSm3,15.42138472
Pd(PbCl3)2,511.4963728999999
TmPd3,60.93701658
RbAlF4,822.6333137999999
Ta3B2,605.949436
YP,7.980249015
KCoCl3,79.67274318
K2NiF6,385.5837143
KTb2CuS4,1209.057714
YbCl2,1064.296942
LiYS2,1450.181552
Nd(AgGe)2,1085.715588
KNaThF6,208.37152749999998
DySi,59.50936674
U2(Al3Co)3,85.38431899999998
DyBPd3,212.8177512
NaTaO3,635.6370489
DyCd3,693.3666613
Li2S,1775.9096329999998
TeIr,847.0259386
AuO2F,1075.983346
Mg3N2,637.0741081
PrCo5,227.92767400000002
LiWO2,93.80363959
Na2Cd3(PO)4,242.43853629999998
ZrZnN2,1933.704032
Ca(NiAs)2,89.27384892
HoPb3,1127.487586
DyFeC2,644.2269736000002
CrGeTe3,2118.69659
ErSbPd,1832.66173
BaYCuWO5,841.1562607000003
InPPt5,327.34287439999997
As2Ru,3326.122778
Zn2Co3O8,92.8553435
PaCdPt2,376.6107776
HfTe3,4677.665453000001
LaBiAu2,469.27583669999996
Ce3InC,634.4213103999998
La3AlN,0.026719406
Ho2Zr2O7,1972.3215699999998
Sc2AlZn,354.0945384
Tb2FeSi2,484.4838158
NaVF4,389.06239730000004
LaMnSbO,78.62215342
Mn3Rh,33.48385621
Rb2BeF4,121.73000800000001
InPO4,1135.160973
TiO2,1968.47634
LiBiS2,1523.349203
H2S,678.8766584
K2S3,625.8945729
CrGaP2,372.79528
VSb,50.79653267
Sr3N2,1005.5178289999999
Sr(AlS2)2,884.3042224
CrCo2Sb,5.924333705
TiCoAs,832.3845927
YbPrSe3,289.3073624
Na4CdP2,1984.178027
Tc3N,1041.173647
CaCdGe,1740.060022
Ho(CrSi)2,957.6527433
Li3Mn3Fe2,150.75127880000005
RbBiO2,1323.015439
ScSi2Rh,152.5074628
LiBH4,1626.779869
TmMgIn,742.9490239
Li8PO3,519.4136831999998
Co3(O2F)2,48.68589576
CrFe2Sb,1599.5495529999994
DyAs,12.19802684
MnCuAs,143.7686522
Li2GaPt,312.4547805
LiHfPd2,2.4900261180000003
Li3V2Cr2O8,99.66789986
ZrCdAu2,1211.291479
Pm2AgPt,701.879552
LiCaN,1098.1811189999999
V2AsC,511.9683852
NaAsS2,859.664674
CeAu,3031.1673379999997
BiB,3314.5599629999997
MgCoSiO5,2194.1626579999997
KAlP4(HO)4,450.1558472
NaHCO3,887.9537811
Li4FeCo3O8,9.901377199
Sm3Ir,34.21615873
CaHClO,914.8876984999999
Rb3Tm,978.5949511
Y2Cr3O9,133.2221116
UGa2,78.39949509999998
Sm2AlZn,15.96396657
FeRe,131.8098672
Sm3Mg,580.1124151
PrAlGe,486.5498273
TbTmHg2,925.1946360999999
VSi4,7.598020907
LiFePO4,37.76757833
Ca3Sn3Rh4,23.32593632
SnF2,953.4960356
TcPt3,253.87450130000002
MnGeO3,598.3992682
ScInCu2,157.3890374
K2P3,1075.021075
Er3InN,854.9613017999999
TbLuHg2,742.9197847
AlB3H2,149.4781601
As4S3,606.1840734
LiVPO4F,213.41008599999998
Sr3Bi2,954.1544537999997
K2Al2O3F2,1119.915242
Nd3Si,2711.926106
ScSbPd,2282.461169
V3Sb,483.3950052
ScPt,336.4437129
SbCl(OF3)2,177.66040669999995
LiMg2Al,49.09368576
Ca2Co2P7,535.1806298
Ba3Er,231.4263651
ZrTe,944.8244901
Sb3ClO4,1002.4554619999999
Th3Bi4,2304.128982
UC2,493.7900648
Zn3Cd,72.50098498
Li3Co(N3O)2,1510.357844
Ca(MnP)2,278.8497041
Rb3Lu,590.3118413999998
TaBeRu2,1228.43669
LiVF4,9.111948442000001
Ba2LiOsO6,209.46193449999998
MnAlPd2,16.62578773
Cu2SO4,1056.876864
Li2FeAsCO7,1464.31087
Mg2SiNi3,2323.3860329999998
Sr3SbAs,930.5388611
AlFe2Si,1824.32265
DyN,2258.330222
AsRh,1925.340597
TmHfCo2,1271.789374
LuIn3,3090.856931
Li5(NiN)3,89.22857055
LiDyTl2,101.44883399999999
CdCuSb,1903.714173
ZnNi3C,403.3995666
Zr4Co7Ge6,2761.569221
Ba(TeO3)2,1166.97217
NaIn3,3.7381436339999996
LiLu2Rh,401.1707458
U(SiRu)2,143.80598510000004
Ba2SrTeO6,731.3643739
Rb2GeS3,499.5813081
BaBe2Te,40.99081734
CrCoTe,2106.205925
TbTlAg2,218.1141659
Li5FeOF5,36.72757356
BaYI5,952.0252739
ThZnRh2,788.4757674
TmTl,80.45549302
TiAlCo2,69.45318081
HfCdRh2,1667.0211199999999
AlTc2,531.1801623
Rb2PdN2(ClO2)2,1111.333474
Li3Cu3(PO4)2,92.23599072
Pr3InC,3.74617289
YCo,952.16477
Ca2CuB2(HO)2,285.4632353
KV(CuS2)2,1488.823232
SrCrRh2,17.08320809
YbTlPd2,903.9948668
NpAsSe,186.6992412
NiBi3,562.8431144
YBrO,1525.923812
CaNiWO6,40.01061475
BeSiN2,2332.432788
KNdTe2,1741.8331719999999
YbAl2,900.9439978
Zr2InNi2,54.15868083
CaSnRh2,1596.7603279999994
SnH8(NF3)2,258.1491666
Au2Se2O7,44.34805404
CeBPd3,2121.606635
CdPOs2,0.54977124
KTl3,527.6658735000002
Ba3Te,127.19243519999999
Lu2AlRu,106.8967142
PuC,114.9719996
Ce2SeF4,54.82022794
Mo3I,105.24157450000001
LiNiBO3,241.0204269
LiY2Ir,255.77551430000003
Ge5(Te4As)2,3336.994042000001
Yb(ZnP)2,2235.7124489999997
Rb2SnI6,411.447313
CdCu2SnSe4,868.2901937999999
BaAuO2,1588.6930220000006
MgGaNi2,2312.732408
CuH4(OF)2,1132.8489029999996
As(IF2)3,376.62067189999993
Mn(NbS2)4,88.57874201
Cr2HO4,381.5001921
Th3As4,3670.270586
TbRh,531.4056905
SrLiAlF6,94.17181145
KRuO4,119.84719140000001
LiAl2Ni,197.34919409999998
UReB3,460.7168238
AgCNO,2909.260831
RbSm2CuS4,1162.3215599999999
YAuO2,3698.773398
K2TaF7,16.36314584
LiCl,3330.945948
CeCuSO,165.7082882
Na3GaSe3,484.3010165
BC,314.4165503
PrSnAu,251.82406150000003
Rb2LiInCl6,1865.086505
HoNiSb,2385.2902440000007
ZnGa3,27.34244480000001
NaPr2RuO6,543.5638533
Ti5Sb3,49.3894592
HoGeAu,34.22795055
Sr2CaIrO6,230.1951549
DyRh3C,197.534078
CoF2,81.09557346
PmBi3,4.63781842
Na6MnTe4,508.0326447
Np(GePd)2,1404.945617
Al3V,1291.795245
LiMn2(BO3)2,191.36419890000002
BeGeAs2,3172.739992000001
YbGeO3,2461.068546
TlAgI2,1165.195679
CaSmRh2,179.61284809999995
Ti3Se4,304.5025458
Na6P4W,672.3577331
SmCuSi,1056.780723
Al2FeCo,162.2977666
Mg(ScS2)2,2089.4798579999997
SrZnSi,535.2874346
Li3Mn4VO8,794.7251302999997
Sm3Np,400.0278542
Li2CoGeO4,41.50131958
ZnRhO3,497.6539785
Li3CrPCO7,103.7060966
ZrZnCu2,309.02398430000005
Pr2SO2,1689.7596
ScO,203.48339819999998
HfSiS,1889.757868
KHfNi,1518.787739
Y(FeO2)2,38.5017035
Lu2NiIr,38.64600453
Mg(BH4)2,568.1553417
NdGa2,318.4216072
ZrP2,883.4707367999997
LiCa2Ir,3386.441671
AlVRu2,14.92034258
TeHO3,447.83846449999993
HoSiRu,743.3280062000001
NaLiSe,1525.268434
NaAuF4,1382.9673810000006
ScCo,79.79767388
MgCu4Sn,992.0123844000001
BaO,4396.548914
TlPt,1467.9139400000001
LuRh2,935.0303602
Ga3Co,591.0785758999998
Na2H6Pt,4361.227218
Tl2Sn2S5,2124.148819
BaH4(IO)2,1628.280217
CsSnI3,480.9705669
Be3Cd4Si3TeO2,384.5075652
CaSn(GeO3)2,784.480313
PbIBr,1323.868454
Li8BiO6,357.7693433
Sm(BRu)2,1067.03843
PrMgHg2,577.7729118999998
Zn3Pt,256.70789390000004
Pr3Cd,116.7681372
CaSnS3,614.926419
La2ZnIr,5.90741471
YbFeGe,267.0808082
NdRh3C,155.67175869999997
AgI2,1863.808627
Dy2Mg,657.9119267000002
SmAsO4,1702.6121920000005
Li3BiS3,1123.305428
Li2Cr(SiO3)2,149.723064
Pr(CoP)2,33.58712755
Sr2ZnCu2(SO)2,1413.217535
Fe7(OF3)3,30.47770674
CaMgHg2,64.90866436
Na2AgAs,2803.282409
Li2MnNb3O8,107.4889598
TaCu3S4,1965.1499420000002
NdZn,84.80540619
GaCuO2,2652.555172
KMgBi,3462.081357
Cr3Se4,467.3681881
HfV2,838.0084925
Li2AlNiO4,199.9863682
Fe3Sn,28.10732852
AgN3,2607.319626
BiTe3,229.5326227
Yb2Be2Si2Ni,60.76250644
YbP3,149.25868930000001
Dy(BiO2)3,1232.472868
TiRh,2303.698438
RbPbIO6,208.3381666
ThBiTe,56.83378136
TiSiPt,2942.238493
NaH3(SeO3)2,366.3285935
YCdPt2,248.3246156
PmGeAu2,0.01958378
ErAlO3,1331.2616189999999
MnAl2O4,566.8639234
LiSnIr2,667.3493336
K3YF6,104.7654428
BeB2,124.5080057
RbNdS2,1601.897217
BaGe2S5,1774.517562
NpMn2,295.8250534
UFe2,284.7958762
Mn2Nb,71.08778102
YMgPd,391.1659291
HoGa2,114.9837071
YScO2,268.51950689999995
Re3As7,117.2640103
Lu6FeSb2,335.4339513000001
SrTlO3,38.32563579999999
Cr23C6,1232.0216380000004
ZrRe2,147.117219
Lu3AlN,762.5827244
Hf2Zn,340.4211768
Li2CrS4,229.6028278
Pr3Ag,333.5222904
Na4Ti5O2,968.6627309
Mn3Fe,1730.048331
Rb3Mo,356.7483807
Ta3N5,1928.369216
K4SnSe4,304.88932410000007
SmBrO,1570.477567
Th3Ge2,496.5346148
LiAlFeO4,3.149643394
UTl3,968.7552013000001
HoSe2,3.1450041630000003
HfGa5Ni,487.21019069999994
Ca2TlCd,107.3880358
TiSiOs2,407.0056724
LuSb,1617.812263
CaPmPd2,778.1679569
AlNiF5,112.9432808
CeAgSn,433.6098277
P2Rh,3247.320245
MgScPd2,1.588964071
USbAs,1267.045711
NdI2,55.89665202
NiSnRh2,911.0459153999999
Cu3Ge,158.64225080000003
SmIn2Ir,399.7074756
Rb2IrF6,72.25217256
GeP,290.55814469999996
Mg3TeO6,555.1217171
LiCd2Pt,300.3351327000001
Ca2Sn2O5,1680.193266
CaF2,1387.763126
Sb4Br2O5,1378.982662
LiGaPdF6,752.9312168
V3O5F,92.49887604
HoCo2,491.35583449999996
ZrGaNi2,119.9927837
NbSbRu,3894.121035
Tm2PdPt,82.39428452
NbRu,3507.071219
TlCuPSe3,834.3491180999997
NdTlPd,1770.2674690000001
ErInPd2,620.4060139999998
Sb2Te3,4223.841165
HoMgAu2,10.08808725
H2SeO3,793.9937160000003
CaAl4O7,1219.788844
Mn3Ga,3975.915525
Li4Mn3Sn5O6,14.73128313
GaCl3,415.95991989999993
Ti3Te4,450.75643269999995
Li4Ti3V3O2,19.95453437
Hf6CoBi2,136.75765149999998
Ca(GeRh)2,50.86382257
Rb2ZrCl6,1983.843217
Nb3SiTe6,82.06519195
BiI,1202.051024
ScNbO4,956.8773699999999
SmAu,63.83954216
ScTe,323.7866978
GaAg(PSe3)2,1235.4509859999996
Er2Mg3Ru,482.5897198
SbAsF8,633.4006807999998
Rb2HBrO,205.3692986
Ca2PI,518.4975118
Mn3SnC,285.8508563000001
Ta2OsW,3395.8707310000004
NpOsO3,476.36811389999997
Ir3Ru,0.302226406
ScPRu,1.9089679880000001
Pr3AlC,123.3081572
K3Mo,206.2722419
TlPd2Se3,816.1239178999997
K2TiO3,1252.538619
Tb3CuSnS7,700.5320772999999
CdSnF6,614.1371511
Pa3W,32.2325932
Ba(InTe2)2,1923.712797
SrHBr,1556.317414
Rb2InGaF6,2003.012621
Li2Ti2O5,561.7327242
ZnS,24.10033811
Ba2CaOsO6,12.30616732
Ca(SbO2)2,1838.749116
K2ReH9,468.44215149999997
CeB2Ru3,1490.917786
ScSn,2043.916049
Ti2C,900.3920945
PrMg2Ag,477.7546586
Co(NiSe2)2,285.5283588
Li5Co5(SnO)2,13.44109753
LiCu3,774.0420539
NiB,89.57357439
ErTa3,316.0570327
Li5Ti2Cu3,166.80087609999995
ThPb3,2205.501718
NaSmTe2,2090.905788
NaSnO,66.71781743
Li3B(PO4)2,249.2731003
TmAl2,163.4271246
Tm2Pb2O7,1758.27898
Ti2TcIr,2400.247635
K3N,228.0209207
Sm3CuSnS7,842.8318127
HfB6,158.6517736
SiAs3,19.91755871
MgSnPd2,6.873395151
KBe2BO3F2,857.3152798000001
CaAcHg2,6.507821624
Ba3Ta2CdO9,1348.4299720000001
Tm2OsAu,1.5598390519999998
V2SiO4,827.0811026
Ba3Sn5,355.1225438
ZrGa,322.640412
U(Cr3P2)2,509.47582800000004
Cd2P3Br,1466.479537
LiCuPO4F,797.7588208999997
Li3Co2O2F3,1555.762676
Sr2Hf7O6,637.1346887
MgIr2,829.0356128
InSiIr,822.5849135
Sr3MgRhO6,391.4046375
SmAu3,520.6195493
Zn(GaO2)2,1551.8178580000001
PrTmMg2,47.74622738
Ag3PSe4,1763.150608
SnH8(CI)4,274.0989052
LiVCrO4,647.7026334
TmSb,171.7409836
NdAs,64.08111221
Li2MnOF2,1373.291391
NaAg(NO2)2,477.9895858
ZrAl2,234.42989530000003
KP,1263.862737
Ba5Re3BrO5,87.20393389
NaClO3,312.8826691999999
DyInCu2,32.1416312
TlGaS2,650.0596072000002
Ho2Be2SiO7,280.1621437
BaBiAu,44.43419665
Sr4Br6O,1276.030197
Ca(NiO2)2,626.8664782999998
HfMgRh2,3925.3399189999996
Ta2CrFe,2182.836495
LiMnPH2O5,699.1099964
SmNi,21.60689331
ErHO2,1345.227173
Sc2InNi2,1106.764799
ZnFe3C,567.6410758
CeYTl2,2509.581854
Zr2Fe2P7,341.7331392
YPt3,2180.7936879999997
SmLuRu2,200.7556824
Li2SeO4,159.457971
V3Mo,71.34964443
TaTeCl9,200.1238611
CaLaHg2,25.74640811
Er(Ni2As)2,901.8710322000001
DyIn3Cu2,10.99524782
Li2CeAs2,1874.8776739999998
LaBRh3,2051.2643559999997
RhF3,810.2927122000001
KTe,906.4226094
AlFe2,349.106694
BaSn,743.5775070000003
UNi5,4.2990706780000005
Hf6NiSb2,465.46371339999996
Dy(TiGa2)2,93.45356996
Yb(MgSb)2,1341.973539
FeSiW,3237.848889
MgWF5,730.5912722999999
Ti2N,480.9762188
SrAl4O7,1275.8951880000004
NaCd2Pt,341.2089236
BaBiIO2,1042.221532
SnO2,2886.031355
PrLuIn2,3.659108127
Tm2CdOs,304.2834639
NdMnGe,105.9170068
PrC2,584.3665446
CaMgSi,497.7516761
Ni3Pt,62.80653277
YV2O4,179.17196130000005
Nd(BOs)4,189.1112706
Li2TiMnO4,615.5016187000001
BaCuSb,139.1248957
SmY3,1004.220441
Ca(Ti4S3)2,3039.7940559999997
Na3MnPCO7,1201.796599
Na3UF8,29.93417695
ReSi,7.972641377
NbFe3,190.73655559999997
KFeS2,79.79171793
BaC2,3569.6559380000012
Sr(GaAu)2,321.1650415000001
In2HgS4,1868.5640329999999
H3OF,478.63798729999996
TmSi2Ni,384.538682
Li2VAsCO7,39.75001874
Mg3Fe3O8,17.50895136
H2O,840.6645978
Li2PtF6,230.0190633
SrNbO3,506.82441830000016
Zr(I2O)2,436.8478711
Pr3Ga,9.785153114
LiV5O7F,358.13948910000005
Lu2Co3Si5,396.0675441
Tl2CS3,1083.9010269999999
HoNi4B,114.4617179
KAg2PS4,1260.2400480000001
NaNO2,518.6714845
LiGaSiO4,365.29834189999997
LiCa2Rh,2786.144319
Ca2GeO4,982.4334062
Li3VO4,467.2677871
Li4Mn3Ni(P2O3)2,204.26151430000002
CaMnO3,22.48118765
BaCoO2,736.4213545
Ta2H,723.156031
NdSmO2,244.55512090000002
BaCuBi,277.5089783
HoNi3,518.4790041
CrCoGe,264.244847
Ba3Nb2O8,626.1723217
Ta2O5,1612.513784
KAg3Se2,917.6192081
TlBiP2S7,347.9273452
Na4Al3Si3BrO2,49.65449569
Dy3TaO7,1018.7794769999999
ErAgHg2,230.42011859999997
Ca2PdAu,1893.9904219999999
Li3V4O5F7,44.57913586
Ca2NCl,785.0755869
BaSeO3,965.1393701
CuSe2Br,928.5053692
Li2Mn(SiO3)2,49.25407548
CaVO2,116.22096640000001
Y(MnSi)2,410.4238723
ScTlRh2,1420.963997
Au2S,2112.620812
Nd2CuIr,7.7989985
NbPt,514.3030405000002
UCo2,1055.073142
Ho2TlCd,6.25074341
PaPbAu2,63.89898249
Ga2TeO6,815.0911359
Li2US3,70.98740704
TbO2,904.0775927000001
V3Sn,1942.556117
ThNi5,82.30443191
NbAs,237.35129930000002
Li3V2(O2F)2,264.03467620000004
PmRh2Pb,2377.7090350000008
K2NaGaP2,1551.298164
Zr6CoAs2,252.45098959999999
Li2CO3,1592.184345
Ca(AuF)2,576.9963726
MnNi,991.1863478
B2(CN2)3,1723.226588
LiHg2Os,2236.738737
Li2VNiO4,732.3488930999997
Ba3GeO5,2525.700524
VRu3,1513.175693
Sr3P2,1497.421998
In2Pt,4.3919480769999995
YbNiSn,250.61298739999998
Mn3OF6,542.0402851
RbCuO,344.4853682
ThRh3,0.076411746
ScNi2,405.1530747
RbCu4S3,1251.691969
BiTeO4,809.8290552999997
AcBrO,1577.4918289999994
KNbSe2,1334.115168
CaAl2B2O7,166.9939856
VBO3,64.23815518
MnIn2O4,19.53333384
CrF5,459.16445189999996
Rb3Hf,33.33024598
YMn(WO4)2,814.6154096
MgSi2SnO6,426.4238891
MgCoF6,106.84446319999999
KTlCl4,513.2834849
CoBr2,153.83735969999995
Fe4O7F,1392.4781480000001
TaTc,229.9930512
NaCeSe2,636.2777768999998
MgCrF6,66.50834053
Tb(SiIr)2,348.38327810000015
TiAlRu2,4293.197604
ErPb3,1065.734819
InPd2Au,1235.0217400000001
Ta2CS2,1419.34549
BaTiO3,2546.760593
PmGaAg2,29.55096332
Lu5Si3,2042.1271600000002
PdCl2,248.9096555
ReRuBr,1431.234521
Sr4In2N,698.8238149
Al2PdRu,1300.907713
KHgSb,116.8969473
HfAl3,1278.1900150000001
Nb3SnS6,830.4805034
Na2ZrSiO5,1719.950237
Te2Os,13.91236329
VSe2,853.1422948999997
Pm2ZnRh,337.22348
