pretty_comp,n_Seebeck
HoVB4,6.440057
Sr3MnN3,-31.377978
Nd(HO)3,-144.3622733
Co2(GeS)3,-393.24588
Pm2PtRh,-10.146453
LuAlO3,-168.25266000000005
ZrOs3,-0.15599253
Li6MnFeP2(CO2)2,-35.09192833
Na2ZrO3,-292.2307667
Fe2O3F,1.2985512
Li3DySb2,-77.70206867
Li4MnO3F,-310.7464933
NdBiO4,-111.2566967
DyCl3,-216.4248
CoAsSe,-326.45869
SrCuSeF,-86.881146
ErVB4,9.924959333
TmN,-148.04719
H2O2,-417.9440733
DyPS4,-307.5566333
P2Ir,-203.9229867
HgCl,-214.47229
Hf2OsRh,-24.05064
Ta5N6,-0.2188496
SbF5,-134.16878329999997
H2CSO4,-191.0608867
Li5MnO4,-290.09771
SrNi2Ge,-18.28259367
Mg(AlCl4)2,-84.280611
Ta2Co,-2.642857767
SbI3Cl8,-302.68694
Mn2Al2O7,-113.5198
Nb2SnO6,-376.4622167
LiInSe2,-181.7238233
BePd2,-4.7776821
Na4C2O5,-365.7633633
Er2Be2GeO7,-106.64182
ThZr2H7,6.804905367000001
CaPuRh2,-8.451362800000002
Ba2ClF3,-129.6027033
TlInAs2O7,-257.8603233
Sm2ZnS4,-109.2617
Li3BePCO7,-383.86905
Pm3Y,-4.1141817000000005
RbCaF3,-126.74053
ZnH4(ClO3)2,-317.1240200000001
YTe,2.26108744
Yb2HgGe,-94.574859
Sr2Mg(BO3)2,-214.65231
YFe5,3.9333031
Ca(NiO2)2,-37.62410567
Li8TiMn3O2,-321.0389433
PbAuO2,7.014102733
Dy3Mn3Ga2Si,-0.309700667
Er(Ni2As)2,-24.24776067
BPd2,2.260570657
LaAgO2,-222.5370133
K5CuAs2,-63.33963667
K3IO,-100.52738
HAuO2,-266.5462567
LaWN3,-258.28325
SnSb,1.051607767
Mn(FeO2)2,-3.402635167
Cr2FeSe4,-4.43896363
MnCuP,0.200417333
BiSCl,-182.1023267
Tb2Re2Si2C,-8.027614267
Li5Nb2V3,-16.26523233
Ba2MnZn2(AsO)2,-26.79590587
Cd2BiAsO6,-160.8612333
Pm2CuGe,-38.188869
Ca3Ti2O7,-251.49711
LiNbP2O7,-18.85675367
KFe2S3,-17.80862333
HoAg2,2.6193805
LiHfPd2,0.89068859
Yb2Be2Si2Ni,3.737716623
RbAlO3,-10.673984
KErO3,-7.1439238
GeP3,6.7811062999999985
Er2In,-9.928767167
LuGaO3,-111.03185
Al3GaN4,-199.84739
Li3LaBi2,-154.05161830000003
CaCu5,-3.081744367
MgTiIr2,-10.748779
Sc3InC,-44.115551
BaSn(GeO3)3,-91.882754
NbRu3C,1.9337084
Tm2ZnTc,-14.006115
BaCuSeF,-136.3151267
LiSbTe3O2,-120.1430933
TbRh,9.0348596
Ti(FeO2)4,-5.824046
YMgHg2,-1.6721901999999995
SrCuP,-50.94599633
BaGaGeH,-79.57560267
Bi2PbS4,-108.8968337
SmMgTl,-52.40141967
PrTlSe2,-295.18536
Li2CuSb(PO4)2,-286.3560733
YbErHg2,1.5998097
KTe3O6F,-302.9057033
Th2SN2,-200.3770233
KCrCl3,-18.28631867
CaY2O4,-180.00485669999995
PaIr3,8.928476
PrZnGa,1.925343667
Ba2YNi3O7,-36.86227123
MnFe2Ge,-0.71329545
Li2GePd,-1.4667961669999998
ScRe2,-5.665260132999999
Ho3CuSiS7,-209.7537433
NdCoO3,5.0618279
Ag3Sb,0.3793036970000001
VAuS2,-97.17276467
Lu2MgSe4,-105.85988
HgHOF,-180.0151267
K2VCuS4,-365.3476467
NbAgF6,-511.0842967
Bi2Te4Pb,-183.91675
Hf2S,-41.733834
ZnCdS2,-51.31769633
Li3Ni3OF7,-370.27776
RbCd(NO2)3,-463.6423133
Ac2CdSn,-21.905874
TiFe2Sn,-18.71180167
AlPd2,-5.660255667
Ho2Be2SiO7,-132.5925867
GaCuRh2,-9.0954892
NdSmZn2,8.336612200000001
ZrTc2W,-38.260984
Na2SO3,-12.228654
CdSnF6,-148.88838330000004
NdSeF,-126.7405033
PHF2,-318.1727067
InBr,-137.6264533
LiIn2Pd,-2.6458919
MoPH3O7,-405.61688
Rb2Ag2GeS4,-180.13096000000004
Be3Cd4Si3SeO2,-130.75198
RbNa2BO3,-156.1990667
SrRh2,-30.21466
Na3SbS4,-262.40648
LaH2,-1.6980866
LiIrF6,-28.14754667
Li3Si2(NiO4)2,-72.05586233
MnSn2,3.970373867
Na2BHO3,-117.40466
KGeBr3,-214.4707367
ErSiPd2,-12.02803243
CaPrAg2,6.2933815000000015
PrSbPt,-31.12697995
DyYCu2,-6.2862357000000015
Al2Mo,-22.536285
KHO,-128.14375
Ir3Rh,9.7200236
CuP4Se4I,-301.7221767
Pr3Si2S8Cl,-288.6193433
ThH2,-36.47216067
Ni(NF2)2,-472.7280167
NaSbSe2,-270.30111
Co5SnO2,3.21265326
TmAsO4,-132.1468233
RbSb2,-199.06276330000003
Hf2Cd,-2.094941667
USeS,6.117822467000001
YbHO2,-3.325290667
Ac2IrPd,-12.496886
KGaS2,-83.795937
Ba3N2,-130.50044
K4SnSb2F4,-315.92498
ThIN,-184.8744533
DyCoSi,-13.59857147
CaSn3,-14.640463
Mg2GeO4,-93.781254
RbLi7(NiO3)2,-20.706265
PrB6,4.9982278
Ca3In,-3.213522633
SnC,-43.923014
LiEr2Os,-12.124726
BaGe,-33.2878618
KAl(SO4)2,-128.3594967
Al4Cu2O7,-39.56579
Dy5AgS8,-231.4555967
NbCo3,-6.680162032999999
LiPrHg2,1.9974174
V4GaSe8,-63.68946999999999
YbPrZn2,7.5191485
MnGeRh2,-11.131053
BaCuReO5,-17.67914433
Ba2HfO4,-163.98241330000005
BaSbAu,-8.693295167
Re3N,-10.33371683
Li3N,-164.32312
Yb(Al2Mo)2,-0.078480907
PmSnAu2,0.8427296999999999
SrCaI4,-206.2118367
Pr2O3,-295.2155833
LiP(HO)2,-231.3194433
Li2Ni3SnO8,1.2194073
CaCrO4,-240.9693
ErSi,-4.992737733
Sr2AlTlV2O7,-45.24480167
LiSbO2,-158.35828
Li3CoOF3,-256.84422
BaV2(NiO4)2,-242.99608
SnI2,-224.53837
ZrCrF6,9.404438933
HfPt3,-0.88840701
Sr(CdGa)2,0.565140243
Sr(ZnP)2,-210.10695
Ca4PtO6,-415.32746
NaBH4,-341.53789
Ca2BN2F,-223.9798467
Er2InAg,2.8552993
Pr3(BN2)2,-10.1140013
SnAu3,7.440681767
Nd2O3,-196.72259
Li2Ni(CO3)2,-363.2028333
Na3AsSe3,-386.69135
SmC2,-7.903673867
YCoC,-3.645794853
Hg2P2S7,-160.25274
BaNa4O3,-85.43469767
ErCl3,-190.8296333
MgBe2B,-14.823862
H4IN,-93.63198367
K2NbAgS4,-342.2123667
YCdPd2,-2.6259327
ZrAlRh2,-8.679167300000001
YFe2,-7.763159633
AgF2,-15.70756133
Li2Fe2OF4,-40.29827833
HoAl2,7.734041532999999
Sr3(GeAs2)2,-275.1187767
K2RbMn2F7,-378.1488433
Tb3Al5O2,-190.78073
KBe2BO3F2,-101.773923
Lu(HO)3,-107.123778
Mg3BH2O5F,-162.9582233
Na2H6PtO6,-360.88188
CuS4BrN4,-378.23339330000016
MnCdO3,5.9471081
P3Au2,-52.06847467
Rb3YF6,-160.56898
HoHg2,0.9592815
Y2O3,-129.00309
CoReB3,-17.907127
ThAsS,1.055944633
SrAlSi,-10.40563823
BeSiOs2,8.6676479
YGa2,-3.934814433
TeAuCl7,-280.3320133
Er2O3,-248.0074933
MnAgO2,0.6753307
OsCl4,-35.97010437
InCuSe2,-44.72471433
CrCo3,1.9640268
Rb2Sn2O3,-185.2731533
Y2Ti2O7,-349.72042000000016
Hg2GeO4,-133.2658567
Zr(NiP)2,-12.267009
Sc2TcPd,8.0979113
Pd(PbCl3)2,-364.3334567
TmSbPt,-84.553777
Nb3B3C,-18.63021533
Ti6O,0.6966024670000001
H2SeO3,-332.64951
AlCo2Si,-7.711847200000001
Na3ErCl6,-414.4683467
Ca2Bi2O5,-105.51444
SmGeRu,2.776049167
USeO5,-427.3255233
Pa3W,0.938897933
ThGeO4,-146.54297
CuPt7,2.618334667
Li2ZnAu,-3.6537883
SrBrF,-126.20338329999998
ErCl2,-19.90309833
ThSb,-8.216322733
PrLuIn2,-1.285629
Li3Al2FeO6,-261.98368
RbP(HO2)2,-136.6880333
Yb2ZnRh,-17.764748
Pd4Se,1.263288
YAlAg2,4.7841783
ThGa2,-61.23500667
Tl3PO4,-260.4931867
TmInNi4,2.177264833
Tc3Ni,-4.070894733
Hg3AsS4Br,-109.26772
Li2CdGeO4,-116.5929833
HoAlNi,-3.346027367
Tm2O3,-260.49695330000003
Ir3Se8,-36.43038667
RePb3,-7.0815946
DyPaTc2,-5.4159568
BiB,-156.66221000000004
NdGeRh,1.950060667
NdHo3,9.534777
ScZnPd2,-0.25707492
OsN,9.1949102
NiAu3,-29.16001067
Lu2Ti2O7,-255.35386
TlInCl3,-236.4177733
Rb2GeSe3,-209.8707133
Ni3Pb,-25.133786
K2CuSb,-148.3001067
Na3BeAl(SiO4)2,-95.65865467
AcH2,-1.5804993669999998
Ti2CS,-39.958471
Sm(BRh)4,-8.705291933
Ca2CdPb,-26.151369
SrZnSi,-38.771137
LaSe,-8.2339642
VIr3,-3.3738365
RbH2N,-117.4616467
ZrCo2,-23.61966733
Rb2SnTe5,-164.8801667
ErFeC2,-15.59171642
AlCuO2,-185.9524333
DyMg3,-1.304990167
LuH2,-1.651536133
H2C,-305.19639
Lu3SnC,-25.98749500000001
RbO3,-358.09715
Li2Cr(SiO3)2,-312.6722667
Na8SnO6,-92.86200733
Rb3Mg,-8.612675633
KSc2F7,-325.2261133
YZn5,9.376437033
TlPF6,-191.5299067
YbThRh2,-2.8088921
TmCu,9.2479336
KClO2,-320.1135833
NdAl3Pd2,-3.386376633
KCdSb,-21.19731767
Rb3BrO,-98.969322
Ba4CaW,-29.456388
Li2SmIn,-46.04535900000001
XeIF7,-324.4807367
Co2As,-11.52760217
YbSbPd2,9.6924522
Li2ZnCl4,-144.62874
Pr3Ag,-9.623771067
KTaO3,-279.05588
Sr2GaSbO6,-62.883779
Ca(SiAu)2,-1.451397056
TlCrS2,-97.27469567
SrGe,-19.19325038
ZrGeRu2,-61.890329
YNi2B2C,-34.18929267
CBrN,-215.7469333
MoPt3,-11.778002
HfOs,7.6740271999999985
Rh2S3,-366.04033
PuRh3,-4.0921885
TlCoMo2,-24.341324
Th3N4,-319.4544033
CaAu2,-7.208442567
CrRh3,-13.446291
InAuO2,-27.90804757
ScPt,5.801755
Tl3SbS3,-293.7507333000001
ZrGa5Co,-3.035681567
SrCa2I6,-305.2951467
CaI2,-302.25269669999994
NbTlBr4O,-287.43324
PrSiO4,-0.4781314
Sm2Re2Si2C,-6.450108900000001
YAlNi,-3.557641833
CrCo2As,6.797679799999999
Na6BeO4,-127.12461670000002
Mg4Ta2O9,-232.29709330000003
MnGaH4O2F5,-138.9986467
TmClO,-191.1846367
GeBr2,-234.5270167
K2CrPCO7,-197.0926833
Ta3N5,-166.2999367
LiH3O2,-150.22437
Li2ZrF6,-421.3562767
Li3VBPO7,7.780724332999999
Li2YbSn,-86.839564
Na6ZnS4,-85.84564233
SmGeO3,-8.133684599999999
SmTiGe,-18.79870667
TbCo3B2,-4.5475697
Al2ZnS4,-205.89124
Ga3Pd7,-4.4205497000000005
MnZnIr2,2.1172886
YbIn5Co,-10.74432217
NdAsO4,-130.05698329999998
KZnAs,-45.39450567
PaP2,1.1880486
Sc2GaOs,9.6293049
PaCdPt2,8.9648375
CdS,-104.16607
MgCo(SiO3)2,-37.680324
V2S5,-257.46843
HoZn(BiO3)2,6.5322691
Hf5Pb,1.208092867
SnPt,1.118189497
Cr2SiO4,-347.9636867
Li2AgPb,3.743788333
Y2W2O9,-352.2513567
BaEr2NiO5,-40.18393733
Pr3TlC,-17.298655
LiWO2,7.885238133
TmCuSe2,-313.422
YAgHg2,2.2985603
ErIr2,5.5971263
TbCl,-10.62908717
LiPm2Rh,6.8982759000000025
La(SiNi)2,-9.453209633
NaTiS2,1.926647637
CdO,-49.37057667
Ti3Zn2O8,-282.0385267
Y3AlC,-39.804372
ZnAs,-173.86700000000005
MgCoF5,-111.1263597
MoC,2.633967
Ba(BS2)2,-260.2237167
U3(SiC)2,-5.2787411
Y2In,-17.548328
ThSi2,-5.270077533
BaCa(NiO2)4,-74.30909233
Sm3InS6,-137.7155433
YZr4O9,-29.82177733
CdP2(HO)4,-321.2474933000001
KHo2CuS4,-192.2824067
Nd3TlN,-51.978208
CaGaSiH,-233.5566767
Ti(VTe2)2,-2.866743333
BeNi3,-13.889847
Li(CuP)2,5.1506782
Cu3Se2(ClO3)2,-13.74970743
LiLu2Ru,-7.6627773
BiBr,-214.60319
Tb2Mg,5.381282333
DyThTc2,-15.782985
LiVH2OF5,-10.620035
PCl2OF,-180.8780367
BNF8,-343.84110669999984
Bi2Rh3S2,-11.392427
Ga2TeSe2,-219.24082
KLiBeF4,-138.8128267
ScSi,-3.288610367
Sc2AlTc,7.989510000000001
Ca(GeIr)2,-2.065262567
CN,-325.5772033
K2TiF6,-513.03089
GaNO5,-79.67411767
BaLu2O4,-117.5741933
RbCuC2,-203.5993367
HfTiO4,-398.6204067
CaSbO3,-23.11817767
PrCdAg2,5.1663047
HfAlIr2,-27.042817
Ba(BeN)2,-188.8695367
NbO,-2.214184967
Ho3SnC,-39.670405
MoAs2O7,-267.24606
Sr(BeN)2,-221.5113533
CaErRh2,-7.989375099999997
LiYO2,-135.07796330000002
Tl3BSe3,-176.29201
ScO,-4.0850753
Li2Cu2F7,-20.788113
YbCl2,-176.7151367
FePbO3,-9.291933300000002
SmTaO4,-318.5087567
LiPb,-1.6745034
CrCuSe2,-18.8674605
NbTeCl9,-310.1514200000001
PrSi2Ni,-0.646996067
PrNdO2,-5.8857051
TmMg3,6.419210167
PdSe2O5,-323.5456933000001
Np(FeGe)2,-24.882705
ZrAlPt2,2.13133756
Li2FeCuO4,-13.1867692
SiOs,-18.38795
SmTe2,-10.95391287
Np(CuGe)2,6.738161442999999
KNaGeO3,-106.4051377
Tb2Ti2O7,-349.59213
Li6Fe(OF)3,-370.2954267
Li2BiO3,-48.73501567
Na3VPCO7,-124.7550167
YCdPt2,-5.4986351
NaGeSbO5,-110.2332433
Tm3Mg,1.9180172
SnPt3,6.3389843
Pt3O4,-16.616262
YGaAu2,0.50689515
TbSnPd2,9.9580023
NbSeCl3,-261.8014567
TaAgO3,-273.0523567
LiGa2Pt,3.615598733
Li5ReN4,-286.3611
Ge2O3,-78.840292
La(FeSi)2,-0.733740133
Lu3Ga,8.627522333
K3SrPCO7,-148.7961733
RbZnO3,-3.2284464
KRb2ScF6,-476.32393
V2SiO4,-134.24729330000002
TiTc2W,-45.925762
K3Zn2F7,-127.6142167
Ba2CuF6,-12.7366258
KTi2F7,8.3615966
Bi4Te3S8,-67.32322367
InTeCl,-185.33905
Er2ZnOs,4.9816793
MoO2,-19.67425133
Cu2GeSe4,2.560212367
BaZn,3.1175085
TbMgAu2,2.5102407
Li3VS4,-370.26589
LiAg2Ge,6.5043243
KPrGeSe4,-249.4204833
Ti3Se4,-17.43186579
Y2SiCO7,-348.5698133
Ho2TiO5,-406.2422
SrH2Cl2O,-128.7086033
CaCuP,-67.75939567
LiHgPd2,3.6012553999999994
ZnAg2GeO4,-71.91441867
BaPt5,-1.002515
Hf3Sb,-19.08101577
RbErO2,-231.20468
BH6CN3F4,-341.9692100000001
LiCd2Ag,-0.26125511
Tm2MgIn,-9.0643751
MgV3O7,-404.8386067
RbAl(H2N)4,-98.844024
TcN,6.369820767
Ga2O3,-64.11605433
V3Pt,-15.388176
ReTe,-12.54240653
Ho(Al2Fe)4,-0.654411133
Al6Cd4SO2,-114.0751
Sr5Ta4O5,-272.0968467
Nd(SiRh)2,7.725785332999999
Li4MnF7,-363.56245
SmClF,-4.937979667
Mg2PdPt,-8.2341213
TiGa2O5,-313.4389733
HoCu,9.524952699999998
Mg2ZnPt,-3.3690347000000003
SmSnAu,-39.27452333
CuBi(PSe3)2,-103.07913
BeRu2W,-6.0557114
AgTe4Au,-27.9154098
Ga2Te5,-151.32239669999996
CdCN2,-252.09394
KPdF3,0.92169102
LiIn,-24.73495867
SrTa2Bi2O9,-233.2247067
Y3B7W,-11.680713
LiVBO3,-259.4670067
H3F2,-212.3701867
NdTh3,-7.0148305
LiCaUF8,-135.82529730000002
Ba2ErSbO6,-151.60933
YbGaPd2,-7.819214200000001
Ca6HfO8,-274.54061
Nd2SnHg,1.5531788999999998
BaNd2CoO5,-4.385221367
ZrAlPd2,2.6435392
LiCuBO3,-13.23076467
SmGe,-9.203100033
TiOs,6.8909771
Dy(Ni2As)2,-24.985842
Sr(AlSi)2,-18.31069667
Li4Cr5SbO2,-19.492513
LiAl5O8,-89.231481
ZnCu2GeSe4,-111.9436733
Ta2InCuTe4,-14.09621467
TiSnO4,-239.5500767
ZnH6(SeO4)2,-268.4311633
Li6UO6,-408.7468233
MgIn,0.11012952
Cr3Ir,3.6837093
SrLiAlF6,-116.3504733
Li7Fe(O2F)2,-358.0175733
Na2FeO3,-404.80351
ScAlNi2,7.817344067
Sm(ZnP)3,-230.44415
BeGaRh2,8.957989300000003
Li2MnSiO4,-207.6243933
BaGe2S5,-287.84894
Li2PdPb,-2.7468006000000003
K2VAgSe4,-376.75618
Ba3MgNb2O9,-292.8413333000001
Dy2CuRu,-5.5302861
Li2VGeO5,-268.76483
YCuSe2,-307.2519867000001
Pd(Se3Cl)2,-340.2925633
LiZr2Ir,9.3117926
PmCdAu2,4.8862567000000015
Mn3Be,-3.482208033
Zn(InTe2)2,-127.49398
AlIr,-8.649654199999999
KI(OF)2,-193.8370833
La3Pb,3.2115609
NpBi,-47.09911033
Li5Co5(SnO)2,-51.19787167
NdGa,6.163415967000001
LuB2,-7.021372832999999
FeN,-2.651481947
SiH6(NF2)2,-128.12891670000002
BaNaP,-129.6765567
SnTe3O8,-141.1187
Ag3AsS3,-262.13139
PrTe3,9.484439233
Li2InSn,-2.1634844
ThSn2,-18.53556487
YCuSb2,3.085711
TmTlTe2,-280.7344633
LuRh3C,-13.798945000000002
KHoO2,-251.58866
NaZnAs,-28.97025267
V(GeO3)2,-26.9427641
Li2FeNiO4,-5.195767733
PrFeGe2,-10.73891353
Sr(ZnGe)2,8.230727427
Rb5SiAs3,-212.7486733
NaSmHg2,1.8372194
ErGeAu,-4.829494233
Co2Ge,-1.163958667
KTeF5,-282.07839
ScGa5Ni,-0.63828201
Mn2Si2O7,-131.54024669999998
Ta2NiS5,-48.82804133
Li2AlBO4,-124.79055
Ba3TiS5,-293.0045833000001
ThAg2,4.968646233
AlAgO3,-2.3124243
KNaS,-100.3413567
NaInHg2,-7.3512188
YbPd2Au,1.3858866
Si3N2,-165.12216
AcGaTe2,-142.1701
Sc(HO)3,-443.23983
PrI3,-176.01903
BaNd2PtO5,-306.15224
Zn(FeO2)2,-3.361650833
MgCuSb,9.085824967
Zn3C,8.291781599999998
Ni3TeO6,-160.71683330000005
Nb3Al,8.7471286
NbPt,5.141465033
PmZnAu2,3.5719104
Li4Fe2Cu3,-11.48941597
KSb2,-107.421025
Li2Ti2NiO6,-391.1926533
TiZnO2,-288.3590567
Ca3FeRhO6,-251.28499
K7LiSi8,-240.80968
SrSn,-18.54186067
Ho(MnSi)2,7.341513132999999
Au2S,-238.04702000000003
Ti2Si,-19.189433
AlNi2,-20.086875
MgNiSb,7.3421592
PrGeBO5,-151.58463999999995
BaSr2Mg(SiO4)2,-110.9107967
GaTeI7,-302.17958
Rb2SeCl6,-247.10386
AcFeO3,-0.88098197
Sr2TaCrO6,-225.73975
AgBiSe2,5.547781433
Li2MnNb3O8,2.149202887
MgFePO5,-39.144311
DyPbAu,-108.72352
TbPbAu,-117.73792
ZnSnSb2,-150.37091999999996
MgSbPd,8.956218699999997
PrMgAu2,5.9947941
Na2Au,-5.5662865
AlVNi2,0.007993036
LiCN,-149.6052433
Na2SnF6,-148.7872667
Mg3Al,0.49581165
RbAs,-142.9011767
TbGaRh2,-36.631048
MoF6,-443.31521
Mg2Pd,1.996716033
TlI,-162.20676
Er(PRu)2,5.718149767000001
Nd5AgS8,-194.4770267
Mg2Si,6.076815347
BeIn3,0.69155102
LiMn2F5,-162.3634733
Tl2CdTe4,-128.77993999999998
ZnSnO3,4.0101652
Nd2NiIr,-10.895591
Er(SiNi)2,-13.77046733
K3BePCO7,-155.60872
VFeH2O5,4.729285867
HfN,-4.4674708
KNa2BN2,-119.6293567
Ba(ZnSb)2,-75.62825600000002
KAlSiO4,-107.9876733
TlHgF3,-162.11558
Sr2Cu(OF)2,9.032052533
CO3,7.466966172999999
VO2F,-328.87194
BaNaB9O5,-133.2885267
HfS2,-308.15839
SmAg,6.7405576
H4NCl,-101.1
V2OF4,-398.2909933
Ba2Ru7O8,-6.071332567000001
KCuC2,-217.09974
NbGaFe2,-41.614666
Li2HgAu,-5.187383799999999
KFe(SO4)2,-1.726877667
Ba2Ca(BO3)2,-167.58574
HfFe2,4.1807498
MgTe,-129.79779
ThRu,4.9974354000000005
Hg2BCl,-11.85959
CaGaAu,2.015368433
Rb2GeS3,-226.7822467
Pr2MgNi2,-4.4243180330000005
Li2PbAu,2.6643337
LaTe,-10.392
Li6NiOF6,9.882736967
FeNi3,-26.38620133
NaPd3O4,9.8471069
CuPdO2,-2.0331015
Li2Mn(NiO3)2,-25.88447893
CdCO3,-168.0480533
RbLiCl2,-115.51851
Sr3PN,-161.9059
MnVRu2,-18.891195
SmYAg2,-0.23495045
K2MnCl6,-205.04497
Dy5Ni2Sb,-19.09609333
U2Ga2O5,5.930106667
LiNdTiO4,-199.4059067
InI,-133.1237767
Ta2PdS6,-49.85237
Ba2YAg3O8,8.812691333
Al2BiSe4,-332.8272267
NiHgO2,-3.759886667
V4P2O3,0.1480118
ScSiRh2,-26.510417
AlCr(WO4)2,-105.2453567
MnNi2Ge,-3.550588033
Li2UO4,-503.3128033
LuCo2,-16.13652167
NaBeO3,9.4077237
Ti3Tl,0.8690336
Ca2In,2.261291333
LiV(OF)2,-416.9663667
Ca2TlPb,-14.948
TlCr5Se8,-34.53813267
Ca2Mo3O8,-184.568084
Sn2Rh,-6.446913532999999
InSb2S4Cl,-176.71605669999997
B3H7CO,-428.78276330000006
BaZnP2O7,-134.9945
PrB3,-11.58784767
Al3Ir,-5.957595567
NpSbTe,-51.29462233
Li5CrCl8,-355.3825267
SrSnHg,-66.232753
Cr2CdH4(NO2)4,-389.8127967
MgTi2O5,-295.6376533
PmZn2Cd,-8.2134053
Er2ZnIr,3.8172061
YbGePt,-8.748631907
ZrGa3,6.9038902
Nb3SiTe6,-11.73949357
Tb2CBr,-23.61624677
PrHoMg2,4.288258
MgPdF6,-470.99677
ErAl2,7.292084567000001
NaCaTl2,3.7125318
DyCdHg2,-9.518315800000002
K3SbSe3,-350.11284
K2NaRhF6,-370.005
Rb2NaErF6,-155.68901
NaNO,-405.6467167
ZrPdF6,-357.15000330000015
ErCo2,-19.888402
MgInBr3,-141.08991
LiAgF2,-130.2815433
Zr(MoO4)2,-271.03859
KNbO3,-220.7822667
TlBTe2,-5.0486697
NaCd2Au,0.59681155
Tb3InC,7.5041266
NbV3,-319.6973933000001
Tb5NiPb3,-56.19782767
LiCuO,-23.486782
LiYAu2,-4.3057697
DyB4Mo,-260.7221633
Ti2GaN,-11.4901144
K3VS4,-291.4292267
SrN2,2.318859573
Li2Ti3BiO8,-57.63213033
AsSe,-189.90958
Be3Fe,-1.326501
NdAgAs2,1.208587333
Mn(InS2)2,-201.96674
HfB2,-6.4810906
NiSeO4,-293.8341567
Hf2MoRh,5.897932599999999
RbYbF3,-119.80915
TlBi2,-6.7984695
TbAg2,3.9563059
Pr3Hf,-10.319028
Al2NiRu,-16.579689000000002
LiGaAg2,0.47062571
Nd(NiGe)2,-11.34441107
SrTe,-178.57217
Nd2CdHg,5.4444697999999985
ErMgHg2,1.071657
SmPtF7,-400.17836
YbSbPd,9.493337967
RbInO3,3.0581212000000004
Sm(DyS2)2,-19.44763833
DyTlO2,-303.6171833
TaC,-1.8991884
SbAsF8,-201.70399
Zr2Te2P,6.436350327
Si3Pt,2.615023227
Na2LiTa,-18.503005
MnAlPt,-6.622121667
MgSiNiO5,-1.752039
Mg3Ta,-3.2408271
KRb2YF6,-114.3934367
LiTlPd2,-2.8023846000000003
Sc3GaC,-43.560952
KInO2,-140.2273967
YbAlAu,1.344859667
YSi2Ru3,-5.625241
PrMgGa,-28.187581
Er2MgIn,-11.110415
K3MnO4,-301.2518233
VH2,-12.109254
Yb2MnS4,-2.835697767
AgAsO2,-283.1205667
Sb8Cl2O,-198.22717
Ag2MoO4,-261.20841
SmNiC2,-21.3593327
Dy2Sb2O7,-10.556233
Tb2CoGe2,-19.15899433
SrNb6O6,-222.3342467
TbSiIr,-7.735488332999999
LiPm2Ir,2.8806628
Tb(NiGe)2,-13.53266537
CoPSe,-321.16385
TbNbO4,-391.8396967
HfAlRh2,-9.587735732999999
Bi2Rh,-16.53913087
YbSm3,1.077743567
YWN3,-136.4057233
HfB4Ir3,1.6372341330000002
YbPrAu2,-4.0693614999999985
PbAu3,-2.5563403
CdTeMoO6,-371.42362
Li2WS4,-453.4532233
LiTiP2O7,-41.29775367
SrS3,-278.9405267
AuSeClO3,-228.2076833
SiIr3,-19.225868
Li4H6Os,-263.6869067
SNCl,-254.36675330000003
Li5MnF8,-287.9868
BeSnAs2,-215.0743967
K(CoS)2,2.607348967
NbSb2,-2.9697435000000003
TaO2,-17.009659
Sc6N2O5,-17.93592667
Zn(BIr)2,-12.91680667
VP2(HO)6,-381.4345733
KYO2,-285.89981
SmAg3,-6.155795200000001
CaMgNi4,-8.235354300000001
BaZnCO3F2,-120.6852667
Rb2TeCl6,-243.72793
Lu2Fe7C3,-5.487268367
LiGa3,0.51489355
TmIr,-18.227547
Zn2PHO5,-130.9026633
TiGaPd2,6.967334700000001
Er(FeSi)2,-14.45947433
HoBiO3,-188.27402
LuInCu2,2.1615606
RbPrTe4,-241.2095733
CdSiP2,-138.0588733
Na2Nd2Ti3,-184.68417
MnSnO3,-55.03594967
NbCu3S4,-294.5090600000001
HfZn2,6.072509067
Ag3Ge,-2.7902636000000003
Pr2ZnAg,4.875467867
V2P2O7,-361.8006867
VBO3,-5.0442761
Dy2SO2,-183.6587033
Pr(BRu)2,-2.721859
Tm(SiNi)2,-13.49832917
PrAgPb,-36.267683
Zn3N2,-57.52222767
Cr3Co,-7.72745516
K2Si3SnO9,-141.8628067
Tm3PbC,-23.468809
Ni3S4,0.297915153
K2Li4Zr3O4,-289.6416833
Ba3Zr2O7,-216.2008667
LiZnO6,1.550771767
Li2FeSn(PO4)2,7.260186667
MnC4NO5,-387.67443
HfNi2Sn,-2.0778
Sr2FeClO3,-57.19220669
SmCo3B2,-3.335945067
NaNbSe2,-272.35880330000003
Zn(NF2)2,-306.5429200000001
ScC,-0.545620133
TmP,-9.0161443
In2HgSe4,-41.397246
Cu2HgI4,-109.50495
As2Rh,-242.6477633
NaAs,3.905724273
Rb2As3,-286.7431466999999
NbSnRh,-8.084651532999999
VCl3O,-431.5356533
LuReTc2,-35.18833
Be3Al2(Si3O4)2,-122.7914167
Si2SnO6,-125.1696733
TaAlO4,-237.0998267
SrLi4N2,-114.3679247
PrClO,-98.39339367
DyFeSi,-9.6006738
MgIr2,-0.516030333
KYS2,-275.8449
Si3F,2.427331733
NbSiPd,-22.4718127
RbSbBrF3,-248.4413667
SrCaHg2,-2.8571819
Ti(SeO3)2,-348.39520330000005
ZrNiBi,-7.286565232999999
NdGe2,-4.379402767
MgNiPO5,-212.22727000000003
