pretty_comp,magmom_outcar
Ac3Sn,-0.0
Ca(CeS2)2,3.9950666
DyHoMg2,-0.0
V5As3C,-0.0
Be2OsPt,-0.0
KAuSe2,-0.0
TaBeRu,0.0
BaYF5,-0.0
ZrAsRh,-0.0
Ti4Cu3O2,-0.0
Ba3BAsO3,-0.0
PtPb2,-0.0
NbI3,2.4927492
Ba2YV3O7,5.4010702
VIrO3,2.2567386000000003
Ho2SO2,-0.0
LiHgPd2,0.0
SmMgGa,0.0
BeCoBi4,2.3321082000000004
BaV2(PO)4,4.0
Na4CdP2,0.0
Tm(GeRu)2,0.0
BeGa2Br,0.0
Li2VO3,1.999991
DyVO3,7.999999000000001
Na(VS2)2,2.9535063999999998
LiTiMnO4,4.125380799999999
Ac2IrPd,-0.0
Be2IrOs,0.0
LiDy2Br5,-0.0
Ba4I6O,-0.0
NdNi5,0.6494367
YbCeZn2,1.1e-06
NaAcHg2,-0.0
NbBr3O,0.0
ZnGe2WO6,0.0
H6CIN,0.0
Li3NdSb2,0.0
BaScNi2,0.0
Na3AsS3,-0.0
Ba4LiNb,4.1162394
SrLi2Tl,0.0
LiZn2Rh,-0.0
BeVFe,1.9301368000000003
Li5V2Ni3,4.9527128
NaCdO2,0.9981620999999999
RbFeSe2,5.3735709
KTa(CuSe2)2,-0.0
Be2PPb,0.0
BaSiBi2,0.0
V2Pb3O8,0.0
SrCeN2,0.0
Ti2Pd3,0.0
Yb2SmS4,-0.0
Ba4CrBr,5.0069225
Mn2Be2Te,5.2547174000000005
Ba2ZnAg,-0.0
ScBeV2,1e-07
Nd(NiAs)2,-0.0
TiBe2Bi,0.0
NdRh3C,0.0
NpAsSe,7.360356200000001
Ba(AlSi)2,0.0
LuTlSe2,0.0
MgPdF6,0.0
Ba5P3ClO2,-0.0
RuPbO3,1.4328678999999998
BaBr2,0.0
NaLiTe,-0.0
BeCoW2,-0.0
DyAu3,0.0
Mn4Al,0.8726529000000001
CrAs,4.9421608
LiCuF3,3.9999809999999996
ZnIn3,0.0
Sr2VO4,0.840959
KErS2,0.0
Ba4RePt,1.9445557
Sn(CO2)2,0.0
Na2YPCO7,-0.0
DyCoC,0.1619155
TaI4,-0.0
Lu2GaAg,1e-07
Mn3SbO8,8.0013967
Lu6WO2,-0.0
Rb3Ti,3.4943449
MnGaH4O2F5,10.0
Sm2Ta2Cl2O7,0.0
In2CuO4,0.0
NaAg2Sn,0.0
TbBi5O9,-0.0
Ca2FeN2,3.8590708
MgBeCr,0.0
TmSbPt,0.0
CaFe(GeO3)2,8.028120900000001
GaAgS2,0.0
LuAlPd,-0.0
Li3P2WO8,2.9999665
BaCo2Cl,3.211506
Ba2ScCr,3.2531211
TiAsP2,0.0
Al2HgSe4,0.0
Pr(SbOs2)2,-0.0
HfTcAs,-0.0
Sc3Si3Ni2,-0.0
Be2NiCl,0.0
Hf2ZnTc,0.0
NdB4,0.0
LiBeP2,-0.0
Tm2Zr2O7,-0.0
MnNbSi,2.1396217
Li2EuGeS4,0.0
LuBr3,-0.0
Pt3O4,-0.0
Na3NO2,1e-07
Mn2AlRe,-0.0
YTmHg2,-0.0
Ni3Te,0.0
YbBiAu,0.0
KCr5S8,8.9865426
BeRuPb,0.0
Be2GeP,0.0
Ta(TeCl3)2,0.0
NaBe2Pd,0.0
Mg(SnN)2,0.0
ZnAsRh2,-0.0
Li4Fe3O8,6.000001999999999
Bi2SeO2,-0.0
VBiPbO5,0.0
Cd3PCl3,0.0
BeReOs4,0.0
LiHg2Pt,0.0
Sm3GaC,-0.0
Dy(SiPt)2,0.0
Hf6Al6Rh7,-0.0
Li2Fe(CoO3)2,3.9899562999999993
ZnPd,0.0
MnBeTc,-0.0
KNaMo(OF2)2,-0.0
LuSbRh2,-0.0
ZrTiBe2,0.0
Ba4GaMo,0.0
Li2CrNi(PO4)2,9.999482400000002
Rb3SbO3,0.0
K2Be2Si,0.0
VCo2Ge,2.6274659
BeNi2Pb,0.0
ThGa2,-0.0
Er2MgIn,1e-07
BaHgSe2,0.0
Ba4IrO6,1.6514506999999998
Mn(NCl2)2,6.1576402
DyFe5,9.2458913
Ca4BeNb,4.4759547
DyMnSi,8.9222372
Rb3AsSe6,0.0
BeZn2Ru,-0.0
LiMg2Ag,0.0
Ca2PAu,0.0008853
Na3FePCO7,8.0000001
DyHO2,0.0
NbGe2,0.0
ZrCo2,3e-07
ErZnGa,0.0
GePd,-0.0
La2CuIr,1e-07
NaHg,-0.0
Li3AuS2,0.0
LiGa,0.0
ZnS,0.0
HoHO2,0.0
TaCl5,0.0
Be2Hg2Mo,0.9476378000000001
BeGeSe2,0.0
Dy3Fe2Si3,0.0
In2Co3S2,0.0
Be2MoPd,0.0
LiBe2Br,0.0
TbSnAu,-0.0
YGaRh2,0.0
In3Ge,-0.0
PdCl2,0.0
GaBi,0.0
Nd3Sm,0.0
Sc2TcPd,-0.0
Ca5Si3,-0.0
Sr(InTe2)2,0.0
TbMgCd2,0.0
Ba4GeSe,0.0
TiCdO3,-0.0
CoAg3(CN)6,0.0
BeHgSb,0.0
BaSr2Bi,0.0
TcAsCl,2.827138
SrSbSe2F,0.0
TaTiRe2,0.0
CrPS4,5.999350700000001
BaMgSe4,-0.0
HfBeCu,-0.0
MnBeCl2,3.5906238
Al2IrRu,-0.0
TiAlAu2,0.0
K4ZrBe,3.6323294
Hf2BeMo,0.0
TmBi3,-0.0
Lu2GaTc,-0.0
KBaPb,-0.0
BeSiW2,-0.0
LiVPHO5,4.0
AsRhW2,-0.0
Ba4TcPd,1.9924693
PrCd2,-0.0
BaAlCuNiO5,0.6832779
Be2TeRh,0.0
Li2BF5,0.0
Ta2NbOs,0.0
Al2PdRu,0.0
DyAl2Ni,-0.0
ZrPd3,-0.0
ThAs,-0.0
Li2PNO2,-0.0
YGa,-0.0
Na4CO4,0.0
Na2ZrSi4O,0.0
KBe2Hg,0.0
DyAlAg2,0.0
BeSiRh,-0.0
Mg2TiO4,-0.0
NaO3,0.9946975
Yb2Cu(Ge2O)2,5.400000000000001e-05
Li8ZrO6,-0.0
TbNiB4,-0.0
ScIr3,-0.0
Ba4CdRu,0.3021123
ZrBeBr,-0.0
PrAl5Ni2,0.0
CdSnPd2,0.0
Be2BiP,0.0
Ba4ScSi,2.1230352000000003
Rb3Dy,3.39e-05
Na2LiNF6,0.0
Li8NO3,0.9999565999999999
Li2CrNiO4,2.6914254
Ba4TeSe,0.0
AsSe,-0.0
Tm2MgIn,0.0
V2P2O7,6.000000099999999
NdGa2,0.0
Ba2LiReN4,-0.0
U6Mn,-0.0
KY2Ti2S2O5,0.9169368
PrCd3,0.0
Al6C3N2,0.0
HgB4O7,-0.0
BaHfHg4,0.0
AlPt,0.0
Ba2IrO4,-0.0
Ti2C,0.0
YMgZn,-0.0
TiSiOs2,0.0
ZnBi3,-0.0
Tl(NiSe)2,-0.0
Sr4MgFe2(SO3)2,8.3701084
Cr3Fe,1.8443163
Sc2AlTc,0.0
KIO3,-0.0
NdBiO3,-0.0
Na(CuS)4,0.0
TaHgS2,0.0
DyGa2Cu3,-0.0
CdCu2GeSe4,0.0
LiTm2Rh,0.0
PrBi2BrO4,-0.0
Rb4CdCl6,0.0
ScGaPt2,0.0
Ba4Sb2O,0.0
SrBe2W,0.0
KHfNi,0.0
PmI3,0.0
Li2PtAu,0.0
Sr3MnN3,2.4864022
CeAl4,0.7988734000000001
Lu2TcAg,-0.0
LiSnAu,0.0
Tb(HO)3,-0.0
HgPRh,-0.0
LiV2O5,1.911472
MgBe2Br,-0.0
LiSi2BiO6,-0.0
Ba2MnSn,4.6468898
TlSiPt5,0.0
Li2Ti2V3,4.9445255
SrBe3O4,0.0
K3NaCr2O8,-0.0
DyPaTc2,0.0
KNbF6,-0.0
HgPbF6,-0.0
UAsS,4.8911633000000005
LiLuPd2,0.0
Lu2MgRu,0.0
YbTmPt2,0.0
Be2NiPb,-0.0
Na3Mn2SbO6,9.990318400000001
LiYGa4,0.0
BaHfSe4,1.5045777
Ge3Cl8,-0.0
NaRuO2,0.9995025
LuBi2ClO4,0.0
Er2SnAu2,-0.0
TiFeCoSb,1.9968978
Ba2PrRuO6,5.8707402
BeFeBi,1.7528109
Co2Sn,2.7718338
KAuO2,0.0
Ta2InCuTe4,2.9678793
BeGaSe2,-0.0
NaCd2Pt,0.0
NaErSe2,0.0
NbAlCo2,1.8785266999999999
Pr(SiRh)2,-0.0
Ba2YRuO6,2.8808177
KF,0.0
LiNbIr2,0.0
SmSi2,0.0
Ho6ReO2,0.9977718000000001
ZrSe3,0.0
Ba5As3,1.8821005000000002
Li3Ni2OF5,6.969555099999999
ScBeSb4,-0.0
Lu7(NiTe)2,-0.0
PrTmMg2,-0.0
BeTlSi2,-0.0
Ba4TlRh,-0.0
BeInW2,-0.0
BeFe2Ge,3.8214862
PmAu3,0.0
SbPbClO2,0.0
Ca(ZnAs)2,0.0
Ba4GaW,3.1026331000000003
AlCu3,-0.0
Na3FeBAsO7,9.8858779
TaFeSb,1.89e-05
Rb3Mn2Cl7,9.999984199999998
K2Hg(CN)4,-0.0
YMgTl,0.0
SrAgO2,-0.0
LiDy2Ir,-0.0
Pr(PRu2)2,-0.0
Si2AsW,-0.0
SrBeIn2,0.0
ErNbOs2,-0.0
Nd2MgTl,0.0
NaSb(PS3)2,0.0
Mo2AsOs,1.09e-05
MnBe2Cl,3.9217858
YFe2Bi2(SeO2)2,6.172404
DyNiC2,0.0
U2InPd2,9.479536900000001
CuSb2H2(O3F4)2,1.9999984
HfBe2Pd,-0.0
Al3Mo,-0.0
Rb3NbO8,-0.0
Be2FeHg,2.0719095000000003
BaTlSn2,0.0
Nd2(Zn2Ge)3,0.0
TaTi2Be,0.0
Sr2In2O5,0.0
Dy(SiPd)2,-0.0
LiNiN,-0.0
FePt,3.2427481
BaWBr,4.999932299999998
Li3Ga2,0.0
Zr2SbP,0.0
TmC2,-0.0
Be2TcPt,-0.0
VCuO2,3.9988608999999995
Ho2S3,0.0
Ba4OsW,4.30655
MgCrO3,7.9999943
CaBeSi2,0.0
BaNaSb,-0.0
Hf2IrOs,1e-07
Sr2BeCd,-0.0
RbSrCO3F,0.0
La2Pt2O7,-0.0
TiCo2Si,1.7656119
Ba2YHf,-0.0
Rb2LiVS4,-0.0
NiAsRh,-0.0
MgCrSiO5,4.0
Li3AlH6,0.0
Ba4SnRh,-0.0
TbGa5Co,-0.0
SrBe2Se,0.0
KTb2CuS4,0.0
ZrBeBi,0.0
ScAl3,0.0
Ca2Sn,-0.0
BeGePd2,0.0
BaAlBO3F2,0.0
Ca2PrO4,1.9703803
AlCuPt2,-0.0
ZrAsRu,-0.0
Pr3Sb4Au3,-0.0
HgS,0.0
Co2As,3.2585583
SrHClO,0.0
RhF6,2.9971327999999997
CaPb3,0.0
Be2FeNi,2.2675297000000003
BeFeNi,1.8210142
ScCl3,0.0
PH6NO2,0.0
Be2B,0.0
Sb2Ru,0.0
Cd2As3Br,0.0
YbB2Ru3,0.0
Sr6Li2Cr2N8O,0.0
NpGa3,3.8874593999999996
K2NaBe,0.0
VF5,0.0
LiV3Zn2O8,3.9986217000000006
Ti2BeSn,-0.0
PbS,0.0
HOF,0.0
BaTeO3,0.0
BeTlZn,-0.0
YSbO3,0.0
Sr2MnGaO5,8.0000001
Ba4TlPb,-0.0
VZnF4,5.9379421
Li4SiO4,-0.0
V3Au,4e-07
BeMo4Pd,0.0
Y(Mg3Al)2,-0.0
Ba2PdBr,0.0
K2Os(Cl2O)2,-0.0
DySBr,0.0
RbBiF3,0.0
Sr5P3O2F,-0.0
Yb(Mo3S4)2,0.0
KCoAu3(CN)6,0.9999998999999999
VS2N3Cl2,-0.0
Be2RuRh,0.0
Cr2NiSe4,4.804692
GaAsIr2,-0.0
Na2SnF6,-0.0
ScBe2Pb,-0.0
Tl3Cd,0.0
ZnSn2O5,0.0
LiCu3,-0.0
TmSb,0.0
MnIn2O4,9.9987043
BaS3,0.0
HfCdAu2,0.0
Tl4CuTe3,0.0
NaBeGa,-0.0
MgIn5,-0.0
Li2PmSi,-0.0
Mn2CrO6,7.9999297999999985
HfCuSi2,0.0
TlBS2,0.0
Nb3Cl8,4.77e-05
NiAgO2,0.7891726
Ba4PPt,0.0
Ba4GaPb,-0.0
DyMg,-0.0
Na2Zn2Se3,0.0
NaSmO2,-0.0
Mg3Mn,3.5254577000000005
Mn(GaSe2)2,4.999896400000001
FeSn,5.4335607
Sc2MnS4,9.9990473
BeCuW,-0.0
CrAgTe2,3.0176851000000005
PaCu2Sn,-0.0
Th2Pd,0.0
Be2TlMo,-0.0
SeCl,-0.0
Nd2O5,0.0
RbSbS2,-0.0
FeH4Br3N,7.9999999000000015
SbPO4,0.0
BCl3,0.0
Li2InAu,-0.0
Li2CeN2,0.0
CaNiWO6,-0.0
AlSeBr7,0.0
LaHO2,0.0
HoBi2BrO4,-0.0
ZrBe2Pd,0.0
TlAgSe,-0.0
BeZnIn4,-0.0
Ba4NaSi,0.0
Al2Sn2O7,0.0
NaSb3O8,-0.0
NdPt,-0.0
BaYPt2,0.0
In3Ni2,-0.0
BaTi2Bi,1.9222738000000001
Be2NbFe,0.0
Be7Nb2,0.0
TiCdHg2,0.8347473
BeGa2Fe,0.5334628
HoSnAu,-0.0
Ca4PdO6,-0.0
V2CrOs,1.2e-06
NiAgSe2,-0.0
RbBi,0.0
Zn2ReAs,-0.0
Ga3Co,0.0
Co2P,2.9999867
DyRh3C,-0.0
U2Cu4As5,4.0336701
NpS,4.0133018
CaBiAu,-0.0
TlAsPd5,-0.0
K2AlF5,0.0
NdMgAu2,0.0
Lu6UO2,-0.0
BeIrBr4,1.2496473999999995
Rb3AuO,0.0
ScP2O7,1.9179308999999998
PrSmZn2,0.0
SrBe2Ge,-0.0
Zr6Sb2Pt,0.0
Ce3AlC,1.0874059999999999
K2RbBiSe3,-0.0
LiAlPd2,-0.0
BaFeF4,8.0
Tm2O3,0.0
RbMnO3,1.9079199
DyFeC2,0.8312796999999998
BrF3,0.0
Be2CdGe,0.0
TaBe2P,0.0
GeF2,0.0
MoAs,0.0
Ca2SnO4,-0.0
Mg2BeIn,-0.0
AlRu,0.0
Rb3TlO3,0.0
MgAsIr2,0.0
BeCu2Ge,0.0
TlCoAs2,0.0
NaTl2InF6,0.0
Sr2CrO4,1.9836751
Ti3Sn,1.332001
TmRh2,0.0
NaBrO3,-0.0
Pm2AgSn,0.0
BaGaTe,-0.0
NaLiY2F8,-0.0
Na5CuSO2,0.0
YbAl3,-0.0
Mn2SiRh,0.0
Al2ZnSe4,0.0
Li3Nd,0.0
CaRh2,0.0
K2TaF7,-0.0
LaF3,-0.0
PrBi2ClO4,-0.0
Ba2PdO3,0.0
MgZrPd2,-0.0
Ti6Al6Ni7,-0.0
Tm3TaO7,-0.0
HfBePd2,-0.0
LiBi3(ClO2)2,0.0
Tm2ZnIr,-0.0
TaInSe2,0.0
Pr(SiPt)2,-0.0
SnBiO4,-0.0
Ce2U3,5.9998337
TmCu,-0.0
LiIn2Ag,0.0
KAs4ClO6,-0.0
Er2ZnAu,-0.0
Na5ReO6,0.0
CaBe2Cd,-0.0
CaPd3O4,0.0
Li4Ti3Fe3(SbO3)2,1.045965
NdVO3,1.6367829
NaNbO3,0.0
SmCl3,-0.0
BeMo4Rh,0.0
LiTiTe2,0.8429815999999999
NdSi2,0.0
SrAs,0.0
AgPd2Pb,-0.0
YGaI,0.0
Li3CuS2,-0.0
SbPO5,0.0
YSnRh2,0.0
HgHClO4,0.0
LiNbP2O7,4.0
Pr(GeRh)2,-0.0
K2Zn3O4,-0.0
MnBe2Ru,-0.0
BaAlSi4N5O3,0.0
Ta2O5,0.0
Sr2ScIrO6,3.1519454
ZrInPd2,-0.0
YCdRh2,0.0
TiBe2Pd,0.0
TiBeCu,0.0
BaHgO2,0.0
SmHoRu2,0.0
TcH4NO4,0.0
Li3Nb,2.2669501
OsRu3,-0.0
ZnSnF6,0.0
Ga2BiSe4,-0.0
KSnSe2,-0.0
BaInMo2,-0.0
Sc4TaBe,0.6182398
V2AsAu,1.3017398999999998
Li2SnGe,-0.0
YAsO4,-0.0
K2PtSe2,0.0
Ce(Fe2P)2,-0.0
TeRhCl,0.0
HoMg,0.0
YbNiC2,-0.0
BeIrSe2,0.0
Ba4BeRe,2.4e-06
Li(TiSe2)3,0.0
NaSr2Cd,0.0
PaInCu2,-0.0
Pa3Te,0.0
PHN2,0.0
TaFe2Ge,0.0
BeTc2Ni,0.0
H2SeO4,0.0
ScH2,0.0
Sc3SnB,0.0
AsPAu,-0.0
Na2Sn2O3,-0.0
MnBe2Br,1.8044993000000005
SrF2,0.0
NdPd2,0.0
RbLiF2,0.0
Al3V,4e-07
LiInHg2,0.0
LiBIr,-0.0
LaBeGa,3.3e-06
CaH4Se2O7,-0.0
BeZnW4,-0.0
RbCl,0.0
CaBr2,0.0
KBrO3,0.0
Co(BiO3)2,1.7837648999999998
Be2MoPb2,3.3962871
Nb3I8,-0.0
AlGaO3,-0.0
NaCrS2,2.999998
SnB4O7,-0.0
Pr2CuRu,-0.0
TaTiRu2,-0.0
YBePb,0.0
ScS2,1e-07
UO,2.0392147
Nd(CrSi)2,-0.0
Ba2NaReO6,0.0
NdAgAs2,-0.0
Sr2BN2Cl,-0.0
Y2BeCl,0.0
Li4Cr3O8,6.0
Mg2NF,-0.0
KH8N3,0.0
LiCdAs,-0.0
UCr3,0.834282
Ce(WO4)2,0.0
Cr2GeC,1.8000000000000001e-06
Dy2IrPd,0.0
BeNb2Br,-0.0
Tm2CuAu,-0.0
HgI2,-0.0
Ba2Ti3AlO7,-0.0
CeInNi,0.6228619000000001
YBe2Nb,0.0
B2Os,-0.0
VFe,0.7592895000000001
PrH,-0.0
UGa5Co,1.6015013999999999
Tb(NiGe)2,-0.0
AgHgPd2,-0.0
Xe(OF)2,0.0
InS,-0.0
Tm2ZnOs,0.0
Ba4GaPt,-0.0
Ta5Ge3,0.0
Ce2O3,1.4688659
NaAlBP2H3,0.0
Li2TmTl,-0.0
CuF2,1.9932741999999999
NbB,0.0
BeSn2Hg,-0.0
ReAsCl,2.8295836
BeFeP2,0.0
YBe2Pt,0.0
HoGeAu,0.0
NaCdIn2,0.0
LiFeP2O7,9.9973742
Lu2ZnCu,0.0
SmSnAu2,-0.0
V5Si3,-0.0
RbCuCl3,1.6979988999999998
AcAu3,0.0
Dy2Fe2Si2C,0.0
BaGe,-0.0
ZrBe2Fe,0.0592651
LiTb(CuP)2,0.0
Na2GeTeO6,-0.0
ZnCdS2,0.0
HfInAu2,0.0
BaSrIr2,0.0
RbErS2,0.0
Mg2TaBiO6,-0.0
Ba4HfBi,3.7062227999999995
CaBeGa2,0.0
Tb(GeRh)2,0.0
Ba3ErRu2O9,5.7433267999999975
SrBiB,-0.0
NaTeH6O6F,0.0
CeGa3Pd2,8e-07
AlRe2,0.0
TaFeRu2,4.4347404
Ca(ClO2)2,-0.0
PuCdRh2,0.0045425
YScBe2,0.0
LiMnCuO4,2.3357107000000004
Mn2BePd,0.3250107
Sn5(BIr3)2,-0.0
NdNi2,0.0
LiZrPt2,0.0
MgNi3,1.024265
AgCN,0.0
LiCr3O8,5.9842702
Hg3AsSe4Br,-0.0
TlCuS2,0.0
SN,0.0
Mg3Pa,0.8287821
Ba4TaCd,3.855085
LaSF,0.0
BaGa2B2O7,0.0
LiSmO2,-0.0
MnAu,4.0687004
CaAu5,0.0
PaCl4,1.9999999
Hf2TcRu,0.0
CaMg3,-0.0
Be2CuPd,-0.0
ReSnGe,-0.0
SmSi3Ni,0.0
BaCuBi,0.0
Ti2CdO5,-0.0
TmNiC2,-0.0
Sm(SiAg)2,-0.0
MgScTl,-0.0
LiYbGe,-0.0
Mo5As4,-0.0
CdAsRh,-0.0
SbTePd,0.0
Ca2ZnPb,0.0
KCl,0.0
YSi,0.0
Li3FeN2,1.4799141000000002
ScNbRu2,-0.0
BaCd2Se,-0.0
Ba2YTlCr2O7,6.0944797999999984
BeIn4Tc,0.0
AlSnRu2,0.0
NbCoO4,0.0
Ba5Al5Pb,0.0
TbSi2Ni,-0.0
BH5CN2,-0.0
SmBi,-0.0
CaTi2,-0.0
ZnPbF6,0.0
BeNiBi2,-0.0
BeTcBi2,0.0
Hf(PS3)2,-0.0
Tm2MgTl,0.0
Ca2ScBe,-0.0
YbGa2Ir,-0.0
SmTlSe2,-0.0
Ca2CoO3,2.9999740000000004
CI4,-0.0
BaSiP2,0.0
NaBeCl2,0.920572
Ce(SiIr)2,0.3879807
VSnRh2,1.4599999999999999e-05
NbFeSb,0.0
AlFe3,5.8534247000000015
LaBAs,2.3e-06
PmHo3,0.0
MnS,-0.0
BeCr2Si,0.0
TlBiTe2,0.0
TmInAg2,-0.0
TeW2SeS2,0.0002683
Ba4InHg,-0.0
BaYMnCuO5,3.7445440000000003
YRh5,0.0
UI4,4.0
Nb4SiNi,0.0
Hf2Ag,0.0
HoS,0.0
NaCa2Be,1e-07
NaYF4,0.0
Sr2PdO3,0.0
Ac2SnHg,-0.0
BeMo3,-0.0
HfTiBe2,-0.0
Na3FeO4,5.9949004
ScBeBr2,0.0006232
Li2MnV4NiO2,4.8546177
LiY2Ru,0.0
Al2HgS4,0.0
Sb5IO7,-0.0
GeTe7As4,0.0
BaErCuS3,-0.0
ErFe2,5.968513
KBeCd2,-0.0
Rb2Pd(IBr2)2,0.0
Mg2ZnPd,-0.0
Rb2InGaF6,0.0
Be2IrPb,-0.0
Cu(HO4)2,0.9966838
Ca6Al2NF,-0.0
Y4Ga2Pt,-0.0
ZnCo(SiO3)2,6.0
SrCu2GeS4,0.0
Be2CoCu,-0.0
Mg(AlS2)2,0.0
Li3Mn3CoO8,7.0001737
Y2Pt2O7,0.0
Y2ZnPt,0.0
HfP,-0.0
MgRhF6,0.9913537
Ba2Nd2Co4O,7.2658474
HoInCo4,4.306979900000001
BeFe2Se,4.697895900000002
YTa3O9,0.0
GaPS4,0.0
PbI2,0.0
Pr3Ag,-0.0
Cu2O,0.0
DySbPd,-0.0
AlFe2Si,-0.0
Ba4GePd,-0.0
HCl,0.0
SrBeTc,1.1009913
LiLu2Ru,1e-07
SmF3,-0.0
LiPmTl2,-0.0
Li3AuO3,-0.0
Ho2Mg,0.0
Nb(Te2I3)2,0.0
KBaBi2,0.0
Li5BiS4,-0.0
K2MnH2OF5,7.9999999000000015
NiMoP8,-0.0
Li2AgAu,-0.0
K3Hg,0.0
SmBi3,-0.0
Li3VP2HO8,3.0
H4INO4,-0.0
H4CN2O,0.0
CrNi2Hg,9.2e-06
Ca(MoO2)2,8.436698199999999
PbCO3,-0.0
Li2CrP2O7,8.0
Nb4O5,0.0
MnBe2Cd,1.5329126
K4BeOs,0.9624822000000001
InGaTe2,0.0
Dy(CuGe)2,0.0
Li4Co3TeO8,9.0119554
Tl2Pt,-0.0
TaAsP2,-0.0
Sr2B2O5,-0.0
ZrB,0.0
Ba4VPb,1.7e-06
Ba4GaSe,-0.0
NiP2,-0.0
ZrP2,-0.0
K3BP2,-0.0
Li4Co(OF)2,3.0
Y2BeSe,-0.0
NaMg3,0.0
MnBe2Zn,2.0465999
Be2CuRu,-0.0
Li2Fe(CO3)2,4.0
SmTe2,0.0
Nd3CuSiSe7,-0.0
LiBe2Ga,0.0
BaTaB,0.0
HoSe,-0.0
Na2PtC2,-0.0
Th2SN2,0.0
LiCa2Rh,0.0
NbInRu2,-0.0
LuZrRu2,0.0
ZrInCu2,0.0
Ga3PO7,0.0
BeVSi4,0.0
LiPt3,0.0
Li3Pb,0.0
KNa2BN2,0.0
IClO3,1.6549418999999999
CaSmRh2,0.0
Be2MoCl,0.0
Ho(TiGa2)2,0.0
Pt3Pb,0.0
Ho(SiRh)2,0.0
LiAsRh2,-0.0
Sm3(CoGe2)2,0.0
Ho2HgO4,0.0
MnSiTc2,1.9618855
LuTh3,0.0
La(CoGe)2,0.5188542
Zn(InS2)2,0.0
LaDyMg2,6e-07
Ba2ZnPb,-0.0
AgAuS2,-0.0
MgBeNi2,-0.0
LuZnPd2,-0.0
LiBeZn2,0.0
Ba4SiTc,1.4e-06
HoMgSn,0.0
TiFeSb,0.8460553
Fe4Cu3O2,8.0307868
Mg2B2O5,0.0
KInO3,1.9992801
YBePt2,0.0
Er2AgIr,0.0
BiMoRh,0.0
NaPd3,-0.0
PaAs2,0.0
PbS2,-0.0
Nb3Ge,0.0
AlPS4,0.0
HfGaRu2,0.0
BeReMo,-0.0
BaGeCl2,-0.0
Ca3Au,-0.0
SiMo2As,-0.0
LiAgO,0.0
PrBi,-0.0
Zn3GaB6PO2,0.0
TiSe2,0.0
BaSr2Sc,-0.0
TeAsRh,-0.0
Ni(PS3)2,-0.0
NaHF2,0.0
CeRh2,0.0109848
Be2VZn,1.4182977
YbCuAs2,0.0
AuN,0.0
Y3Sc2Al3O2,0.0
Rb2PtCl6,0.0
Be2FeGe,0.9534704
NaMgPb2,0.0
YCu,-0.0
K4BeNb,4.8442154
InTe,0.0
Ba3(HIr)2,-0.0
BeTcSn,-0.0
BeCuPb2,0.0
CdPt3,0.0
BeGaPt,-0.0
Li2GaIr,-0.0
MgSc2Tl,0.0
Er(Al2Fe)4,5.077133
Ag3BO3,-0.0
ScNiSb,0.0
K2AgAs,0.0
Ce(AlGe)2,0.9009714
FeSb,2.5757938
Tl2ZnI4,0.0
BSF7,-0.0
K5As4,-0.0
LiMo2AsO9,0.0
Ac2SiHg,-0.0
TiB,0.0
Ti2FeSe4,2.3287664
Al(FeS2)2,9.786280900000001
CIF7,-0.0
SbI3,0.0
HfBeZn2,-0.0
SnBr4,0.0
SiRh,-0.0
BeZnFe4,6.3869202000000005
TiBe2Cd,-0.0
TaCo3,0.0
HoTe2,0.0
HoCdCu4,-0.0
Na2TaBe,0.5482479
BeSiNi,0.0
Co2CuS4,0.0
ZnSnSb2,-0.0
TmZn,-0.0
TiCu,0.7904071999999999
Ba4YPd,2.4988843999999997
Tb4CdCo,0.0
ScCuHg2,1.6102238000000002
KRb2FeF6,1.0
AgCNO,-0.0
Sr2Si5N8,0.0
Nb6Co6Si7,0.0
Li6UO6,0.0
Na2SO4,3.9157468
Na2VBAsO7,1.9999999
Re3F,0.0
BaNbBi2,-0.0
Hf3N4,0.0
BaVHg,4.7219372
Ba4InSn,-0.0
DySn2,0.0
BaMgBi,-0.0
AsPdSe,0.0
Cr2HO4,5.0000002
ZrB2,0.0
Tm6ReO2,0.9975573
Bi2Pd,-0.0
Cr2AsSe,0.9512968
YbCuS2,0.0
NdCuTeO,-0.0
YbBiPt,0.0
NaAg2,-0.0
NdCu,0.0
CaBeNb,-0.0
BaTiAlCuO5,0.0
TbGaRh2,0.0
YZn,0.0
KH3C2O3,0.0
Li2PbO3,-0.0
Li2TlPt,0.0
SrHg2Pb,0.0
Pr3Co,0.0
Li3SiNi3O8,2.999398
SnPPd5,0.0
YBeBr4,0.0
Al2O3,-0.0
DySi2,0.0
CaPbO3,-0.0
UCdO4,-0.0
Hg3Ir,0.0
Ba2AlAg3O8,0.0
AlZnNi2,0.23641220000000002
Mg2PdAu,-0.0
Li4ZrO4,0.0
HoB2,0.0
NiH4C2(S2N)2,-0.0
BaNiRu2,2.3864188
Li3LaP2,-0.0
Sc2CdTc,0.0
Cr3N4,2.0928715
BaAl2(SiO4)2,-0.0
KBeNb2,-0.0
YSb2,-0.0
DyS2,1e-07
SrCaHg2,-0.0
Na2MgSiO4,0.0
Ba2LiBi,0.0
Hf(SiNi)2,-0.0
LaAsPd,0.0
GaCuRh2,0.0
NaCuO2,1.9242983
ScUS3,5.200928599999999
Ca(FeN)2,2.9380576
BaCaSb,-0.0
OsN2,0.0
InFeRh2,1.76e-05
NiAgTe2,-0.0
ThB4Mo,0.0
BaNa4O3,0.0
