pretty_comp,formation_energy_peratom
BeTeP4,0.81053
Ce(AlGe)2,-0.45061
CaSnF6,-3.15212
LuB4Ru,-0.65428
CoP,-0.555
Ag(Mo3S4)2,-0.71068
InAg(PSe3)2,-0.20364000000000002
HfNi,-0.5585399999999999
K4Ru2O,-1.40609
BeTcGe,0.30121
Na3Hg,-0.10722999999999999
Mg3ZnO4,-2.6218
LiHF2,-2.4096
NdSnAu,-0.8544200000000001
Tb5NiPb3,-0.56726
LiCd2Rh,-0.28454
Tm2IrPd,-1.06045
Hg(AsO3)2,-1.04157
AlAu4,-0.21435
Dy3(AlNi3)2,-0.60439
Tb(SiAg)2,-0.35993
LuCo3B2,-0.5611
BSb,0.37421
Li4MnV2WO2,-2.33861
NbPd2,-0.4270100000000001
Tl2TeI6,-0.39143
BaZnP2,-0.09849
SrNi2(PH2)2,-1.7658200000000002
SrClF,-3.46343
Rb2PtCl6,-1.32195
Pu3Pb,-0.37013
Mg2V2O5,-2.49968
CrTe2,-0.17037
ZnB4O7,-2.39806
TlCrTe2,-0.22916
YBiO3,-1.44833
PtO2,-0.58016
Na6S2ClO8F,-2.0352099999999997
KCr5S8,-0.89735
TlPd3O4,-0.73155
B2Au,0.6229399999999999
Na5SnAs3,-0.47784
Al3Tc,-0.29844
Li2BF5,-3.06438
ZnCr2F2,-2.32716
TmNpRu2,-0.39183
SrGe2,-0.57309
LiFeRh2,-0.12724000000000002
YbU3,0.55435
BaTlSe2,-1.0750600000000001
AlPt3C,0.22354000000000002
PrSnPt,-1.05698
In2Au3,-0.15603
Na3FeO4,-1.58517
CeGa3Pd2,-0.67896
CaAlSiO4F,-3.38196
Y2TeO6,-2.6822
Sm3InS6,-1.85835
LiV3Co,-2.03417
TmTlO2,-2.62696
InRh,-0.36758
Ba4GeMo,1.0218
NpP3,-0.50922
Be2CoTc,-0.04758
Be2Ga2Re,0.43393
NbCoSb,-0.19251
BaTa3TeO,-2.78404
Ca(SnO2)2,-1.8337299999999999
CeP3H8O7,-1.41488
Mn3O2F5,-2.1734
Na2CN2,-0.5795100000000001
CaInAu2,-0.66946
TiSiOs2,-0.5849300000000001
Be2PtSe,-0.05365
LuNiC2,-0.42202
KBe2Pt,0.09551
Ba4FeIr,1.38844
RbAcO3,-2.01194
TaBeSb,0.53957
Lu3Ni7B2,-0.58378
PrOF,-3.97763
Li3AsO4,-2.06694
Fe5Co,0.00252
Mg(InTe2)2,-0.4878
NaLi2Bi,-0.54587
KTiBe2,0.42404
BaCd2Cl,-0.91066
RbHSeO4,-1.1414
TbAgSe2,-1.21668
Ba4Ru3,-2.13618
NdMg2,-0.09693
NaV(OF)2,-2.73868
PbCO3,-1.47781
TbCuSn,-0.58438
PPdSe,-0.3608
Er(SiPt)2,-0.94615
Mg3Hg,-0.07417
LiMoO2,-2.06244
Ba2PbCl,-1.14269
Cu3Au,-0.03892
TiBe2Ir,-0.36382
Yb3Ti3O4,-2.05918
Sr2ScIrO6,-2.63785
Mo2S3,-0.8008
MgSnRh2,-0.61479
Lu3Ga5Ni,-0.65623
ScCdPd2,-0.74062
ZrP2O7,-2.71771
Yb2SbAu,-1.08517
LuTiO3,-3.50591
Pt2W,-0.5173300000000001
Ag3AsS3,-0.13349
Rb3Th,0.92876
BaNaSn,-0.26069000000000003
CoSbO4,-1.22433
RhC,0.51578
MgFeRh2,-0.28686
AsPtCl,0.8825200000000001
YBe2Te,0.09061
LiCaO3,-1.49847
TaZnRu2,-0.33145
DyS2,-0.19889
NbSiAs,-0.5329
Y3PbC,-0.6582100000000001
BaSc4Mo,0.74142
BeCrCo,0.0868
Ni2Ag3O4,-0.6163
Ba4ZnFe,1.09065
Nb3B2,-0.60969
PuRu,0.1788
U(PS3)2,-0.60985
Fe3Pd,0.28446
Cd2P3Br,-0.3344
NaIn,-0.18857000000000002
MnAu,0.07991000000000001
RbP(OF)2,-2.59203
Ba2YTlNi2O7,-2.0754900000000003
K3Ag3As2,-0.41178000000000003
Li3Mn3OF7,-2.50991
TmPd,-0.9826
Ga4Bi2O9,-1.79351
DyNiSn,-0.69109
ErCuSn,-0.5544399999999999
Ba4ZrCu,0.94359
NaLiSe,-1.2692700000000001
Li2TiCuO4,-2.23307
MnBeRh2,-0.18409
ZrCr2As,0.22291
Zn2NiIr,-0.21483000000000002
CaScRh2,0.53033
Rb3TiF7,-3.3247199999999997
YVO4,-3.23862
Sr5Sb3,-1.08857
Ba4NaBi3O2,-1.97076
Mg3(Ni10P3)2,-0.4538
TaOsPb,0.77318
Mg(CrS2)2,-1.0182799999999999
Be2NbSn2,0.72235
B2S,0.33576
Yb2TlCd,-0.52065
Sc2Co,-0.31035
Mg3Fe2O7,-2.16759
Sr2PdO3,-2.30145
Tb2Re2Si2C,-0.6196
Dy2Se3,-1.9518799999999998
Na2MnO3,-1.90007
ZrCdAu2,-0.49467
Sr4PdO6,-2.47551
AlZnRh2,-0.77399
ErZrSb,-0.77885
LuBPd3,-0.63321
MnSbRh,0.060520000000000004
NdTlTe2,-1.10247
Cd(CN)2,0.37863
Sm4Br6O,-1.81765
BaCu3O4,-1.24852
ZnSiAs2,-0.18166
Zr2N,-1.35801
Li4Mn2Nb3Cr3O6,-2.28145
KAgBr3,-0.9006200000000001
Li3Cu3TeO8,-1.24961
Be2InP,0.32292
HoCd3,-0.29549000000000003
DyAl3,-0.31432
Li5Fe7(OF)3,-2.1686
ErMgSn,-0.56596
LiTiBe,0.2743
NiSO4,-1.16382
LiNi2Ge,-0.36637
Tc2AsPd,0.34395
Ba2YCu3O7,-2.03974
Nd3AlN,1.11611
AgCNO,-0.26677
UMoC2,-0.39226
Ta3Co3C,-0.36211
Sr2PdPt,-0.7820699999999999
Ho2Hf2O7,-3.8261
RbV(IO4)2,-1.25716
YbSnRh,-0.82644
Ge3Rh5,-0.41318
K3ReClF6,-2.51189
ZnSb3,0.26976999999999995
TiSiPt,-0.9151
SrBePb4,0.27013000000000004
In2Si(AgSe3)2,-0.39682
Ca2AgRh,-0.42899
TbTe2,-1.21045
Pm2MgAl,-0.27684000000000003
Na4CoO3,-1.35934
NaZr2CoF,-3.28769
BPt,0.08027999999999999
Cr2AgBiO8,-1.60568
Er2ZnTc,-0.23551
U(FeGe)2,-0.25024
ZrBe2W,0.26823
Mg2BBrN2,-1.26344
ZrTc2W,-0.41225
LuN,-2.11365
ErCuS2,-1.4878200000000001
Li2MgSn,-0.36187
Na3TiCl6,-1.8084099999999999
ThO2,-4.1762
SmMgTl,-0.36599
VRhO4,-1.81131
KFe(SO4)2,-1.49816
Al2VCl8,-1.48104
LiNbRh2,-0.46342
ErVO4,-3.2389799999999997
KBe2Pt,0.83211
Yb(CoSi)2,-0.6846300000000001
Nd2ZnIr,-0.55835
BeZnCr,0.27833
Dy(Ni2P)2,-0.81826
Ca2PrO4,-2.99176
AlFeO3,-1.1672200000000001
Hf2BeBi,0.1759
BaSrHg,0.21420999999999998
BeHg4Pt,0.95905
HfTaNO3,-2.80913
CaBeGe,0.01018
InCuS2,-0.4685
LaBe2Si,0.23271
MgGeRh2,-0.59296
Ho2Ge6Pd,-0.48983999999999994
Li3VCrP2(O4F)2,-2.4676
DyHg3,-0.18066
Er2Zr2O7,-3.65384
BeInRu2,0.0634
Na2Zn3Se4,-0.79679
Sm2AgRu,-0.31293000000000004
CoP2,-0.53885
Bi3Se4Br,-0.45292
LiMn(PO4)2,-2.00517
Li4NbTe3O2,-1.7232599999999998
Rb(BH)6,-0.38172
Ti2CuS4,-1.27904
Ba4PRh,0.6147699999999999
PmSnRh2,-0.6704600000000001
SrU,0.99591
Dy(CuO2)2,-1.8833
Li3Cu2F8,-2.26202
LiSbO3,-1.75027
AlO3,-1.26344
Ba2HgBr,-0.89171
Li2CoO2,-1.51187
UC2,-0.22705999999999998
MnAsPd2,-0.1499
Pr(BO2)3,-2.92843
Tm2MgTl,-0.18972
LiThAu2,-0.6622899999999999
Nd(MnSi)2,-0.50861
Ba4GePb,0.24065
Ba4YCu,0.70177
Zn2CuPt,-0.3278
Li3Cr3CoO8,-2.04921
Na4FeO3,-1.45565
Na3CdPCO7,-2.0066900000000003
Ca3Si3(BiO)2,-2.7103200000000003
SbRh,-0.42807
ZrCu,-0.13934000000000002
HS7N,0.031760000000000004
Li4Fe2TeWO2,-1.80338
Ti2CoTc,-0.53032
ZrBeNb,0.0606
Pr3AlN,1.1149
YbGaGe,-0.67511
PrLuO3,-3.7672199999999996
LiMg2In,0.03758
Ca3Sb2,-0.6632399999999999
Li4CO4,-1.90403
Li4BeRh,0.14718
HfO2,-3.7066800000000004
Ca4BeZn,0.70287
CaCdPb,-0.44363
Mn3GaN,-0.31578
TbBr3,-1.84226
Li6V(OF)3,-2.54098
NiPS3,-0.25116
Ti2MnGe,-0.24609
TbI3,-1.33963
RbCu3S2,-0.54155
SrCd,-0.41148999999999997
Y2In,-0.41042
SrMnBi2,-0.26461
PbICl,-0.94216
ZrBeSi,-0.7202
ThCdRh2,-0.63773
TmCd,-0.33449
FeCuS2,-0.33866999999999997
Li3CuP2O7,-2.1800200000000003
TiSiNi,-0.78852
MgGaRh2,-0.68308
NdCrS2O,-2.04363
Ce(AgGe)2,-0.368
Na4CrO3,-1.52519
Re3Mo,0.11022
YSeO3F,-2.55798
Lu(BC)2,-0.49855
Mn2NiO4,-1.54519
LiBeCr,0.31703000000000003
As2Pb4S6ICl,-0.54095
Sr2LiPt,-0.48303
CoSnH2(OF)6,-1.40633
YMgBe2,0.06309
Li2Fe(SiO3)2,-2.38423
BaTiO3,-1.4863
Ga3Os,-0.2442300000000001
K2BeRe,1.6088
Be2NbCu,0.17044
CuSiH8(O2F3)2,-1.67898
Cr2O3,-2.02263
BAsO4,-1.7142099999999998
KMnPH2O5,-1.82772
Tm2MgTc,-0.07401
SmB2Rh3,-0.67912
MnSeO4,-0.95383
BaTa2Bi2O9,-2.55799
UGa3Pd2,-0.36465
ScAsO4,-2.3774900000000003
Ho5Si3,-0.6937399999999999
SrHg2,-0.36671
Ti2BeSb,-0.04342
CeAl3,-0.4293
ThSi,-0.65608
CdF2,-2.30934
Li2CuSnO4,-1.6490599999999995
PuNi2,-0.05649
Al3(BRu2)2,-0.54904
TiIN,-1.26607
BaCa2Mg,-0.03877
SmCdPd2,-0.70641
CaH2(BrO3)2,-1.18414
Ti4FeBi2,-0.30551999999999996
Mg4P6Rh7,-0.7497199999999999
Co5SnO2,-1.03001
Tl4SnS3,-0.41127
Pm2PdPt,-1.00252
Nd(PO3)3,-2.59629
V4O9,-2.40171
CaAl2,-0.40504
V2AsAu,0.36441
NbI2O,-1.33465
Li2ZrF6,-3.57245
BeP4Ru,0.97487
BeFeNi2,-0.11894
MgIrO3,-0.92742
DyTh,0.13080999999999998
UGa5Ni,-0.30635999999999997
Be2PPb,0.35068
BaCaMg2,-0.06692000000000001
BeNbSe2,0.1975
TlSn2Br5,-0.8639600000000001
HoI3,-1.32152
SrAl2,-0.34401
SmH3,-0.5788
MnCo3,0.03415
BaNiRu2,1.0753
CoNi,0.16115
BeTlSe,-0.0337
Er6I7,-0.9447
Ca3(PO4)2,-2.99148
Li3Ni3OF7,-2.17461
LiYAu2,-0.7912899999999999
KTaPt,1.00233
UTeN,-1.35005
Ca2Co3O8,-1.71858
As(IF2)3,-1.46971
Ta2N3F,-1.07998
Sr2BeMo,0.53355
RbDyO3,-2.1027
TlS,-0.06384
HoAgPb,-0.39993
Mn2Be2Te,0.43607
Sr(CdSb)2,-0.5359
ZrAl2,-0.53487
Zn2SbWO6,-1.65347
Sc2O3,-3.81476
LiPdW2,0.48416
Pm2SiNi,-0.4138600000000001
Nb2Bi2PbO9,-2.0775200000000003
Ce2Cu(NO)2,-1.81236
ZrAl5Ni2,-0.60234
ThRu,-0.57238
Sr2AgPt,-0.65464
VCrO4,-2.33787
Ti2MnIr,-0.72382
ZrTiSe4,-1.2633299999999998
TcAsCl,1.24337
LiScF4,-3.80872
K3NbO8,-1.53764
HoNiB4,-0.59648
AgGeO3,-1.01435
NdSi2Rh3,-0.9462299999999999
LiSi3Pd,0.12592
TaS2,-1.1374799999999998
MgBiAsO6,-1.32236
U3TiSb5,-0.27738
Tc7B3,-0.27871
ZrAu2,-0.63151
In4Bi2S9,-0.56081
BaGaBr2,-1.23916
PrPt3,-0.85687
Ba4InRe,1.13498
SmTlAu2,-0.61434
Dy3AlNiS7,-1.7105
Yb2MgIn,-0.34942
ErMn2,-0.02082
Sm3Ir,-0.54885
LuBi2ClO4,-2.23782
SrGaCu2,-0.28855
CeFe5,-0.02973
YVO3,-2.9169099999999997
Nd(PRu)2,-0.9721
Y3BrO4,-3.58583
ZnNi2Ge,-0.19541
CaLuRh2,-0.7560399999999999
NaI(OF)2,-1.52244
PS,-0.16305
Yb2MgS4,-1.45799
Sr2CrCuSO3,-2.1960599999999997
RhN,0.40058
YBe2Bi,0.27791
Pm2AgRu,-0.2891
CeTe2,-1.26303
Mg(MoO)6,-1.94217
BeTe2Pt,0.39629
Sr2UMn,1.60617
In2HgO4,-1.28617
Al2SiO5,-3.06579
CaYIn2,1.77368
TmUTc2,-0.08195
Ba4ReCl,0.8915299999999999
Ta4O,-0.65662
CaBe2Pb,0.39673
CoReGe2,0.56606
TiAlOs2,-0.6240899999999999
LiSbTe2WO2,-1.49318
NaRu3,0.7598600000000001
Er2NiIr,-0.8055399999999999
LiBiS2,-0.7781899999999999
Ba4OsSe,0.7226100000000001
Na2SnBAsO7,-1.82287
KBaNb,1.56875
Be2ZnGe,0.33111999999999997
Ba2TiCl,-0.11599000000000001
LuInRh2,-0.83291
TmThOs2,-0.3348
Ca(SiPd)2,-0.76717
ThCoSn,-0.54802
AcMgCd2,-0.29736
CaPt5,-0.55707
Rb3BiSe3,-1.0291299999999999
RbLaSi(CN2)4,-0.58917
RbClO4,-0.6049
Ca(AsO3)2,-1.87735
Y2BeSe,-0.8368399999999999
PrGeRu,-0.63426
BaLiH3,-0.6177
CaBe2Ge,0.30604000000000003
Mg2Nb2SnO8,-2.6099099999999997
HoTmTl2,-0.31955
AlVO4,-2.8188
Ge2SbO6,-1.5132299999999999
Mg(BeP)2,-0.5666
BaCaSb,-0.28305
TaGaFe2,-0.33866
Ba2N,-0.5526
BeIn3,0.4457600000000001
MnNbP,-0.7476
Li8PrO6,-2.14987
BaZr4Hg,0.4602100000000001
CaAg2Sn,-0.38369000000000003
Sm(AlSi)2,-0.41938000000000003
NdPPd,-1.26675
Si2Mo,-0.30872
ThHg2,-0.10955
KI,-1.5411299999999999
YBe2Sb,0.11338
LiFeO2,-1.7231599999999998
Yb2FeS4,-1.28316
SmInAg2,-0.39007
SmAgHg2,-0.26076
Ho3Mn3Ga2Si,-0.32352
Zr2Al,-0.31809
Ba2ScBi,-0.13999
Mg2PHO5,-2.54806
Mg2Ni3O8,-1.52267
CaBe2Os,-0.05505
BTe2As,1.13364
PrGa2,-0.69819
BaCr2Cd,0.91657
Tm2Pd2Pb,-0.87566
GaRu,-0.23605
GaAsPd5,-0.43975
PrNi,-0.36582
TiBe2Bi,0.36421
Sm2Tl,-0.27643
BeNb4W,0.57744
SnF2,-2.39898
ZnSO4,-1.47402
TiBe2,-0.18051
Ba2YTi3O8,-3.28325
CeCo3,-0.21906
Sr(GaAs)2,-0.6906100000000001
MnCu2SiTe4,-0.04431
Br3N,1.62014
Mg3Si,0.08182
MnAlPt,-0.59533
BeTcHg,0.53033
CoO,-0.66065
TbNiGe2,-0.70726
ZrZnN2,-1.07839
As2Rh,-0.46981999999999996
SmInAu2,-0.74161
K2NaRhF6,-2.5607900000000003
Sb3Au,0.0497
Mg(SbO2)4,-1.23732
ICl,-0.1
Y6FeSb2,-0.60835
GaAg,0.07641
BeBi4Sb,0.75605
ErGeRh,-0.98856
ZnPS3,-0.45899
SnH8(NCl3)2,-0.6995600000000001
As4S3,-0.10873
TaAlRu2,-0.72424
Nd2PbSe4,-1.56179
Sr(AlS2)2,-1.6466
InCl,-0.91728
BaSe,-2.16602
Ba4ScZn,0.61582
DyFeB4,-0.63497
AlCuO3,-0.61741
LiV3Zn2O8,-2.25605
TiBeOs4,0.37441
AgHgSBr,-0.20431
NdCd,-0.35218
Ba(AsPd)2,-0.75434
HgO,-0.1152
NdMn2,0.05593
NaCl,-1.78722
NaClO2,-0.70306
CoCN2,0.19913
Ce2SbO2,-2.82712
Li3ZrNb(TeO)2,-2.09901
Li4Co3(OF3)2,-2.16391
NbCrW,0.77885
La2ZnAg,-0.32318
TiBeGe2,-0.14592
HfRe2,-0.39689
PbSe2,-0.35754
RbTa(CuSe2)2,-0.76485
Pr(Al2Fe)4,-0.40697
Mg(CrSe2)2,-0.74643
MnCu2SiS4,-0.54505
SmTiGe,-0.6534
Sr2Ti6N2O,-3.00251
Al2IrRh,-1.0237
Ba2Ti2CuF4,-3.41741
TiCdRh2,-0.32416999999999996
Y2BeBr,-0.18217
K(NiS)2,-0.69258
Ba4BeGe,0.73173
Na2CoP2O7,-2.07958
BaPt5,-0.53095
NbAsOs2,0.3536
HoRh3C,-0.55213
Ba2IrO4,-2.10336
Ca5(AlSb3)2,-0.8694
Ba4YIn,0.37358
LuInRh,-0.7702399999999999
MnV2Cr,-0.19549
TmSeO3F,-2.56925
CrSiH2(OF)6,-1.58826
Ag2MoO4,-1.30874
Zn2PdAu,-0.36551
Hg3As8(S4Br3)2,-0.22057
Be2ReP,-0.10042
ZrBeCd,0.71499
CF2,-1.2729700000000002
NaB(CN)4,-0.0065
ScReTc2,-0.2304
DyBr2,-1.55736
Li3V2F9,-2.9715
GaCuO2,-1.4774200000000002
SiW3,0.8899799999999999
BaAg2,-0.35766
Mn3Au,0.26113000000000003
YCuP2,-0.92469
Al2NiO4,-2.52267
HoErPd2,-0.96291
Cr2HgSe4,-0.37706
UCl4,-1.67095
Sr2PbO4,-2.29071
BaZr2Te,0.07797
ThPS,-1.6867400000000001
Yb2PdPt,-1.14894
Ba4ScBi,0.30493000000000003
InTeBr,-0.55092
YSiAu,-0.8423799999999999
Bi4Te3S8,-0.31314000000000003
MnBeNi,-0.13777999999999999
CeN,-1.66792
Tl2(SeO3)3,-0.79628
Te3W2Se,-0.11458
Sr(BiPd)2,-0.60072
Mn2P2O7,-2.06058
NdZn2Cd,-0.35693
Te2MoWS2,-0.38868
Ta4S9Br8,-0.8478399999999999
KErO3,-2.13554
Nb2CS2,-0.93901
Be2ZnGa,0.31709
ZnIrO3,-0.43281
V2O3F2,-2.69543
Li2VSiCO7,-2.26981
Pr(MnSi)2,-0.4908
HoMgZn2,-0.36958
Li2MnF5,-2.81886
LaNiO2,-2.3919799999999998
Mn2FeO3,-1.20979
V3Te4,-0.30036999999999997
SrAgAs,-0.84816
Sn2BSe,0.81302
CaHoTi2O6,-3.48196
ZnFeF4,-2.1533
Tl(CoS)2,-0.40258
ThPd,-0.7979
Li3Y(NiO3)2,-1.96232
HfIN,-1.53912
Co2(GeSe)3,-0.3571
Rb3Tm,0.57013
V2PbO6,-2.25768
Ba2TbSbO6,-2.8985
KTlCl4,-1.1632200000000001
UN2,-1.57409
BaBiW,1.49806
MgInAg2,-0.14498
Na4Mn2O5,-1.7609700000000001
BaNa2Pd,0.01456
Zr6FeSb2,-0.52554
K2NaInAs2,-0.56095
Ga3Ni5,-0.35241
YBPt2,-1.04311
BeVP,0.16294
K2MoCl6,-1.49096
HfCu2Te3,-0.46447
FeCu2Sn,0.26314
Sr3SnO,-1.6882099999999998
NaCd2Au,-0.23909
Li4ZrGe2,-0.0844
LiSiPd2,-0.64441
H2CSO4,-0.7802
ErGaCo,-0.53728
Na2CrF4,-2.6838
H4OF2,-1.36466
BaSb3,-0.5966
BaCdSb2,-0.6504800000000001
MnGaFe2,-0.028480000000000002
DyAlO3,-3.5098
Nb2CrAs,0.16203
Ti2Co2P7,-0.6817300000000001
TiV4CuO2,-2.3938900000000003
NaLiO3,-0.5208
Mn2NiO6,-1.41431
LaS,-2.31555
Er2AlSi2,-0.6954199999999999
LuSiRu,-0.8339700000000001
Ba(GeRh)2,-0.75889
FeBiAsO,-0.5492100000000001
YbAs,-0.9107299999999999
K2Ge2PbS6,-0.81282
AsPPd2,0.16758
Cu3(MoH)2,-1.39135
Pa3P4,-1.29206
K2MnH2OF5,-2.34366
Th(Fe2P)2,-0.6693100000000001
YAl3,-0.47389
TiBeTe4,1.00242
Ba3SiO5,-3.0966
H2S,-0.0957
ScFeGe,-0.57188
TlAsS2,-0.31884
V3B2,-0.69711
CrCuO2,-1.39347
Ba(MnGe)2,-0.25647
Na3SiSnBO7,-2.31843
TiIr,-0.81065
Ga2NiO4,-1.66241
Cu8O7,-0.62117
TaPt3,-0.71487
Mg(NiO2)2,-1.4638799999999998
BaZr4Ti,0.62411
ErSi2Ni,-0.77673
KTa2Be,1.3830200000000001
BeGePd,-0.14323
ZrSiO,-1.9039700000000002
Tl2AgI3,-0.53267
Ce(BO2)3,-2.89037
BeVPb4,1.20581
Na2ZrSe3,-1.39206
K2Cu(ClF)2,-1.97447
CrFe2Sn,0.22433000000000008
ZrBe2Nb,-0.00231
Mg3V2O8,-2.82192
PmAgHg2,-0.2663
KV(SO4)2,-1.7916299999999998
Li2GaPt,-0.69134
Ta4GaSe8,-0.7680899999999999
TiBeSi2,-0.2117
Sc2AgAu,-0.60378
HfAl3,-0.38948
ScH4Pd3,-0.28173000000000004
Ca2MgHg,-0.08151
BeFeBr2,0.52274
MnNb2As,0.14409
MnFe2Si,-0.27804
RbErO2,-3.0030799999999997
SrZnCl4,-1.90315
Sc2Ni2Sn,-0.6584800000000001
ZrSiAs,0.09307
BeOsPb,0.34652
Th3Co3Sb4,-0.7266100000000001
HoTiGe,-0.70006
MnFe2Ge,-0.08129
Tl2TeCl6,-0.8507
RbNa2AuO2,-1.2415200000000002
TbGaPt,-1.12509
Li(CO)2,-1.1369799999999999
Li3V2O6,-2.4749
Co2(GeS)3,-0.4749600000000001
Ba4BiSb,-0.14449
MgGe2WO6,-2.01068
Ba3Ti2O7,-3.28064
U3Se4,-1.1276700000000002
Ba2TiSe,-0.18398
H4BrN,-0.50395
BaNa2Mg(PO4)2,-2.73588
Ho3AlN,-1.02618
Ca2RuO4,-2.38307
ZnF2,-2.4397599999999997
BeRe2Bi,0.96595
Tm2SeO2,-3.31131
Al5W,-0.15672
HfCo3B2,-0.5887
Li5VF8,-3.05703
Na(SnO2)2,-1.66648
Np3Al,0.04224
AcCdAg2,-0.26848
Ba4ZnCo,0.95788
Sc2FeB2Ir5,-0.61014
ZnCo(SiO3)2,-2.18221
TeHO3,-1.01425
YZnGe,-0.72115
Ag3Sn,-0.00312
Ni2PO5,-1.47396
HoSbPt,-1.21955
ErAgHg2,-0.21822
Ac2NiGe,-0.41911000000000004
Be2TlFe,0.52368
BeNi2Pb,0.24958
Li2DyIn,-0.30188000000000004
Li2VF4,-2.82485
Na2TlPb,-0.16104000000000002
NaSmAu2,-0.67891
Y3Ni3B2,-0.4621
ErB2,-0.66576
Li2SmIn,-0.3238
Sb2Os,0.0049299999999999995
CaTiO2,-2.8578900000000003
NaTlPd2,-0.20252
Ba2Ge(TeSe)2,-1.2798
Al3NO3,-2.78974
Sr3Mn2O7,-2.61216
Ba2TlCd,-0.4462100000000001
Ge3F,-0.41875
SmHoRu2,-0.31567
Ba4BeOs,1.41064
Ba2Mg(B3O)2,-2.84767
LuUTc2,-0.12081
Mn2VO4,-1.90697
CuRhO2,-0.79128
Er(MnGe)2,-0.43698000000000004
FeH3,0.3207
LuB2Ru3,-0.46288999999999997
Sc2BeBr,-0.06065
K2S,-1.1804
BeTe2Rh,-0.03916
Zn3N2,0.027410000000000004
Ba4ZrP,0.7306
Li3Mn2O4,-1.6982099999999998
Ag3Ge,0.11825
Li2MnO3,-2.1832
ReSbAs,0.48245
TbCd2,-0.34645
LiNdTl2,-0.35772
Ni(RhSe2)2,-0.33735
Lu4B6O5,-3.07232
PrMgAg2,-0.30853
BiSbO5,-0.90809
Ce2CdHg,-0.163
K3BiTe3,-0.86136
KBe2V,1.4111200000000002
HgCl,-0.40002
Ce3Th2O9,-3.85574
Tm(MnGe)6,-0.25646
BaNaMg,0.32375
Sr2TaBe,1.10615
Lu2NiSn6,-0.39528
Yb2CdHg,-0.5361600000000001
CrCoGe,-0.04142
BaYHg2,-0.1994
LiBePb2,0.2714
Sm4Mg3Co2,-0.15686
Li2FeO2,-1.62465
CeCuO3,-2.14636
NaCu3,0.24346
Li6WN4,-0.95178
Ho2V2O7,-3.1520900000000003
PmTlTe2,-0.8779399999999999
Al3Pt5,-0.91261
Cd(CN)2,0.36578
Be2ReSi,-0.03982
YTcN3,-0.73172
SrLiNiF6,-2.83942
HfSiMo,-0.63742
KNaMg2Si4F2,-3.01182
Ba2TaBiO6,-2.75637
ScAu,-0.86685
BaSe4Br,-0.59701
Ba4NaBi,0.09202
NaInAg2,-0.09589
Tm2AgPt,-0.88005
LiEr2Os,-0.35986
ScAu4,-0.58501
Ho2RuAu,-0.6754399999999999
Ca(PIr)2,-0.88721
BaTlCuO4,-1.23476
NbSiRu2,0.26261999999999996
Ti2GaFe,-0.24579
Nd2Ta2Cl2O7,-3.18869
NdAl3,-0.47928000000000004
Ba4TaNb,1.5108700000000002
Ca2CoN2,-0.8267399999999999
BaCuTe2O7,-1.49281
AgBr,-0.34729
CaRhO3,-1.67314
ScBeRu2,-0.12668
ZnCrF6,-2.51155
Rb(WCl3)3,-1.1428
MgAlF5,-3.15566
Ge2Sb2Te5,-0.09938999999999999
BeSiAs2,-0.23504
InOF,-2.13861
HfB,-0.4605
Re2C,-0.03604
RbBS2,-0.98198
YBi3F5,-2.47955
BaH5BrO3,-1.46272
SnSe,-0.36807
Li3CoNi3O8,-1.40344
CaZrN2,-1.77383
SmSe,-1.2970700000000002
LiSnAs,-0.23813
Nd(GeAu)2,-0.53184
BaCa2Bi,-0.42373999999999995
Tb2B2C3,-0.40441
Li3MnO3,-2.02069
PrMgHg2,-0.37018
Li2SiO3,-2.71253
TiO,-2.65326
In5AgTe8,-0.28043
SnS,-0.41376999999999997
Li2FeBO4,-2.05362
PmMgAg2,-0.32204
LiCe2Ru,-0.09436
Pb2S(O2F)2,-1.87115
Tl3SbSe3,-0.37661
MgTi4O9,-3.07704
Ti2BeMo,0.01438
Yb3Si5,-0.4351600000000001
AlBiBr6,-0.94691
KGeCl3,-1.32951
BeNbGa,0.2480300000000001
YBeCr,0.30982
Ba4CdBi,0.08362
CaCd2,-0.37209
AlTlF4,-3.16977
BH3,-0.03803
FeNi(PO4)2,-1.7239400000000002
LiY(CuP)2,-0.84852
ScZnCu2,-0.2881
TaAsOs2,0.40236
Ti2InC,-0.70777
Ca2PbO4,-2.38203
Pr(NiSn)2,-0.49962
ZnFeRh2,-0.235
KBe2Sn,0.42739
KBaSn,-0.07765
YbAgS2,-1.16866
KV3(SeO)2,-1.90525
Cu2As,0.04698
Ba2BiP,-0.7327
Li2CrNiO4,-1.84922
CoSI,0.4456100000000001
Sm2CuIr,-0.57767
LiIn(I2O)2,-0.76361
Li2MgIn,-0.25128
TiNi,-0.37856
USiAu,-0.19328
HfPaTc2,-0.37888
ZnBi3,0.17944000000000002
MgPd2Au,-0.13564
YSeCl,-1.32907
Ta2CS2,-1.01165
Hg3Sb,0.34234000000000003
LaSi2Ru3,-0.5920300000000001
FeNi,-0.05368
Na2BeBr,-0.14611
LiMn4O8,-1.85681
Sc2ZnOs,-0.5280600000000001
Na2O,-1.34086
Mn2GaCo,-0.11729
Pr4Ge3,-0.83935
KSb4F3,-2.48335
NaLiBe2,0.61146
BaLi4Cr,0.66756
NiAsPt2,0.05209
LiAc2Ge,-0.31828
BeGa4W,0.4403
Er3InC,1.56885
SbP(OF3)2,-2.30429
DyP,-1.7118099999999998
AgSb2F2,-2.07728
