pretty_comp,kpoints_array_average
TbFeC2,10.0
Fe(NiSe2)2,9.0
Nd2Sn2O7,4.0
BeCo4Te,9.0
U3As4,4.0
TlSb,21.0
Li2CoOF3,4.666666666666667
ZrCdAu2,19.0
BeTl2Cr,9.0
PrAs,10.0
TlF,4.666666666666667
HoBiO3,4.0
ZrN2,18.0
BeTcPt2,24.33333333333333
Ba(FeS2)2,4.666666666666667
YbSnAu2,15.0
K2Be2(SiO3)3,3.0
Al3Ga,34.0
ZrCdRh2,15.0
AlGaN2,8.333333333333334
NdVO3,13.0
Rb2SnAs2,4.333333333333333
FeTeBr7,3.333333333333333
Ce(SiRu)2,8.333333333333334
PrPt2,11.0
Be2SnCl,27.0
Yb2MgS4,12.0
PrTmMg2,8.0
MgMn2O5,7.666666666666668
MnReO4,5.666666666666668
BeCrRu2,12.666666666666664
FeCuPt2,10.333333333333334
HfInPd2,12.0
Si2HgTe,33.0
Zn2Mo3O8,7.333333333333332
Ho2HgO4,4.666666666666667
BeNbRh,17.666666666666668
NdB2H,2.6666666666666665
KTaBe2,18.666666666666668
BeTlSb4,21.0
Li2AlPd,23.0
Li2P2WO8,3.6666666666666665
Ni3O4,10.666666666666666
Nd2MgNi2,11.666666666666664
In3AsSe3,6.0
TmTa3,19.0
Tm2IrRh,22.0
NaTaBe2,17.666666666666668
Zr2BIr6,17.0
YB4Os,12.666666666666664
Sr5As3,5.0
LiYBe,12.333333333333336
BaSn3,23.0
Tm2MgIr,15.0
BeGe2Pt,12.0
NbNiTe2,7.0
Mn(CoO3)2,7.0
Be2HgMo,17.333333333333332
SrSiN2,4.333333333333333
Ti2GaFe,10.0
Mg3Al,21.0
ThSnPd2,16.0
Li2NbOF5,4.666666666666667
Be2Cu,23.0
Ce(NiSn)2,9.333333333333334
KTa(GeO3)3,3.333333333333333
TaZnAs,22.0
NaBe2Pb,21.66666666666667
Ca3Si2SnO9,3.333333333333333
BeRu2Pb,9.0
ZnFeRh2,22.0
BeSiP2,6.666666666666668
Tl2Sn2S5,7.666666666666668
Li2AlPt,20.0
Nd5Ge3,13.333333333333336
Sr(BiO2)2,4.0
K3Nd(AsS4)2,4.0
TcIr3,15.333333333333336
ZnSi2NiO6,5.333333333333333
LiCa2Sn,7.0
Ca2NCl,6.0
HoGe,16.333333333333332
RbSnS2,13.0
HoBrO,6.0
YbTe,8.0
Na2Al2B2O7,3.6666666666666665
Tb2Al4NiGe2,16.0
Tb3SnC,7.0
LiAlGe,25.0
MgCrF4,5.0
CaBeNb2,10.0
Li3YbPCO7,4.0
Y(MnSi)2,7.333333333333332
SrBe2Tc,21.0
ScSi3Ni,15.666666666666664
BaSO4,5.0
Sr2BiAu,8.0
TlGaSe2,6.333333333333332
Te9Mo8S7,5.333333333333333
BeTlSi,25.0
PrAg2,24.0
RbNaSi2O5,3.333333333333333
MgCo(SiO3)2,4.333333333333333
YGe2,19.0
BaZn(CuO2)4,8.0
CaBeGe2,18.666666666666668
LiAc2Ru,11.0
ScBeGe4,28.0
Rb2InGaF6,4.0
Li5SiP3,5.0
Al2Bi2O7,9.0
ErS2,21.0
NdErMg2,16.0
Li4Ti3Co3(NiO3)2,4.333333333333333
ScBe2Sb,20.33333333333333
SO3,3.333333333333333
Tm2S3,5.0
NdTlAg2,10.0
Co2O3F,7.0
NiH2SeO5,6.333333333333332
Th3B2C3,16.0
Sm2Hf2O7,5.0
Re3Si,19.33333333333333
Be2CoCl,11.0
CN,3.6666666666666665
Ba4TlZn,13.0
HfTeSe4,7.333333333333332
LiCaN,5.666666666666668
Zn(SbO2)2,6.666666666666668
YbAgPd2,25.0
MnAl6,9.333333333333334
K2NiPb(N3O)2,4.0
Ba3N2,6.0
BeGe2Br,18.0
Mo6PbSe8,6.0
BeInGe,16.666666666666668
KCrS2,10.0
Mg(SnN)2,13.0
TiGaFe2,10.0
Mn3Al,17.0
SnH8(NF3)2,4.0
YPd2,18.666666666666668
HoAgSn,8.333333333333334
CaP2(HO)4,3.333333333333333
BaMoIr2,19.33333333333333
LiSm2Ir,13.0
BeTlTe,19.0
Dy3BWO9,3.6666666666666665
Na3FeS3,3.6666666666666665
YAg2,18.33333333333333
TbCu2,16.666666666666668
Mn3RhN,13.0
Ti2SbP,12.0
Sr2VW,9.0
Na2Mg(CO3)2,5.0
Tl3Ir,19.0
MnNb2As,12.0
Nd2TeS2,5.0
NiSnRh2,13.0
BaGe2S5,5.0
Li5InO4,4.333333333333333
DyNiSb,10.0
Li3FeP2HO8,3.6666666666666665
Ba4BeRh,10.0
Ti2Cd,17.0
Li2TlSn,15.0
Al2(FeSi)3,5.333333333333333
BaS3,5.666666666666668
TiBrO,18.0
TbSb2,23.0
CaCdHg2,13.0
TiOs3,22.0
Mg(MoO)6,6.0
Ca(AlS2)2,3.0
V3Fe3(TeO3)2,4.0
Dy5BiAu2,9.333333333333334
Nd3Cu3Sb4,6.0
CeRh3,16.0
Mg3Co,17.0
YBeCo4,10.0
CoSb,9.0
Ba2TaBiO6,4.0
MnZn(SiO3)2,4.333333333333333
LiHg3,26.0
NaBiSe2,9.666666666666666
Al2IrOs,19.0
Li2PrIn,14.0
GaSe,22.66666666666667
Er2S3,5.0
BeVIr4,17.0
UC2,10.0
Cu3Se2(ClO3)2,6.333333333333332
Ca(FeO2)2,14.333333333333336
YFe4Cu3O2,6.0
Li3Fe(OF)2,4.666666666666667
AgAsS2,4.0
Rb2IrF6,4.0
LiTc2Pd,17.0
Ba4NiSb,10.0
MgBe2Ni,14.666666666666664
HfBe2Ir,18.33333333333333
BeTlIn,24.66666666666667
Na2BeGe,11.333333333333336
MoAs2O7,3.333333333333333
Sr2Fe2S2OF2,8.0
Ba3YbRu2O9,4.666666666666667
ZrMo2,16.0
Ce3MnBi5,9.666666666666666
BaLiMg,11.0
HoS,25.0
TiMnO4,6.333333333333332
Tm2MgRu,19.0
TaTiRe2,15.0
BiAsO4,4.0
InN,9.333333333333334
LiVBO4,5.0
BaAuO2,4.666666666666667
Tb(CuS)2,13.666666666666664
UCuP2,8.0
Ho2TeO2,7.333333333333332
InAsPt5,8.666666666666666
MnBe2Rh,21.66666666666667
NpCdAu2,9.0
UCdO4,6.0
Li5Tl2,15.0
YH2,17.0
Mg3Al4,19.0
SmSnPd2,18.0
CrBiO4,5.0
Cr2O5,4.666666666666667
TbAu2,14.666666666666664
La(Fe2P)2,7.0
YAlNi,14.0
ThP,16.0
Ba2NaFe,7.0
CoTe(PbO3)2,5.333333333333333
Sr3Bi2,6.0
BeOs2Cl,15.0
NaBe2Sn,24.66666666666667
Ag2PdAu,8.0
Sm3TlC,9.0
YbSnPd,22.66666666666667
Cr(FeSe2)2,6.333333333333332
SmGePt,13.0
Na2P2PbO7,3.0
CaHoMn2O6,6.666666666666668
HfMgIr2,12.0
BeTl2Os,20.666666666666668
Tm(FeSi)2,15.666666666666664
CdPd3,20.666666666666668
Be2VNi,8.333333333333334
Rb3Li,10.0
Ba3Yb4O9,9.0
Tc3N,18.0
ZrGaPt,6.0
NaTiO3,17.0
Zn3Pt,20.666666666666668
SmNi2,11.0
CaNb2O4,4.333333333333333
As2O3,4.0
Sr2LiMg,7.0
MgBeSb,23.66666666666667
Na2CO3,4.666666666666667
Ag3BO3,16.0
Rb2ZnF4,4.333333333333333
HfSbRu,16.0
SmCl3,4.333333333333333
CeHSe,5.666666666666668
BeFeGe,20.666666666666668
Li2MgHg,17.0
TaMnBe2,10.0
PrEr3,8.0
GaPt,13.0
U(B2H3)2,4.333333333333333
LiY2Tl,6.0
Er6Te2Ru,12.666666666666664
Lu(SiOs)2,8.333333333333334
NaAs,35.333333333333336
LiY2Cd,5.0
K2LiAlF6,4.0
Mn2HO4,5.333333333333333
K3W,7.0
TbScO3,4.0
Er(FeB)2,11.0
BaSi2Br,17.0
CuBO2,7.333333333333332
ThSnAu2,19.0
Er2Ti3Si4,6.0
Ba4MgSc,7.0
LiSbWO6,5.0
Al2FeS4,14.333333333333336
KCrF3,5.0
HoAlO3,4.333333333333333
Ti3TlN,14.0
BeCr2Ge,10.0
LiAlPHO5,4.666666666666667
YGa2Ni,10.333333333333334
KBa2Re,8.0
DyCuS2,6.0
Ba2YTi,11.0
LuTaO4,3.6666666666666665
LiGaSi,13.0
Be2CdFe,11.333333333333336
Ce2SeO2,7.666666666666668
V3Ru,17.0
PrAu2,15.333333333333336
Mn2BePd,12.333333333333336
BeReBi2,21.33333333333333
SmTmRu2,15.0
Er2Mg,9.666666666666666
CaHfZn,10.0
LiAl5O8,3.0
Li3FeF6,4.666666666666667
LiTiAu2,8.0
LuFeC2,17.0
In2NiS4,6.0
BaSnSb,15.0
RbGa3S5,3.0
KTiPSe5,4.666666666666667
KRb2CoF6,4.0
BiIO,7.333333333333332
C3NClO4,3.0
Ni3Sn4,14.666666666666664
YMn2O4,5.0
NdTlPd,15.333333333333336
PrPt5,21.66666666666667
OsC2,20.0
TaO2,21.0
Li5VCr3O8,6.0
Rb(SbSe2)2,4.0
TbNi,16.666666666666668
SrCeI4,4.333333333333333
Ti2TcOs,18.0
NaCN,4.333333333333333
ScCu2Hg,7.0
BeNiBr,13.333333333333336
TaBeTe,13.0
Mn2P,6.0
BeCoBr2,12.0
TmAlAg2,11.0
CrTe4Au,6.666666666666668
DyInRh2,13.0
SrBeCl,9.0
Tm2Te5O3,3.0
FeCo3(P2O3)2,4.666666666666667
LiCdAs,17.0
NdZn2Ag,19.0
KLiZnO2,5.333333333333333
Ba2SrWO6,5.0
NdDy3,11.0
AlFe,26.0
DyCuSeO,7.333333333333332
TbSmO3,4.666666666666667
ThZn4,12.0
DyAgSb2,16.0
BaHf2As,16.0
UGePt,6.666666666666668
TlV3(CrS4)2,5.666666666666668
KSiTc2,17.0
ErCd,19.0
Al2OsRu,8.333333333333334
LiVH2OF5,3.6666666666666665
U(SiNi)2,7.333333333333332
MgSnRh2,12.0
Ho6Bi2Rh,7.666666666666668
Cr3Rh,13.0
Ca2ScBe,14.666666666666664
NdSe,20.0
RbInBr3,14.0
Ba3NaBiO6,4.0
Pm3Pb,11.0
YV(WO4)2,4.666666666666667
Pr2MgTl,17.0
Li4Mn3Fe(B2O)2,4.333333333333333
Li(FeP)2,12.0
Lu2PdRu,19.0
Ba2LiV,12.0
Sc2TaBe,19.33333333333333
CaBePb2,21.66666666666667
Zn2W3O8,4.0
Ga3Ni2,21.66666666666667
UC2,21.0
NbCrSi,7.666666666666668
Sr2MnZn2(AsO)2,8.0
Ba(POs)2,15.666666666666664
Mn4ZnO9,4.666666666666667
Na2Te2O7,4.0
Al6Tc,12.666666666666664
Sc2Co,12.666666666666664
RbS,8.0
LiTaW2,12.0
CdCu2O3,12.333333333333336
ScBe2Br,15.333333333333336
TaCl4,4.0
MnIn2W,14.0
Nb3GeS6,11.0
HoSnRh2,10.0
BeRu2Pt,23.33333333333333
Mg4As6Ir7,9.0
Ba2UCuO6,4.333333333333333
PrPtF7,2.6666666666666665
NbRu2Cl,14.0
BaNaZn,10.0
Li2FeSn(PO4)2,3.6666666666666665
Be2NiHg,13.333333333333336
ErFe2,11.0
TlHg(NO2)3,6.0
K2SnO2,2.6666666666666665
CdHg2SO6,3.0
PrBiPd2,20.0
Y(SiIr)2,14.666666666666664
CaAcHg2,13.0
Tl3AgTe2,8.0
Li2UMo2,3.6666666666666665
RbMgF3,5.0
Be2CoBi,28.33333333333333
Cr3PtN,13.0
Sc2TeO6,3.6666666666666665
MgFeF5,5.666666666666668
Nb2Se9,3.333333333333333
BaHBrO,4.666666666666667
Li2AgF5,3.6666666666666665
Rb2LiDyBr6,4.0
Hg2AsP,22.66666666666667
SrCdAu2,6.0
TaMn2O3,20.666666666666668
Zr2Sb,14.333333333333336
Ba4GaW,14.0
TaAsRh2,12.0
U(SiPt)2,7.333333333333332
Li2CaSiO4,5.333333333333333
Sb2O5,5.666666666666668
BeMoP2,9.333333333333334
Sc2ZnCu,13.0
Zr6Al6Co7,7.0
Zn(InSe2)2,6.666666666666668
HfBe2V,19.33333333333333
Ba4GeBi,12.0
ZnCl2,4.0
RbAsO3,19.0
NaB(H4N)2,2.6666666666666665
AsCF3,2.6666666666666665
Ba4TlW,13.0
In2Si(AgSe3)2,5.0
YScAu2,8.0
Np(CoGe)2,8.333333333333334
AlCrRu2,12.0
HfN,23.0
InB2As,25.0
SnB2As,29.0
Sr2Ta2O7,5.0
BeNiHg,15.666666666666664
Rb3Bi,6.666666666666668
Hg4Pt,16.0
Sr2FeO4,9.333333333333334
BeCrO4,3.333333333333333
BaGaSnH,16.333333333333332
Ca(SbO3)2,4.333333333333333
AuF3,3.0
ZnPb3,17.666666666666668
VBiPbO5,3.333333333333333
MnAsIr2,15.0
Li4Mn2Nb3Cr3O6,4.0
YbNdAg2,14.0
BeCo2Sb,10.0
AgBF5,12.333333333333336
YbGaAu2,21.0
DyAu3,12.0
BSbO3,4.0
HoAsO4,5.0
Ba2PdO3,6.666666666666668
CdCl2,6.666666666666668
BeBiSe,19.0
BaOsO3,17.0
HgS,6.333333333333332
Ho3In,9.333333333333334
Nd2AgHg,17.0
La(FeP)2,13.333333333333336
MnBeV,13.666666666666664
AlGaPd2,8.333333333333334
BeVGa4,12.0
NaTl3(SO3)2,4.333333333333333
SmZn,12.0
LiV5O7F,5.0
LiRhF6,5.0
Ti(SiO3)2,4.333333333333333
YbPrMg2,10.0
Y2PtAu,6.0
Ca4SmB3,4.333333333333333
Fe(CoSe2)2,7.0
PuIn,9.666666666666666
BaInIr2,15.333333333333336
Be2SbSe,22.33333333333333
BeZn2Fe,19.33333333333333
TbPO4,4.0
CuF,13.0
BaCoS2,16.0
SiRu2,10.333333333333334
Sr3MgIrO6,5.0
Li2TeO4,4.666666666666667
U(CoGe)2,7.333333333333332
KHfCuS3,7.0
K2TeBr6,5.0
Tl2SiS3,4.666666666666667
RuAu3,12.0
OF3,5.0
Ni3Sb,16.0
LiHfIr2,19.0
TaVO4,7.666666666666668
MgTa2Be,9.333333333333334
As2S3,3.333333333333333
CaBe2P,19.666666666666668
Lu2RuAu,16.0
Ac2NiIr,18.0
Y(SnO2)2,4.0
YbGaPd2,20.0
LiCo6O7,10.0
TiBeSi,13.333333333333336
PrFeSi,8.666666666666666
Ca2Mn3O8,4.0
Li2CuPd,4.0
VSnPO5,4.333333333333333
BePb2Se,24.0
ScAsO4,4.0
TiBeBr4,10.0
Sm2O3,4.666666666666667
TbSnAu2,17.0
NaBeH3,9.0
NaAg3,19.666666666666668
AsH3CNOF9,2.6666666666666665
Hf(B2H3)2,4.0
CaBeGe,12.333333333333336
Cr(SiO3)2,5.333333333333333
KAgO3,24.0
Hg3AsSe4Br,8.666666666666666
BaMoBr2,13.0
BeGaRu,12.0
Co(NiSe2)2,7.0
LiVP2HO8,3.333333333333333
Dy2AgIr,15.0
Na2MgAlF7,3.0
Ho(GePd)2,17.666666666666668
TlZnF3,5.0
SbSeI,6.0
SmTm3,11.666666666666664
ErAu4,14.0
CaErRh2,22.0
HfTiO4,3.6666666666666665
ReH4NO4,2.6666666666666665
CaAcZn2,9.0
H7S(NO2)2,3.333333333333333
Li2MnCr(PO4)2,3.6666666666666665
Zn(SnN)2,15.333333333333336
CaBiO3,5.0
BeI2,4.333333333333333
Ba(Mo3S4)2,6.0
K2NaBe,14.666666666666664
TaBe2Ru,22.66666666666667
MnV2O6,6.0
UAl2Pd5,14.333333333333336
CuAgO2,14.0
Li2PmAl,10.0
Ba2Sn3O7,7.666666666666668
Na2BeBi,13.0
YbCo3B2,12.0
Ba4SnP,11.0
P2WO7,4.666666666666667
Ga2BiS4,3.333333333333333
BaAlBO3F2,4.0
Sr3As4,5.333333333333333
BaYCuMoO5,18.33333333333333
BAsO4,4.0
YGaI,16.0
HfVGe,9.0
Na3CrBAsO7,4.333333333333333
Na3BS3,3.333333333333333
Rb2Zr2O5,5.0
KBaSe2,16.333333333333332
K8PO3,4.0
ThAsS,16.666666666666668
MoN,26.0
IrO2,11.333333333333336
Li4V2Cr3(FeO2)3,4.333333333333333
ZrTlCuSe3,7.333333333333332
BiO2,5.666666666666668
LiRh2Pb,14.0
Li5Nb2Cu3,4.666666666666667
LiPr2Os,11.0
Be2CoGe,12.0
TbCdF6,6.0
Ba4NaAuO8,4.333333333333333
KAuSe2,7.0
LiCaBe,21.33333333333333
K4BeSb,12.0
Na4NpO5,4.666666666666667
K2CoCl4,3.0
HfNi2Sn,11.0
Ba4LiMo,8.0
Li2Si2Ni2O7,4.666666666666667
RbCd(NO2)3,6.0
MgFe(GeO3)2,5.333333333333333
Al5CuSe8,7.0
NbGeIr,8.0
TiMnH2(OF)6,3.0
AcMg3,17.666666666666668
YbPmZn2,17.0
BaHgO2,6.0
ZrTiAs,16.666666666666668
TiCr2,12.0
ZnNi3Sb2,13.0
Er2Re2Si2C,13.0
Be2WBr,20.33333333333333
NdSbTe,23.0
Na2ZrSi4O,3.0
Tm(FeB)2,11.0
RbAlO3,10.0
YbBe3,15.0
VCdO3,13.0
Ag2SeO4,4.666666666666667
YRh5,15.333333333333336
K6CdTe4,3.333333333333333
Ni2AsCl,10.0
H4NF,4.333333333333333
Pr3Nb(Cl3O2)2,4.666666666666667
DyAs,22.0
CoMoH2SeO7,4.666666666666667
BaCaCl,6.0
Na2MgBe,19.666666666666668
MgV2O5,6.666666666666668
Sr2BeP,8.0
SrAgP,10.666666666666666
TiBe2Te,13.0
GaPS4,4.0
TiBeTe,17.666666666666668
LuThTc2,13.0
Y4(FeB2)3,10.0
TiAs2,11.0
YbF2,4.666666666666667
Re2AsRu,13.0
Yb4Mg3H4,4.666666666666667
Cr4Cu3Se8,6.0
MoRh,19.666666666666668
Yb(NdS2)2,5.0
Zn4B6SeO2,4.0
LiZr2Re,14.0
Lu2TiO5,4.666666666666667
YbNiSn,14.0
Ba4ScHg,8.0
NaReAs,10.0
CaMnO3,13.0
MnAlCu2,10.0
PuSi3,6.333333333333332
BaP2Br,15.333333333333336
NbCrP,13.333333333333336
Li4V3Ni3(SbO3)2,4.333333333333333
SmBiPd2,16.0
Ca(Ni2O3)2,8.333333333333334
BaSnPb2,18.0
KCu2P2H3(O4F)2,4.666666666666667
MgBeCu2,16.666666666666668
BaMoSe,11.0
HfSiSe,13.666666666666664
LaB2Ir2C,17.0
Mg2BeCl,29.66666666666667
Be2CrIr,24.0
TbSi,13.666666666666664
ZnCuNi2,15.0
Li8SbS6,4.0
LiTiVO4,6.333333333333332
LuFe2,11.0
LuInAg2,11.0
As2Se3,4.666666666666667
Be2CdSn,35.666666666666664
Rb2PrO3,5.0
Lu2MgAl,19.0
Pu2C3,4.0
V2AsSe,19.0
InAgS2,9.0
Sm2ZnIr,13.0
Re3Pd,17.333333333333332
Ba4FeP,14.0
HfAu,14.333333333333336
Ag3N,9.0
Sm2SnS5,11.0
Ca2AlBiO5,3.6666666666666665
Ti3In4,14.666666666666664
Bi2Te2S,18.0
BeCuHg2,17.666666666666668
La2PdRu,17.0
YMg2,12.666666666666664
Te2W3(SeS)2,7.0
NaClO3,4.0
Li2FeO2,6.0
Ba2CuClO2,4.0
Sr2Er2Al3Si5NO3,4.0
Ba4ScGa,9.0
Be2SiSe,28.0
ErB4Rh,8.666666666666666
Li4BeW,16.0
MnFe3,19.0
Sr3Li,7.666666666666668
Ca(ZnSb)2,7.666666666666668
BeZnGe4,27.0
CuBrO2,4.666666666666667
Ba4InFe,10.0
MnS,15.0
MgScHg2,15.0
Be2TeSe,10.0
SrSnO3,6.0
PrScGe,12.666666666666664
HfSnPt,19.0
BeCo2Cl,8.333333333333334
LiPm2Ir,15.0
Si3Bi2O9,3.6666666666666665
BeV2Os,20.0
Ho2MnOs,9.0
Pr2NCl3,4.0
NbSiRh,7.333333333333332
LiIn2Ag,6.0
DyAlB4,9.333333333333334
HgRhF6,6.0
BaRhF6,5.0
Li2CdPt,7.0
Ge2N2O,5.0
LiScPd2,18.0
TiCu,18.0
LiLuPt2,17.0
SrLi2In,6.0
KTb3,4.0
EuCdSn,14.666666666666664
ScBiO3,13.0
BaSi,12.333333333333336
SrCu2GeS4,5.333333333333333
RuF3,12.0
Ba2CuTeO6,6.333333333333332
ZrScCo2,9.666666666666666
LiGa2Ni,15.0
Tb2Pt2O7,4.333333333333333
HoTl,24.0
Li(TiSe2)3,10.666666666666666
Li4Mn3Co3(SnO3)2,5.0
Li3Cr(CoO3)2,7.0
Bi4Te7Pb,8.666666666666666
Ba4TcIr,9.0
Mg3B,16.0
HoHSe,8.666666666666666
RbCaBr3,5.0
Ba2MgH6,6.333333333333332
HoPO4,4.0
Fe2Te4H3ClO2,4.0
BeCr2P,14.333333333333336
CuAs2,15.0
SrFeO2,9.333333333333334
BaNaPb,8.0
NpMn2,10.0
CrCuSe2,8.0
Be2SiMo,9.666666666666666
CaSbO3,7.333333333333332
BeSnP2,6.0
BaN,12.0
Nb2WO8,3.0
Na2AgAs,8.0
NpH3,8.666666666666666
Rb2Mn3Se4,4.666666666666667
BaTiTe,9.0
In2Se3,8.666666666666666
KSnSO4F,4.333333333333333
BaCdTe,6.0
HoAu4,16.666666666666668
HfBe2Pd,19.666666666666668
ScBeBr2,15.333333333333336
HfGaIr2,11.0
Sc2TiTl,6.333333333333332
ReAsCl,18.0
BeZn2Bi,32.666666666666664
NdCd,18.0
Ba2TlCo2O7,15.0
BaNi2Br,13.0
HoSnAu,10.0
Pr(SiOs)2,11.0
ThN,27.0
RbFe2S3,5.666666666666668
Ti2BeFe,12.666666666666664
TaBe2V,13.333333333333336
GeBi3,30.0
Tb(CuGe)2,18.0
BaGe,11.333333333333336
ZrRu3,18.0
CoTe2,12.0
Dy2Pb2O7,5.0
Be2Si,21.0
BeTc2Bi,18.33333333333333
Th2AuF,2.6666666666666665
Sr3Fe2Cu2Se2O5,7.0
Mo2C,10.333333333333334
TbCu,24.0
KBe2Co,15.333333333333336
FeN,20.666666666666668
Pm2AgRh,17.0
YbHfO3,4.666666666666667
BeSiBr,15.666666666666664
NaAu2,21.0
Y2BeBr,9.0
HoNi4Au,17.0
K2Li3GaO4,4.0
YbH3Pd,20.0
Zr(Ni2P)2,12.0
K(In3Au2)2,19.33333333333333
BaYSc2,8.666666666666666
Pm2AgIr,19.0
SmDyZn2,11.0
Mn3Zn,10.0
BeNiPb2,27.0
Ba4LaPd,14.0
Ru3Cl,8.666666666666666
MnCuRh2,10.0
BaSrTl2,14.666666666666664
BeTc2Os,21.66666666666667
Zr2Al,14.666666666666664
BaNa2Pt,13.333333333333336
PrAgHg2,18.0
BaHgW2,10.0
SrCl2,5.0
SmCuS2,4.333333333333333
LiNO3,4.0
Lu2ZnOs,15.0
Ge3N2,6.0
As(S8I)3,4.0
KBe2Si,18.0
LiFe3(SnS4)2,4.333333333333333
CeC,10.0
Zn2Sb2O5,4.333333333333333
NaNO,3.0
K2BeF4,3.0
CaBePb,17.666666666666668
ErSe,18.0
AsPtSe,25.0
Ho3Co,9.333333333333334
Be2NbGa,18.33333333333333
Be3Cd4Si3TeO2,4.0
Sr3FeN3,5.666666666666668
KUCuS3,10.666666666666666
BaNa2Hg,16.666666666666668
Be2ZnCo,9.0
Mn4Cu3O2,7.0
MnBe2Sn,14.0
VPt3,18.0
BeCuBi4,20.0
NaNd2RuO6,4.0
Li3Mn2Fe(BO3)3,4.666666666666667
Te2Mo3WS6,9.666666666666666
KTl3,16.666666666666668
Ba4ZnW,14.0
KBeH3,4.0
Y2MgNi2,9.0
LaBeCr4,16.0
HoB2Rh2C,20.0
NaPdO2,9.333333333333334
HfCdAu2,6.0
GeClO2F5,2.6666666666666665
Sc2BeGa,16.666666666666668
KCuC2,6.333333333333332
KPr3,16.0
Sm2Ag2O5,24.0
HfAlAu2,18.0
Li2PmSn,13.0
Be2ZnW,12.333333333333336
Sr2BeMo,15.0
Zr6Al2Fe,12.666666666666664
BePdBr4,16.0
CaInRh2,5.0
BaMgTi4O8,6.333333333333332
Be2NbCu,19.666666666666668
SBr3,19.33333333333333
DyRh3C,11.0
RbAl(H2N)4,3.6666666666666665
Pr3SiAgS7,3.6666666666666665
CaP,7.333333333333332
PrBiO4,4.333333333333333
Th(CoGe)2,16.666666666666668
TePb,20.0
Sc5Si3,9.333333333333334
YbTlHg2,16.0
Be2VFe,24.0
Li4Mn2Cr3(CoO2)3,5.0
K3Na2LiTeO6,3.333333333333333
Sr7(HBr)2,4.0
K2Ge(I3O4)2,4.0
BaSi2Ir,16.666666666666668
Hf3N4,7.0
Na2BePt,13.333333333333336
PrP,10.0
Bi2O5,11.333333333333336
Rb3Ba,12.0
Al3BN4,5.0
Y2Pb2O7,5.0
K2PO4,3.0
VGaFe2,9.0
MnAlTc,9.0
MnBe2Fe,23.33333333333333
FeAgO2,8.0
MgTaRu2,12.0
BeZnP4,32.0
Sm(Al2Cu)4,11.666666666666664
BePd,23.0
Cu2SiS3,10.666666666666666
LaIn3,21.0
ScSn,9.0
BeNbBi4,9.0
Sr4IrO6,5.0
TlBS3,3.6666666666666665
V6OF,6.0
TbInIr,14.666666666666664
BeCoW,22.33333333333333
Ca4Sb2O,7.666666666666668
CeCo3B2,14.666666666666664
Ce2Fe2Si2C,6.666666666666668
Ba2YV3O7,11.333333333333336
K4Al3Si3ClO2,3.0
Bi2Te4Pb,9.0
CoO2,12.0
Cd(CO2)2,4.0
Be2NbSb,10.0
Ni2SbTe2,14.0
S2N,3.333333333333333
UMoC2,11.666666666666664
MgTeH2O9,4.0
CeP5,7.0
LaN,9.0
MnBe2Cd,11.666666666666664
YGaAg2,7.0
Er2OsPd,16.0
HfVF6,5.0
BaMnPb,9.0
LiTaBe2,21.0
NbS3,4.333333333333333
SmI,20.0
La(MnSi)2,10.0
Al2Se3,5.333333333333333
Sr2MoO4,15.666666666666664
LiYbPb,13.666666666666664
MnAu,18.666666666666668
VCo2Si,12.0
TbAl2,14.0
Li4Sn(BO3)2,4.333333333333333
CaFeF6,4.0
K2NaGaAs2,5.666666666666668
VZn3,12.0
KCaBr3,5.0
BeRuCl4,14.0
GaCuCl4,4.0
K2RbSb,7.0
BaSn5,22.33333333333333
Ca3(B3Rh4)2,9.666666666666666
Re3Sb,15.0
DyCoC2,15.0
Zr2Be7,14.0
MgRh5,14.666666666666664
Mn2Cd3O5,7.666666666666668
TaOF3,4.666666666666667
ZnSnF6,5.0
Zr3ZnN,12.0
Na2MnAsCO7,4.333333333333333
TiAlAu2,12.0
Li5Co2O2F5,10.333333333333334
ErThTc2,13.0
ErVO4,4.0
Ba4CoP,11.0
Ba(MgAs)2,7.333333333333332
KAcTe2,6.0
Sm2ZnAg,15.0
CuTeO4,5.333333333333333
RbSO2F,4.333333333333333
Dy2Sn5,12.666666666666664
DySbPd,13.666666666666664
HfSe2,10.0
PrBS3,4.0
Al6Cd4TeO2,4.0
KBa4Bi3O,5.0
Dy3AlNiS7,4.333333333333333
TaIr,17.666666666666668
Li2FeAsCO7,4.666666666666667
BeCr2Pt,12.0
NpOsO3,9.0
BaTeO3,5.333333333333333
NaO2,5.0
Rb2ZrO3,4.0
TiIN,15.0
Sm(BC)2,19.33333333333333
PmMgAg2,18.0
Dy(Ni2As)2,14.333333333333336
ZrCo,19.0
V2OsRu,19.0
AcCuO3,23.0
YbAsPd,11.333333333333336
As3Rh,6.0
Pm2CuOs,12.0
Ba3Bi2F2,3.0
ZrNbP,14.666666666666664
Mg(NiO2)2,8.0
NaCu3F7,5.0
Dy(BiO2)3,4.0
KSrCO3F,5.0
CaNi2,18.0
Li2Cr(PO4)2,5.0
AuBrO2,10.666666666666666
LuCdPd2,14.0
ReF6,3.0
LuTaOs2,12.0
CeMg,23.0
BaInBr2,15.333333333333336
TiBePt2,13.0
CuAgO2,9.0
Th(Al2Fe)4,12.666666666666664
TiZnPd2,18.0
Ho2InPd2,19.33333333333333
