pretty_comp,magmom_oszicar
RbSrSiHO4,-0.0
HfBeNb2,0.0
SrCaO2,-0.0
BeNbGa4,0.0
Al2(CuSe2)3,0.0
RbErS2,0.0
K2NaAlAs2,-0.0
Ag2Hg7(P4I3)2,-0.0
LiN3,0.0
Mo3I,0.0
Sc6Al6Ni7,0.0
CrInCu2,3.4949
BaNaBO3,0.0
Pr3Y,0.0
MgPaRu2,0.0
Dy(CrSi)2,1.1455
Nd3Zr,0.0
UCoAs2,3.4023
MgCd,-0.0
V3(O2F)2,5.0
MgGeIr2,0.0
TaZnRh2,0.0
Ba4TaSb,3.8432
BaAu2,0.0
TiGaNi,0.0
LiSbRh2,0.0
Ti(CrS2)2,6.2854
Dy2Sb2O7,0.0
CaHfZn,-0.0
SmCo5,6.8172
Sr2CaI6,-0.0
Hf3(Cu2Ge)2,0.0
TaHgS2,0.0
TaMnRu2,4.0994
Er2SO2,0.0
CuO,0.0
MgFeSiO5,3.9904
CoP2O7,0.0
Sr2YTlCo2O7,3.2444
BeCr4Se,-0.0
Ba4ZrSc,-0.0
Dy5Ge3B,0.0
Ag(TeMo)6,0.0
Pr3Se4,-0.0
ZrNiSb,0.0
DyPPt,-0.0
MnSb2F2,5.0
BaTiPd2,-0.0
HfTa2Be,-0.0
La(BC)2,-0.0
K2VCuSe4,-0.0
Tl(CoSe)2,1.794
MnSbSe2I,9.9975
NaIn,-0.0
RbYb3,0.0
Be2NbSe,-0.0
MnS,0.0
TiBe2Tl,0.5051
SrHg2Bi,-0.0
PrNdZn2,0.0
Li2YbGe,-0.0
ZnSb3,0.0
Ni2HgAs,0.0
YCu,0.0
ErSnAu,0.0
YbCoC2,-0.0
CrGeTe3,5.9871
Rb3YO3,-0.0
BeCrTc,-0.0
Mg2CoSbO6,-0.0
BaSiP4(HO2)2,0.0
BaSr2Sb,-0.0
BeCuHg,0.0
Al2TcAu,-0.0
Th3P4,0.0
Be2CdRu,0.0
TaInNi,0.0
NaPrHg2,-0.0
ZnGaO3,0.0
Sr(NiO2)4,1.7101
MnCoSe,3.9965
Mo2O5,-0.0
Mn3AlC,3.9605
LiMnFeO4,3.7222
BeCo2Hg,2.5389
YIr,-0.0
Nd2CdIn,-0.0
LiTiVO4,3.0791
BaNa2Tl,-0.0
BeInPd,-0.0
MgRhO3,1.1948
AcHgAu2,-0.0
NbCr3,-0.0
NpN,3.7063
FeGe,4.1023
YCuSe2,-0.0
Sn4SF6,0.0
Ba3Ga2(GeO)4,0.0
Dy2ZnIr,0.0
KCaO3,3.0
LiVO2,1.8746
NaNbO2,0.0
Mg3Sb,-0.0
FeCl,3.0141
Be2CdIn,0.0
NiO2,0.0
KNb(AgSe2)2,-0.0
Ba4SnSb,-0.0
Fe(NiS2)2,1.8105
ErSnPt2,-0.0
PaCdAu2,0.0
AsP2Pt,-0.0
Ta2H,0.0
HfSi2Br,0.0
Sm2AlZn,0.0
CaSnO3,-0.0
YMgAg2,0.0
KYTe2,0.0
V3Au,0.0
TlCrTe2,3.0537
NdB4,-0.0
Sr2ZrBe,1.1037
K2PtS2,0.0
W3O8,0.5707
Li2TmIn,-0.0
PtS,0.0
InNi3,0.3125
Ca(AlGa)2,-0.0
Li7Cr5O2,7.0007
LiBH4,-0.0
InPd,-0.0
K9U6BiO24,-0.0
Li8PtO6,0.0
Sr(PrSe2)2,0.0
Li2NiBiO4,-0.0
Be2RhCl,-0.0
CaMg(CO3)2,-0.0
Dy3PbC,0.0
KBaTc,2.1938
Sc2CuTc,0.0
PrAlSi2,-0.0
Sr2Mn3(AsO)2,7.4532
ZrHg,0.0
LiVWO6,-0.0
Ba3(PO4)2,0.0
GaP,0.0
CaSiBHO5,-0.0
RbSr3,-0.0
SrHg2,0.0
Ho(PRu)2,-0.0
USbAs,3.7117
Sr2UNiO6,4.0004
TbZrSb,-0.0
LiY2Cd,0.0
PH2NO2,4.0
MnSbRh,3.3394
LiBe2Fe,1.9891
Zr2CS,0.0
KTlO2,0.0
Rb4CO4,0.0
TiAgHg2,1.6495
Er2Pt2O7,-0.0
Na2MnO4,2.0
SeS2(NO)2,0.0
KBePb2,0.0
SrTlHg2,0.0
CrIr3,1.237
BeGaRh2,-0.0
YSb2,-0.0
BeCuSe2,-0.0
TiSnO4,0.0
YMgIn,0.0
AgCl,-0.0
Ho(FeSi)2,0.0
BeGaP,0.0
AlSiRu2,0.0
Be2PdPb,-0.0
CrP,-0.0
NdTmMg2,0.0
RbNO3,-0.0
Nd(NiSn)2,0.0
PrGa2,0.0
Be2SbCl,-0.0
B2Mo,0.0
YBeHg2,-0.0
H6PbCNCl3,-0.0
Mg2GeB2Rh5,-0.0
TcRh3,0.0
BaLaIn2,0.0
TbMoClO4,-0.0
CaBeIr2,0.0
LiAuS,-0.0
Nb3Bi,0.0
KBe2Mo,-0.0
YbIn,0.0
Ge3Rh,0.0
Ca2MgIn,0.0
Th3N4,0.0
Tm2IrPd,-0.0
SrBeCu4,0.0
Ho(NiP)2,-0.0
ScFeSi,0.0
PrSiRu,-0.0
KYO2,-0.0
BH3,-0.0
Sr7(HBr)2,-0.0
Ce3Sn,1.9803
Be2VFe,-0.0
PrCuSi,0.0
ZrCo3B2,0.0
BeSn2Se,-0.0
Na6ZnS4,-0.0
ThSi2,0.0
ScBe2Br,0.0
TmPt3,-0.0
ZrSnRh2,0.0
Li2CoSiO4,6.0
Nb3FeS6,0.0002
AgClO4,0.0
Sc2MnGe,0.9963
Ag3SbS3,-0.0
LiV2(PO4)2,10.0
BaTl2Cl,-0.0
BeCdSb,-0.0
LiSiPd2,-0.0
Ba4WBr,2.9439
Tm2O3,0.0
Ca3AlN3,0.0
BeNbW,0.0
AgPPt5,-0.0
TmCd2,0.0
Sr2TlIn,3.018
CuSe2,0.0
AlFeRh2,4.1914
Be2CuRe,-0.0
NaMnBe2,1.7221
Sr3N2,-0.0
PrAlCu,0.0
YbP3,-0.0
BeZnPt,-0.0
RbMnP,3.3812
K2SnSe3,-0.0
Ba(FeP)2,-0.0
ZrAl3,0.0
Li2TlSb,-0.0
KCoF3,2.9999
Ho2CuPd,-0.0
BaPIr2,-0.0
Co2(GeS)3,0.0
Sm5AgS8,0.0
YbInHg2,-0.0
S(IN)2,0.0
YCdPt2,0.0
Ta2N3O,1.5629
Rb3BrO,0.0
VTe2,1.216
Be2CrFe,2.1004
NdTlAu2,-0.0
FeSe2,0.0
Mn3Au,-0.0
Al4C3,-0.0
Ti2AlCo,2.0002
Bi2SO2,0.0
Sm3Cr,-0.0
Ce3Pb,2.1862
NaTaBe2,0.0
TlBi2,-0.0
SrBeF4,-0.0
Ga2IrRh,0.0
SiAs2,-0.0
AcCdRh2,0.0
SbRu,-0.0
CdCN2,0.0
FePS3,7.7342
Er3TlC,-0.0
NaBe2Se,0.0
Be2CdSe,-0.0
TbSe,0.0
ThI4,-0.0
Nb2Se9,0.0
Ba2DyBiO6,-0.0
Lu2In,0.0
CuI4,0.0
ReAsPt2,0.0
NaHo3,-0.0
Co2P2O7,6.0
NaAuF4,0.0
Ba4NaTa,4.3524
MgBe2P,0.0
CaZnSn,-0.0
NbZn3,-0.0
LaMg3,0.0004
Ni2P2O7,8.0
YbYPd2,-0.0
TaBeCl2,0.6257
BeTc2Rh,0.0
LiMg3,-0.0
DyPS4,-0.0
AlZnH4O2F5,0.0
ScGe,0.0
CeCu5,-0.0
CeTlCd,2.0034
BeCuHg2,-0.0
K4P2O7,-0.0
UTeP,3.6454
Ba3Ta2CdO9,0.0
Mg3Si8Ir3,-0.0
Sr(H2O3)2,-0.0
Mn3CoO8,8.0001
SbSCl9,0.0
BeSb2Pd,0.0
Be2NbPd,-0.0
Pr3SiAgS7,-0.0
LiBePt2,-0.0
KBaZn,-0.0
Ba4TlHg,0.0
BeSiRu2,0.0
SrAl2B2O7,-0.0
Ba2LuCu3O7,0.0
Ca2AlNiO5,0.8733
Ba4HfZn,3.1228
CIF3,0.0
BeRhPb,0.0
Hg3(SF)2,0.0
Ba2TaBi,3.6547
BaInBr,1.3684
TaBePt,-0.0
Sr2TaBe,2.0178
Lu3AlN,0.0
LuAg4,0.0
TiTc2Sb,-0.0
ErClO,-0.0
K2BeTc,1.0566
In2Au,-0.0
Tc3N,-0.0
V2C,0.0
AsRu2Se,0.0
NdInO3,-0.0
KReO3,-0.0
UBRh3,2.0493
Tb2Co2I,-0.0
Si2Hg6O7,-0.0
PmAlCu2,-0.0
Na2Pd3O4,0.0
LuO3,0.0
Ni3Mo,-0.0
Tc7B3,-0.0
Be2VMo,-0.0
NaEuS2,-0.0
Rb3Hg,-0.0
Pu(FeSi)2,4.497
Ba2BiCl,-0.0
BeSeBr,-0.0
NdSn3,0.0
NpAs2,5.9033
BeV2In,-0.0
Y2CdIr,0.0
BaAgBi,-0.0
Ba4SrMo,-0.0
NdTm3,-0.0
LiBiP2O7,-0.0
CaBeTl2,-0.0
PrNdO2,0.0
Ba3V2O8,0.0
GaBr2,0.0
Tb(NiB)2,0.0
Li2Ni(CO3)2,0.0
NaAsSe2,0.0
BaRuCl2,2.0906
PtN2,-0.0
BaSm2PdO5,0.0
Ni(AsO3)2,2.0
Li2CoO2,3.0
NaCSN,-0.0
Sr2YTlNi2O7,0.2766
KPt2Se3,-0.0
LiLa2Al,-0.0
ScSbRu2,0.0
TbGeAu,-0.0
ScNi5,0.09
Mg2In,0.0
BaCaTi4,4.5521
BeIr4Se,-0.0
CrInCo2,3.1602
CuO,-0.0
Mg3Zn,-0.0
Tl3BiCl6,0.0
SmCuP2,-0.0
MgBe2Pb,0.0
BaGaSnH,-0.0
TiP3,-0.0
BeCrHg,3.1673
BeNbRh2,-0.0
BeCoW,0.0
Nd2Cd2O5,-0.0
PrYO2,-0.0
YbBiPd2,0.0
Be2SnCl,-0.0
Ni3H,1.0009
BaAlCu2O5,-0.0
BaMo4(PO3)2,-0.0
Sr(CdSb)2,0.0
TmAg,0.0
Ba(PrS2)2,0.0
RuF3,1.9752
ZnSiP2,0.0
V2ReMo,-0.0
BaSn(GeO3)3,-0.0
BeNi2Mo,-0.0
Tl2HgTe,0.0
Li2NbFe3O8,3.0001
BeV2Os,-0.0
Zn(SbO2)2,0.0
TmLuZn2,0.0
ZrNi2Sb,0.0
BeTc2Os,0.0
Ba4BePd,0.0
Nb5Ga4,-0.0
Sm(AsPd)2,-0.0
PrPbAu,-0.0
PrGe3,0.0
H7BrO3,0.0
Ca6MnN5,3.9999
BaYPd2,0.0
SrMnBe2,2.0824
Hf4BeIn,-0.0
Ga2NiS4,1.5637
BaInMo2,-0.0
LiV2(SiO4)2,6.0
BaCa(GaO2)4,-0.0
Be2TcPd,-0.0
Pm3Sn,0.0
SrBe2Tc,-0.0
MgZrIr2,-0.0
Be2TlCl,-0.0
Li8Al3Si5,0.0
Na2AsAu,0.0
LiTaIr2,-0.0
Sr3TbRhO6,-0.0
CoH2SO5,6.0
BeNb4Rh,0.0
Mg3N2,-0.0
KTa(AgSe2)2,0.0
TmI3,-0.0
BaYGe2,-0.0
ZnCoO3,3.8776
Ti2MnO4,7.0836
NdCuS2,-0.0
BeGaTe,-0.0
CeSiO4,-0.0
TiSi2,-0.0
Ce3AlC,1.0874
PaO2,1.9985
Na5ReO6,0.0
CaSmCd2,-0.0
Rb2SeO4,-0.0
Na2UO4,0.0
CaBe2Cl,-0.0
Er(Ni2As)2,0.0
Dy4(FeB2)3,0.0
Li2TiCuO4,1.9143
Rb2HgO2,0.0
TaBe2Cd,0.0
TlNO2,-0.0
SiTc3,0.0
K2Rh2O5,-0.0
YCdPd2,-0.0
Ca2HfO4,0.0
Th(GePt)2,-0.0
ZrTaNO,0.0
AsIrOs2,1.1897
Be2SiMo,0.0
CaBeMo2,0.0
Zr6CI2,-0.0
PdPbF4,0.0
As2O5,0.0
Tb(TiGa2)2,-0.0
BeSi2Sb,-0.0
CoSO4,6.0
Ta4BeTc,-0.0
K2Ag4S3,0.0
ReAsAu,2.4826
Te6RhCl3,-0.0
Pm2NiIr,-0.0
Na2V2ZnO7,0.0
LiVF5,4.0
ErB2Rh2C,-0.0
BaNa2Cd,-0.0
MnSbIr,3.1025
LaSiBO5,0.0
Yb2CdHg,0.0
Sb2Pb2O7,0.0
Bi4Te3,0.0
LiSnRh2,-0.0
TbMgRh2,0.0
NaNdTl2,0.0
Ta2VOs,0.0
Au(OF3)2,1.0063
LiCo2Si,0.0
Zr3Cu,0.0
Ba(BSe3)2,-0.0
K4BeW,4.7319
OsPtCl2,0.0
Li3VF8,-0.0
Rb3Sb,0.0
LiCdSb,-0.0
Be2CoSi,0.1869
SmDyRh2,0.0
Na2Ta4O,0.0
RbYbS2,-0.0
Y2TeO2,0.0
Lu2Co2O7,3.9986
Mg(InTe2)2,0.0
Ca3Ti2O7,0.0
Zr5Te4,-0.0
Al2CoO4,6.0
TaTi2N3,-0.0
AlH4(SeO4)2,0.8558
NiCl,0.9921
RbLi(H2N)2,-0.0
Ba2PrIrO6,1.9162
DyTaO4,-0.0
CdGeP2,0.0
KScO3,2.0
AsRuAu,1.5057
KLiZnS2,-0.0
BaCa(BiO2)4,0.0
Ti2ZnTc,0.0
ZrI3,0.0
YbRh2Pb,0.0
RhF6,2.9971
Li8Bi2Pd,0.0
K2TaCl6,0.9991
LiSiPCO7,-0.0
LiHO,-0.0
TlI,-0.0
BaHIO,-0.0
HgI2,-0.0
K3Na(RuO4)2,3.9571
RbBiF6,0.0
Sm(SiRh)2,0.0
MnPH2CO6,10.0
Ba2ScSbO6,0.0
Pr(CoB3)2,6.4497
Er2B4C,0.0
LiPmTl2,0.0
Pr3Ga,0.0
Li2VP2HO8,4.0
KHSeO3,-0.0
Sm2(Zn2Ge)3,-0.0
Ga2Te5,0.0
Na3CuO3,-0.0
NaSm3SiS7,0.0
U(OF)2,-0.0
ZnPt3,0.0
Pb7(BrF)2,-0.0
Ba2ZrCl,4.6409
Ni3TeO6,5.9365
Rb3TiF7,-0.0
Lu2ZnGa,0.0
HfBe2In,-0.0
BaYI5,0.0
Ho(GePd)2,0.0
CuCl2,0.6201
Ni2P,0.0
K2CN2,0.0
LuScRh2,-0.0
Ho2Ti3Si4,0.0
TmPaRu2,0.0
Ag3SeNO3,-0.0
Be2CdCl,-0.0
ThNF,0.0
TbSnAu,-0.0
DyMgAu2,0.0
RbCdAg3(CN)6,0.0
UCdO4,0.0
Mg(ReO4)2,0.0
Al(BiO3)3,5.9506
Mo3Ir,-0.0
AsRu2Cl,0.0
Mg2As2O7,0.0
CoSO4,6.0
TaBe2Ni,-0.0
H5NF2,0.0
Mo3N2,0.0
K2NbF7,-0.0
TcN2,0.0
NdCuSb2,-0.0
TbCu,0.0
HoSe2,0.0
Zr2Cu,-0.0
Ca2Co2P7,0.0
CdPdAu2,-0.0
BeCo2Pt,3.2276
BeInCo4,5.2409
KNd3,0.0
LiAlGeO4,-0.0
BaZnF4,-0.0
TiBeV2,-0.0
AsIrPt2,0.0
BaZr4Ti,0.0
ZrTe3,0.0
Tl3AsSe3,0.0
KMgBe2,0.0
MoRh,-0.0
Na3AlP2,0.0
NaC,-0.0
CaBeW,-0.0
CaBeSn,-0.0
SrMg,-0.0
MgZnAu2,-0.0
BaNi2Br,1.1159999999999999
BeFeRu2,1.9817
Mn2BeGa,0.0
YCo,-0.0
Y3Al3NiGe2,-0.0
Re3Si,-0.0
TbInRh,0.0
Li2AsAu,0.0
Re2MoAs,-0.0
SrCrW2,0.0
YNiO3,0.0
BaIrRu,1.8964
Sm2Hf2O7,-0.0
CeTe,1.0241
TiAu2,0.3419
Zr2Ga,0.0
Tm2TeO2,-0.0
CrAs2,-0.0
K3Ir(N3O)2,0.0
Na3InCl6,-0.0
Li2FeCu(PO4)2,9.9997
LiF,-0.0
PaAl3,0.0
LuInAu2,-0.0
Sm(SiPd)2,-0.0
PrAl,0.0
ZrSnIr,0.0
Th(CrGe)2,4.0631
ThBiTe,0.0
KAuN2,-0.0
CaSiSnO5,-0.0
AsRu2W,0.0
TiBe2Sb,-0.0
NdAlO3,0.0
KSbF4,-0.0
V2CdO6,-0.0
In2Si(AgSe3)2,-0.0
ZrBe2Cu,-0.0
ZrMn2As,5.4798
Ba2TlZn,0.0
Sr(GaAs)2,-0.0
NaBeSb,0.0
Sr4LiCuC2,-0.0
SrIF,0.0
ZrHg3,0.0
LiBe2Zn,-0.0
Mg3(AsO4)2,0.0
Bi2O5,-0.0
CaTi2S5,0.0
MoIr3,-0.0
RbAg3Se2,-0.0
SnP7Au3,0.0
ZnCuNi2,-0.0
Li4Ti3O8,-0.0
Zr3N4,0.0
HoH3,-0.0
B2(CN2)3,0.0
Zn2FeAs,2.4444
NdCoGe3,0.0
NpS,4.0133
Hg3Ir,-0.0
AcMgCd2,-0.0
K(RuO2)4,0.0
Ce2AlNO3,1.5065
MnAl6,0.0
LiPr2Os,0.0
NdRh2,0.0
MgHg,0.0
HfSi,0.0
As(IF3)2,0.0
Ga3Au,-0.0
Ba2AlV3O8,2.7368
Ba4GaRu,0.7806
SrVO3,0.0
UTeN,2.0129
BeGe4Se,0.0
NiAgO2,0.7892
Pr3CuGeSe7,-0.0
B2O3,-0.0
Sr(AlPb)2,0.0
YbMg,0.0
Ho(FeB)2,1.0269
CaBeSb,-0.0
Be2VNi,0.0
BaGa2Co,0.9759
Ba(AsRh)2,0.0
TiAlAu,-0.0
Na2BeRe,0.0
CeZn3Cu2,0.7040000000000001
YbNbO4,1.9378
Be2CrCd,3.0233
ZnCoO2,2.9998
SiAgPt5,0.0
SrAl2,0.0
K4Hf5O2,-0.0
USb2Pd,3.8965
MgPt3,0.0
Sc(AlC)3,0.0
Y3BrO4,0.0
BeGaPt2,0.0
Ti2InNi,1.2547
SmIn2Ir,-0.0
SrNiSn3,0.0
W2C,0.0
Mg4BePb,-0.0
S(IO3)2,0.0
Nb2Hg2O7,-0.0
AlCrCu2,3.0074
Ca3Mg,0.0
LiBH,0.0
Cr3O,-0.0
LiCuPd2,-0.0
Ac3Pr,-0.0
LaBePt2,0.0
BeSn2Br,-0.0
La2CuO4,-0.0
Mg2V3O8,0.9842
TaGaFe2,-0.0
Th3O2,-0.0
Mg2FeWO6,4.2544
RbCd4As3,-0.0
HoGaO3,-0.0
PaBr4,2.0
V2GeAs,0.0
HoMg3,-0.0
Ca2PdAu,-0.0
Ca(NiN)2,0.0
KSiPCO7,-0.0
Rb2CoS2,5.9975
Ba2TlFe2O7,7.0982
LiBePt,-0.0
NdSnAu2,0.0
YAgPb,0.0
LaBeBi2,-0.0
ZrBe2Co,0.0
Li4UO5,-0.0
NbSeBr3,0.0
SmDyIr2,-0.0
KNbF6,-0.0
Ti2Pd3,-0.0
LiMgP,0.0
CaBe2Pb,0.0
LiGeRh2,0.0
BaGeO3,0.0
YGe2,-0.0
Ba4TeCl,-0.0
HfInPd2,-0.0
YCrO4,1.9955
LiGaO2,0.0
YAgSn,-0.0
KI,-0.0
NaScAs2O7,0.0
ScAu2,-0.0
Na2Zn3Se4,0.0
Li2TiCrO4,4.0302
Pd(Se3Br)2,-0.0
CIN,0.0
Mg(Co3P2)2,0.0
Li2LaSn,-0.0
SrBe2Te,0.0
MnGePd2,4.1123
Na4UO5,0.0
Nd3(BN2)2,0.0
Ba2ZnCd,-0.0
BeFe4Ge,7.0814
LiB6C,-0.0
Er3InC,0.0
MgSn,-0.0
Ba4ScRe,0.0
BaInIr2,-0.0
PdAuO2,-0.0
BaHf4Ga,0.0
SiBAu,0.0
Sc2Ge2O7,-0.0
Rb(OsO3)2,-0.0
AgRuO3,0.0
Mg3Fe,2.2213
V2H,0.0
BH2CO,0.0
Li5Mn3Fe2,2.0852
KMg(PO3)3,-0.0
Na2GaNiF7,4.0
CeSi2Mo2C,0.0
SO2,-0.0
CdP2,-0.0
YBeIr,0.0
LiBe2Cr,-0.0
Mg3(BO3)2,0.0
LiCaSb,-0.0
NdAsSe,-0.0
K3SiTe3,-0.0
Co2NiO4,3.9867
Tl3PO4,-0.0
K3Co,3.0949
BaNbTc2,0.0
Be2ZnP,-0.0
B2IrCl,-0.0
LaSe,-0.0
Co2N,0.0
BaInHg,0.0
LiZr2Os,-0.0
ZnCu2GeSe4,0.0
Al2Ge(HO3)2,0.0
PmF3,0.0
RbZnH2Se2ClO6,0.0
DyIr3,0.0
Na2HfBe,0.0
LiTb2Ir,-0.0
MgRh,-0.0
NdTlS2,0.0
HgCS(OF)3,0.0
MgMnF4,10.0
BeTcPb4,3.0082
Tb5SbAu2,0.0
Zr4In5Co2,-0.0
BaSn2Pb,-0.0
KCBr(NO2)2,0.0
BeVSi2,0.0
YbMgIn2,0.0
ScAlPt2,0.0
Dy5Ni2Sb,-0.0
Y3CuSiSe7,-0.0
Ca(Ni2Sn)2,-0.0
CaCr(SiO3)2,8.0
BaCa3O4,0.0
KCaF3,-0.0
SiSbOs2,0.0
Ba4HfMo,-0.0
Na3SrPCO7,-0.0
V4Zn5,-0.0
MgW3,-0.0
USe,2.8459
Y2Th5O3,-0.0
CdSe2O5,-0.0
LaMgTl2,-0.0
PmSbAu2,0.0
SmSnAu2,0.0
AlHO2,0.0
ZnCu2GeS4,0.0
NbN,0.0
Li2Mn3GaO8,8.0008
Mg(AlC)2,-0.0
Al2CdO4,0.0
MnBe2Co,0.0753
Be2InPt,-0.0
Ba4InPd,-0.0
BaZn,-0.0
Pr(BOs)2,0.0
SmLuRu2,0.0
BeVSi2,0.0003
BeSb2Pb,-0.0
IClO3,1.6549
LiPmZn2,0.0
CuSn,-0.0
PrTe,0.0
PrGe,-0.0
PH6(NO)2,0.0
ScTlO2,-0.0
K2AgAu,0.0
MgMoAs,2.8408
BaNaSb,-0.0
Sb3Pb,0.0
ScNbO4,0.0
BaSrTa,1.9706
YBi2IO4,-0.0
Be2ReGe,0.0
YbThPt2,0.0
BaSrMg2,0.0
BaMg2Ta,0.0
PbSe,0.0
Li4SbTe3O2,0.0
Rb2CdCl4,0.0
HfAu4,0.0
DyTlO2,0.0
AgNO2,0.0
Sm(FeO2)2,4.2403
YHf2Pb,-0.0
PmY,-0.0
Y2MgNi2,0.0
KBe2V,-0.0
Dy4CdCo,0.0
TaTiFe2,0.83
CaAl4,0.0
BaNiP2,-0.0
BeBi4Pd,0.0
HoRh,-0.0
DyZnPO,0.0
BeBi4Mo,0.0
Hf5Ge3,0.0
Tm3P,-0.0
Sc2TcPd,0.0
Be2NiRh,0.0
K3BePCO7,-0.0
SiAs,0.0
Nb3Ga,0.0
K2As2Pd,0.0
UReB3,0.0
CuBi(PSe3)2,0.0
HoPd,-0.0
ThAl3Ni2,0.0
BeMoSe2,-0.0
Ta4BeV,0.0
MgBeCu2,-0.0
Li4Cr3Co3(SnO3)2,7.0212
HfZn3,-0.0
LiBeCr,0.0
Nd2CdHg,0.0002
USiS,2.4198
Ba2FeGe,0.2455
LiMn5(CuO)2,6.3198
K2RbPdF5,-0.0
TlCrTe2,3.0414
ZrBe2V,-0.0
Dy2Ti2O7,-0.0
U2Cu2As3O,8.8287
Ba4TaTi,3.4337
Ba2Zn,0.0
Tl3VS4,0.0
CaSmHg2,0.0
MgPPt5,0.0
K3VO4,0.0
LaBeSe2,0.0003
Sr2FeBrO3,8.6828
KSrCO3F,-0.0
Li2Mn3CoO8,5.8131
PdSeO3,-0.0
Tl(MoSe)3,0.0
Li2Co4O7F,2.1969
Al2ZnTe4,0.0
K3Rb,0.0
B2Br5,0.0
AcAg,-0.0
ZrBe2Cr,-0.0
NiC2(SN)2,1.9508
LiZn2Ni,-0.0
Mn2ZnAs2,4.9879
BaTh3,0.0
Ca2MgBe,0.0
Ba4HfTe,3.7635
ZnGeN2,-0.0
CdCu2O3,-0.0
TaBe2Pb,0.0
Lu2ZnPt,0.0
Co(GeO3)2,1.9967
VGaTc2,0.0
LiHg2Os,-0.0
Ce(PRu)2,0.2644
HgPSe3,-0.0
TiAlCo2,0.8066
MnBe2Ga,2.1941
RbAsF6,-0.0
Yb3GaC,-0.0
LiSmSe2,0.0
Ba2YF7,0.0
CaBe2V,1.1946
FeSeCl7,10.0
Be2InCo,-0.0
RbBe2F5,-0.0
BeCr2Pt,0.0
Sr(InTe2)2,0.0
K(CoS)2,1.8306
LiHf2Tc,-0.0
Te2MoW2(SeS)2,0.0035
Li2V3CuO8,1.9683
Na3SbO4,0.0
HoLuZn2,-0.0
Lu2OsPd,0.0
MnBeNi,0.0002
CuBrO2,0.0
Pd3Pb,-0.0
NaSbF4,0.0
CeSbAu,1.9252
TmSb,0.0
MnBeGe,1.7528
SrCuH6O5,1.9974
ScNbTc2,-0.0
K4TiO4,0.0
NaPr2IrO6,3.9321
InPt3,-0.0
ScSi,-0.0
CrH2,0.8640000000000001
BaSrSn,0.0
SrHClO,0.0
BeNbFe,0.8504
Y2BeGe,0.0
TaBe2Zn,-0.0
Ge(BiTe2)2,0.0
V3S,0.0
MgBe2Rh,0.0
RbPbCl3,-0.0
HoGa5Co,-0.0
TaTlO3,-0.0
PrCrB4,-0.0
BaMoCl,5.0
Be2FeSn,1.2152
BaCrBi,4.9803
Sc2NiPd,1.7226
MnBeTc,0.0
Ga2Pt,0.0
LiY2Pt,0.0
CaCu3(Ru2O)2,0.0
HfBe2W,0.0
RbErO2,0.0
CdOsO3,0.0
Cd5(S2Cl)2,-0.0
SeOF2,0.0
Lu(Al2Fe)4,4.9836
HgSeO3,-0.0
LiWO2,-0.0
AlClO,0.0
Ba4PIr,-0.0
Co2CuS4,0.0
Ti3Zn2O8,0.0
YbGaRh2,-0.0
LiV4O5F7,3.9994
V5SiB2,-0.0
MnV2Os,0.0
V2CuO6,0.8364
Ca2BeMo,1.1052
Ho2Ge2O7,-0.0
Ba4FeTe,0.3541
SmGe3,-0.0
DyRh,0.0
BaSc2Ir,-0.0
Ba4TcRu,3.5781
LuIr2,0.0
Tb4Bi3,0.0
HfSO,-0.0
Pr2CuRu,0.0
SrMg2FeH8,0.0
NiMoP,0.0
Li3Ti(CuO2)4,1.2138
PaCdPt2,0.0
Te2W3S4,0.0133
BeFeSb2,0.1226
ThAsS,-0.0
BeTcGe,0.0
Li2VCr(PO)4,5.0
Pa3Zn,-0.0
Ho2C3,-0.0
HoAgPb,-0.0
Ba4BeTc,0.0
PrGa3,-0.0
YSeCl,-0.0
VTe,5.2525
Ba3TiS5,-0.0
TmInRh,-0.0
Ca3Mn2(SbO)2,6.0
KSr3,0.0
CeInPd2,0.0
NbCrSi,0.0
TiNiO3,3.9998
Mn3N2,7.8682
Yb2FeS4,8.0042
SrZrO3,-0.0
K2ZnBr4,-0.0
Mg2PdAu,0.0
BaHfSe,2.0251
CaP3,0.0
BaIrPt2,-0.0
Mg2BeNi2,-0.0
LiCuO2,1.9256
UGeSe,4.0591
Rb2NbAgS4,-0.0
LaWN3,-0.0
Sm3OsO7,5.3452
Li2Cr3TeO8,8.0
Pr2CdAg,0.0
Mn2Co3Ge,-0.0
Si3N2,-0.0
Zn(AgO2)2,0.0
Dy(Ni2As)2,0.0
Zn3BPO7,0.0
Be2GaOs,0.0
Li2MnOF2,9.9918
NdIO,0.0
LiBeBr,-0.0
MgAlPd2,-0.0
Ba4TiHg,-0.0
MnCSO7,6.0002
USi,8.9971
W2NCl8,0.9326
CaYHg2,-0.0
ZrBeCr,-0.0
TcIr3,-0.0
BeVRe,0.0
LiV2O4,5.5385
KBeMo2,0.0
AcH3,0.0
CoBiO4,0.0
LiV2O2F3,8.0
Li2SO4,0.0
CeBiAu2,0.7008
GaS,0.0
NaRe3,-0.0
Rb3Zn,-0.0
NdTlCd,-0.0
TiZnPt2,0.0
Hg3(BO3)2,-0.0
ZrBeMo,0.0
Zr2BeCr,-0.0
KCeS2,0.9915
BaZnCl2,-0.0
CeCuGe,1.6894
ErCrB4,-0.0
CoCu2SnS4,2.6532
