pretty_comp,min_mode
Ba4TaRh,-80.348424
IF3,-0.076349
ScCoTe,-0.042595999999999995
HfNCl,-0.022994
K2GeF6,-0.044424
Sr2AuN,-0.036273
KBeOs2,-0.973051
ErSnPd2,-0.165098
Ba2CaNi,-45.885659999999994
ZrSnRh2,-0.07605
NaRe3,-0.125248
Pm2AgRu,-0.051121
Na3BO3,-0.060512
SmP5,-0.031604
K2AlF5,-0.25435399999999997
CoNi,-0.381847
TiBeRh,-0.5914590000000001
EuPd,-0.020288
MnSn(BO3)2,-0.09161
Bi2Te5Pb2,-0.059628
NaBeCl2,-323.7464490000001
TiBeGa2,-1.256733
DyAl3,-0.00125
CaScBe,-0.48029399999999994
K2UO4,-0.042081
LuSnAu,-0.026622000000000003
KCaO3,-57.370113
MoPt3,-0.009154
Ba2Cd,-0.098724
Lu(SiOs)2,-0.044973
B3H7CO,-0.13178
K8N3O,-0.05575
AsOs2Pd,-95.947307
Sr(ZnAs)2,-0.174765
Nd3SnC,-190.824456
V3Ru,-0.022928999999999998
V2C,-0.101741
KV(CuSe2)2,-5.615833
Li2CeO3,-87.734572
Ni4Mo,-0.228252
Sc2PdPt,-0.07346699999999999
Ba2Sn3O7,-0.062891
SrS,-0.031958999999999994
Rb2MgCl4,-0.07396699999999999
Nd2ScSi2,-0.033202999999999996
K2BeW,-89.373755
PRu,-0.040292
Rb3BP2,-0.041775
BaCaCd,-55.08265
As8S9,-6.7485240000000015
SmNi5,-0.439587
Fe2Cu(AsH)2,-0.244675
Ti2Pd,-0.054359000000000005
HfSe3,-0.107748
CaAs3,-0.041122000000000006
Ir3Ru,-0.024041
LiBe2Ni,-3.338199
Ba2ZrO4,-0.052427
SrLiP,-0.25184
PtI2,-0.049497
Ta2SnO6,-0.043479000000000004
Li2CeAl,-0.090589
ZrB,-0.000174
NdAu,-0.00517
Rb2NbF6,-0.113667
Y(MnGe)2,-0.11801800000000001
Ta2C,-0.014691999999999997
CaMoF6,-0.083955
Nd2CdS4,-11.648392999999999
PICl6,-0.075265
YVF5,-129.512325
U3P4,-0.051379999999999995
K2BeFe,-103.842271
HgC2(SN)2,-0.080052
YbAsO4,-0.020853
KVF3,-0.115147
NaZrBe,-1.221629
Pb2O3,-0.06288099999999999
BPS4,-0.062761
LiCu(PO3)2,-92.27460500000001
BaNaBO3,-0.063027
Ba2YRuO6,-0.019563
Mn2CoSb,-91.101463
BaLiH3,-0.210736
CeMg3,-0.092691
Na2Ti2Sb2O,-0.078681
YBeOs2,-256.031673
Sc2CuOs,-0.19857
ZrC,-0.002884
Ba2CrCd,-0.617173
SiGe,-0.138467
Li4SiO4,-0.09866699999999999
TmS,-0.045327
NaSc2Be,-1.964611
SnP,-0.191398
Yb(Al2Mo)2,-0.03893
Hg2P2S7,-0.07760299999999999
Tb3InC,-203.88091699999998
Mn2CoO6,-0.123826
NaH2Pd3,-132.492924
NaClO2,-0.148098
HfBeZn2,-1.266237
ScPt3,-0.004453
BeNbFe,-0.619735
HfCr2,-0.010298999999999999
NaLiO3,-81.52236500000002
Na2Nd2Ti3,-68.346373
NaSnN,-0.047738
PmMgRh2,-0.11392100000000001
BeGaW2,-0.275538
HgSe,-0.091326
MgTiF4,-0.1071
Ca2Sn,-0.152496
SiC,-0.10560699999999999
Sm3Pd,-47.968022999999995
RbGeIO6,-0.036047
VBO3,-0.174948
PrY3,-0.009172
H3F2,-0.9604729999999999
BaSc2Ta,-0.26659
YMgIn,-0.13411199999999998
PrAl,-0.086383
HgPb2(ClO)2,-0.177064
LiSbS2,-0.224677
AlB3N4,-0.023181999999999998
Li2FeO2,-36.485482
Ca(ZnAs)2,-0.051984
LiMgAs,-0.542225
KHS,-0.144874
Rb3Hf,-0.165295
BeI2,-0.286377
AlN,-0.025006
NaHoSe2,-0.33529200000000003
FeSb,-0.202882
AgBiO2,-0.04881
CaTiPO5,-0.048223
VAg(PSe3)2,-14.196124
Zr2NiP,-0.445384
Pr2AlCo2,-0.051418
NaBeBr4,-159.375418
Mg3P2,-22.174587
K2Mg2Si2O7,-0.098563
CaBe3O4,-148.689913
Dy(SiOs)2,-0.062731
TiTl2F6,-0.097012
IrBr3,-0.044978
BaAl2,-0.005152
ZrSnPd2,-32.444784999999996
MgVO2,-104.824715
FeN3ClO3,-0.112294
Na8PO3,-47.546205
Zr2CoOs,-0.060360000000000004
NbCrGe,-0.175805
BeCrIr2,-0.23651599999999998
Na2H4Pd,-0.213997
K2SnCl6,-43.862613
RbFeSe2,-0.19467
MgSnO2,-0.074687
Be2CoSi,-0.253336
ZnSbO3,-122.532632
MgMn2Be,-0.08512
K3Na(SO4)2,-0.075633
KMnO2,-54.07591899999999
NaO2,-0.03893
MnF3,-0.115631
BaCuSb,-1.029413
LiPd,-0.05539500000000002
HoIO,-0.02114
ZnCr2F2,-411.130922
SmAlGe,-0.6638539999999999
RbNO2,-0.203056
CdCu2SnSe4,-0.237044
RbLuO2,-0.15791
BeCdBr,-176.032627
CeZn,-0.059601
Co2NiSe4,-0.685949
BeV2Ge,-0.623581
ErSi2,-0.011654000000000001
HfCuSi2,-0.346554
Nd(CoB)2,-0.029327
AsCl3,-0.136951
AuCl3,-0.329611
Tl3VS4,-7.701789
HfAlPd2,-0.020946
IrRu,-0.0012900000000000001
HfBeNi,-0.248625
Li5P(S2Cl)2,-0.467343
ErPd3,-0.036838
HoPO4,-0.078538
AlCo3C,-0.042729
KBaV,-32.885096000000004
KAs,-0.102593
Sb2Os,-0.024023
TbNiC2,-0.09075
Pu2O3,-0.001643
TaTc,-0.0044210000000000005
CrAgO2,-0.089409
TiNbRe2,-0.188694
LiCa2Be,-24.333523
Be2MoPb2,-107.027464
BeCrSb2,-31.101632000000002
AgN3,-18.091823
NaMn4Be,-38.859246
WBr6,-0.019821000000000002
P2W,-0.040149000000000004
TiOs,-0.058485
Sc2GaOs,-0.204699
ZrBeHg,-0.074566
ZrSiO4,-0.049532
GaH3NF3,-58.473932
KTlO,-0.048537000000000004
CaCN2,-0.057239
Yb(MnSb)2,-0.088423
NaCuO2,-0.435212
TiFeCoAs,-102.910638
K2MgCl4,-0.21936799999999998
Sm3InN,-0.016576
CrPd3,-0.046494
Pr2CrS4,-0.148983
CS2NF5,-0.272052
Li2PrAl,-0.060493
Mn3AlC,-0.11951500000000001
Tb2S3,-0.047352
Ni3Se4,-0.462442
Be2HgPd,-0.245414
Si2TcOs,-10.964291000000001
AlTl(MoO4)2,-33.444865
UTeS,-0.067195
CaVF4,-61.130777
SmAu,-0.042700999999999996
Rb2Zr2O5,-0.068099
Ba4RhPb,-78.39918
ScNi4Sn,-5.3682989999999995
MgSn(BO3)2,-0.10751400000000001
CaBeCd2,-24.813502
Sr2InI5,-5.722114
Ca2ZrBe,-23.321320999999998
BaWN3,-0.11320899999999999
TaB,-0.013533000000000002
BeZnFe,-0.9019379999999999
GeClO2F5,-47.247259
Yb2PrDyS6,-0.07837899999999999
Sm(GaPd)2,-0.043423
Rb2MnCl4,-0.093266
LiI,-0.116898
LiFeS2,-0.102855
LuAl,-0.349101
Ca4Sb2O,-0.07862999999999999
W(OF)2,-0.031715
ZrBe2Cr,-0.189332
HfZr,-0.00371
KCu4Se3,-0.711374
TiAlPd2,-0.036733999999999996
NiBTe,-129.977048
Hf2BeW,-0.012545
Cr(GaS2)2,-248.77902200000003
HfBeSb2,-126.272728
ZrNCl,-0.08867799999999999
SrDy3,-0.023476
MnFe2Ge,-38.808639
K2FeCu(CN)6,-0.244455
RbScO2,-0.08090399999999999
Ba2HoSbO6,-0.33956
Sr(CuGe)2,-0.378552
MnBe2Ir,-0.10598199999999999
Na2Pd3O4,-0.086403
BaYFe2O5,-0.112161
TbBi,-0.0071909999999999995
SrCeN2,-0.287681
RbCaSb,-0.023366
RhF3,-0.221469
MnBeGa,-1.074283
EuCd,-0.00513
RbAuS,-0.120465
Mn2InCo,-0.184337
YbCuGe,-0.793936
NaPrSe2,-0.23349499999999998
Ba3Er,-0.138477
MnNbSi,-0.137522
BeV2Cr,-0.625837
LiSnCl3,-32.512725
Mn(NbS2)2,-37.050474
Sc2ZnTc,-0.075291
FeIr3,-0.173442
Y2BeSn,-163.336036
TbCo3B2,-0.033026
YGa2,-33.175646
SnPt3,-0.000925
ZnSiN2,-0.043374
Bi2SeO2,-0.023719
V3Sn,-142.14946799999996
KRb2RhF6,-58.93513299999999
GaCuI4,-1.706121
MnVAs,-0.072426
BeFeBi2,-166.00307800000004
TiFe,-0.194759
Li2InRh,-0.14445
SnTe,-52.305011
TiBe,-0.8891190000000001
TiZn(BiO3)2,-169.97446599999995
NdAsPd,-31.152783000000003
Ba4ZrCd,-63.542288
UGa,-0.041432
KBH4,-157.231898
Ti2N,-0.013219999999999999
YbTe,-0.007084
ZrB,-0.028655
YBiPd,-0.013350999999999998
BePbCl2,-259.848183
TlSe,-0.123017
Mn(AlTe2)2,-0.08135099999999999
RbTmO2,-0.060764
SrCaO3,-123.920084
SrSb2,-0.026181
Rb2WBr6,-0.064233
BiAuO2,-0.037599
YbN,-0.003196
NdMnGe,-0.163214
LiTbO2,-0.059990999999999996
Li5Si2BiO8,-80.253974
Pu3Pb,-55.541383999999994
RbHoS2,-0.09780599999999999
ZrTaBe2,-0.05483
TlCuO2,-0.45776300000000003
Rb2As3,-0.094986
LiGaO2,-0.096856
NbSbRh,-0.089792
CuTeO4,-0.257653
HfBeGa,-0.094387
NiMoP,-0.293584
RbUO3,-0.029627999999999998
Rh3Se8,-0.024068
Sr2IrO4,-0.14832
Mn2VGa,-0.194199
NbAsRu2,-114.34511100000002
Mn3Sn,-35.313185
Al2Cu,-1.133833
Be2ZnCo,-0.268764
Li2Ag3F6,-0.095876
TlPd3O4,-0.020576
CaPdF4,-0.040937
BeMoRh,-0.20553000000000002
NaBe2Cl,-241.450852
PuGa,-93.268854
Li6Fe(SiO4)2,-0.313273
BeCr2P,-1.6505150000000002
BaH4(IO)2,-0.07395700000000001
CoO2,-0.7269720000000001
Na3N,-0.024338
Fe3Ge,-24.615049
TbPb3,-0.069465
MgAgF3,-0.237698
SrMgGe,-0.44841099999999995
Co2B2O5,-0.032542
TaZnOs2,-0.017709
ScB2,-0.060536
Sr(Li2P)2,-0.032141
Na2GeF6,-27.816396
MnSbRh,-0.17519
Na4HgP2,-0.320004
Li3SbS4,-0.21222399999999997
CaF2,-0.30862399999999995
WSe2,-0.013861000000000002
Sr2Cu(PO4)2,-0.098123
BeCr2Cu,-1.1782709999999998
Li4Mn3,-0.179624
SrH4O3,-0.10473699999999997
MnAsRh,-0.19555699999999998
FeCo2Si,-128.13228600000002
InCuO2,-0.11778800000000005
Dy2CoSi2,-0.074516
B6O,-0.09215599999999999
Hf2BeCu,-0.707609
Ti2BeBi,-0.37763800000000003
CeCoGe,-0.08378300000000001
BeCoBi2,-160.550677
LuTiSi,-0.059801
Nd(MnSi)2,-0.122799
Mn3Rh,-79.357809
IrF4,-0.203732
BeRhCl2,-334.907036
Cd2P3I,-0.08240399999999999
CoPt3,-0.020561000000000003
MnAlPd2,-64.233406
YTiBe,-0.209804
TlSbTe2,-0.150292
BaMgO2,-0.05424400000000002
BaBeCl2,-176.024821
MoAsPt2,-50.075212
KNaTe,-0.078115
NaSi,-0.191071
Sc2CuPt,-1.4422469999999998
Fe(Sb2O)2,-0.046466
DyCd,-0.091614
BaB6,-0.0065260000000000006
TiSbRu,-0.10833800000000003
AsBr3,-0.081232
DyAg,-0.031226
BaMn2Cl,-159.629699
SnSb,-0.19353800000000002
Cd(InS2)2,-0.146928
ErAs,-0.026496
PrTlSe2,-0.115355
MnTe,-159.509498
ZrInRh2,-0.059765
Ca3SnH2,-0.21141100000000002
USe,-8.1
Rb2CrF6,-0.159995
Rh3(PbS)2,-0.050099
BaNd2PdO5,-0.017421000000000002
NbAsIr2,-70.323063
Ba4ZrSc,-64.36229
Ge3As4,-0.169291
YFe2,-105.71118999999999
NaSmO2,-0.08727
ErTiGe,-0.221716
TmSnAu,-0.026632999999999997
IrF6,-0.282908
Y2SiCO7,-0.038058999999999996
LiAlSiO4,-12.298863
Li2UO4,-226.42494100000002
MgSiN2,-0.049312
Er3Al3NiGe2,-0.492428
Ti3Si,-0.10077699999999999
BeZn2Cr,-0.4834729999999999
BeCrTc,-0.064787
Rb2Hg2PdCl8,-0.069377
DyTh,-0.030636
TbCd3,-0.035762
ThSn3,-0.041382
BeSeBr4,-214.24093399999998
YbAgSb,-0.060462
VAuS2,-0.04888
KBeRu2,-137.456066
ErTlTe2,-0.138245
NaSmTl2,-0.038249
Ba2ClF3,-0.153225
CaBe2Tc,-0.157141
BeGaRu,-0.15949000000000002
RbSb2,-0.07070900000000001
AgAuCl4,-0.188359
CaPd,-0.069164
BaCo2Br,-61.94969200000001
BeV2Cu,-1.7346529999999998
RbCaO3,-0.188038
Zn3N,-275.067923
Ce2SO2,-0.054225
CoAs2,-0.029796
K5As2Au,-6.751241
ZnCu2Ni,-0.603014
BaNd,-0.021636000000000002
Y(CrSi)2,-157.003603
Al(CoO2)2,-0.026910000000000003
YbPd3,-0.02131
K2PtI6,-0.039471
Sr4RhO6,-0.027326
SrSO4,-215.299316
Ce(AgGe)2,-0.117013
HfH2,-0.045465
NaMoO2,-0.158969
Ag2HgI4,-0.156026
Ba2YGa,-45.574984
ZnNi3C,-0.27867600000000003
TeOF2,-0.16772
Sr2H3I,-0.019865
TeAuI,-0.020158000000000002
GaCo2Ni,-30.130814
Sr4S3O,-132.668704
BeCoNi2,-1.349053
K2BaP,-0.195673
Nb2CoAs,-52.856384
Mo2W(SeS2)2,-11.143092
Cr2NiS4,-0.551685
Ca3TeO6,-0.041582
BeCu2Mo,-1.156943
Li2MnCoO4,-0.06907999999999999
OsC4(ClO2)2,-4.059126999999998
InS,-0.056953
RbGaO2,-197.6173
Mn2P,-86.389876
BaSi2Br,-237.25623
Na2ZrSe3,-0.22320399999999999
Mg2C3,-0.28313699999999997
LiTiPt2,-0.035710000000000006
MnNbGe,-48.03468400000001
Na3MoNO3,-0.05844700000000001
CoS2,-0.032754000000000005
Li3Pb,-0.13197
ZrS,-0.08114199999999999
CdCo3N,-0.026955
YbNi2B2C,-0.368603
AgNO2,-30.479312
UAlNi4,-55.135524
SrCa(CO3)2,-0.077253
DyH2,-0.010108
Tl3Ga9S3O2,-25.890798999999998
AlPt3,-0.001102
Sr2PdO3,-105.34919
Bi2Se3,-0.04747
Zr(PS3)2,-0.077123
Mn2GaCo,-0.081582
Zr3Ag,-0.022241
Ba2MnSn,-21.151075
HOF,-0.6979479999999999
Tm(SiRh)2,-0.015615
Tl2SnCl6,-13.731839
TmBRh3,-0.018577
AuClO,-0.039522
Lu2AlZn,-0.518355
CeGa3Pd2,-31.153464000000003
Ca(NiAs)2,-0.567331
NdCuTeO,-0.922212
Be2RhPb,-148.3388
KCN,-0.054858000000000004
RbNaS,-0.114435
Ba2MgTe,-0.050258
FeBiAsO,-0.151098
PrFeSi,-0.093562
KLiSO4,-0.099446
AlH3,-0.115327
HgPd,-0.008029999999999999
TiReN3,-0.632191
ScCu,-0.08784299999999999
Ta2CrRu,-0.06671
SmTa3,-49.372824
Ca3(GaNi)4,-0.12005999999999999
Sm3Th,-0.025028
Be2VTe,-0.579112
YbS2,-0.032296
Zn(WN)2,-32.017821999999995
Al3Tc,-0.027514999999999998
ZnAgAs,-43.322922999999996
Yb2SO2,-0.024412
Fe4N,-141.48332299999996
AsIrBr,-146.427229
FeSnRh2,-0.150009
Ho3SnC,-205.38260400000001
Eu2I2O,-39.928946999999994
MnAlNi2,-79.359306
Tb2SO2,-0.010995
RbInTe2,-0.147867
AsF5,-0.070475
Na2P2PbO7,-0.064581
ScAs,-0.052388
BaTi2Cu,-72.252749
Np(CuGe)2,-0.130108
Ca2Co2O5,-0.069957
CaB2Rh3,-0.065689
Be2GaFe2,-64.408241
Li4NCl,-0.294779
UWC2,-0.023858
TbSc,-0.053586
KBePd2,-0.57662
ZnTe,-0.120433
NaHO,-0.383734
YbPt3,-0.016380000000000002
BaCoO3,-0.099432
InSiTe3,-0.076311
Nd(CoP)2,-0.021388
TbRh,-0.087037
KO3,-3.1969220000000003
BeGeS2,-311.926448
TcNiW,-0.21898299999999998
BaHgPb,-35.867329
Yb(FeGe)2,-0.109614
HoErZn2,-0.273893
NaY2Be,-1.113685
Na2SO3,-0.102783
UFeS3,-67.276299
Te4Mo(WSe)2,-0.101597
DySbPd,-0.033425
MnAl,-0.045577
CrP2,-0.036877
ErAg2,-0.060966
Nd(CuO2)2,-0.22066999999999998
FeH,-0.046468
RuAu3,-0.031745999999999996
YbIn3,-0.081349
LiCd,-0.104277
AcTlTe2,-0.039445
PtRh3,-0.021287
ThPb,-0.116076
ZnSnP2,-0.200196
Hf2Ag,-0.030552999999999997
Li2VO2F,-216.91022599999997
NaAsRu2,-41.288084999999995
NaNi3,-0.8638540000000001
Er(SiNi)2,-0.437697
Rb2TlInF6,-93.796311
NaAsIr2,-48.906964
VCuO3,-0.591458
AsPtAu,-79.0419
Sc2BeIr,-0.504149
LiAl2Rh,-0.042537
CoSO4,-0.03073
TbAl,-0.000863
CaB2,-0.019727
BaHBr,-0.138179
Tl2O,-0.187968
NaNiIO6,-0.057084
MoWS4,-2.024035
NaLi2Sb,-0.175805
CuClO2,-46.880009
AlSn,-0.187609
TmFe2,-0.05980700000000001
Rb2NaSbCl6,-54.322864
Tm2CdHg,-0.07019199999999999
ThFe5,-118.207077
KBrF4,-0.113517
TaGaOs2,-0.035304
YbPd2Pb,-0.040144
K2RbPdF5,-0.179102
HoP5,-0.07134
TmSbPt,-0.016704
Sr2BBrN2,-0.06063300000000001
Rb2Te,-0.016929
Sn3As4,-0.061051999999999995
Ca3CdO4,-0.110748
U(GePd)2,-0.07903400000000001
YbCd3,-10.482963999999999
VRu3C,-27.058785999999998
NbCu3S4,-0.184995
Nd(CrSi)2,-0.067327
Rb2SnI6,-25.20631400000001
MnBe2Nb,-0.073641
YScBe2,-0.270021
Sm(GeRu)2,-0.165577
ThTeAs,-0.011962
Ca2H3Br,-0.928759
Ba2NbFeO6,-0.171324
Nb6C5,-0.094358
CeSiHRu,-0.083883
YMnBe2,-0.105672
K2BeSe,-54.67663
Be2NbHg,-165.095989
TiFeCoSi,-0.102475
CrPO5,-0.038714
FeNiMo,-48.727575
YbBiPt,-0.01181
Pr3Al,-0.014269
TePd,-0.035872
Al2CoO4,-0.056666999999999995
NdFe5,-125.490778
Rb2TeO3,-62.29818100000001
Tm2SO2,-0.020544
DyGa,-0.273093
HoTl,-0.0636
Dy(GePd)2,-0.204819
As2Pb4S6ICl,-35.767837
KAl(SO4)2,-138.167457
YbSb2,-0.023476
Zr2Au,-0.010515
Ho(HO)3,-27.355794
BeCoCl,-0.994886
Sr(NiGe)2,-0.502695
Ca2BeCu,-3.0261970000000002
MnAlFe2,-0.052983
NaBe2Pd,-158.99446799999996
BeFeCu2,-1.531742
BaN6,-0.08068600000000001
Rb2PtS2,-0.053548
CaBeCd,-0.37093000000000004
Ag3Pt,-0.018806
PmDyRu2,-0.103031
NdH2ClO2,-0.02855
Be2SbW,-0.26017399999999996
BaLiCd,-63.021553000000004
SbAsRh,-0.003186
Sm(MnSi)2,-30.156543
TiTe2,-0.035255
Cu3O2,-31.576248
K3WF6,-170.668805
Mn2SiRu,-0.10931099999999999
BaF2,-0.140985
CdAg,-0.091402
Li8SnO6,-0.065734
YbRu,-0.044098000000000005
Th2Zn,-0.23919
BaSrPb2,-0.165696
Li4VF8,-56.134452
Cd(HO)2,-0.151833
Li2SiSnS4,-58.435908999999995
HfZnN2,-0.137113
YbMgTl2,-0.120234
Zr2Fe3Ge,-0.127892
NbAsRh2,-86.969173
TlHg5Cl,-0.11264
MnBe2Cl,-0.446429
RbN3,-0.038623000000000005
ScSnPt2,-43.554411
LiB,-0.047938999999999996
ThZn2,-0.193597
NaTiBe2,-121.12944499999999
LiDy2Ru,-0.151637
PrO2,-0.041027
HgPRh,-130.629386
Sm3Mg,-0.132997
Ba(CdP)2,-0.056759000000000004
CeAs,-0.073266
Tl(CoS)2,-0.067085
Ho(SiIr)2,-0.020965
Ga2TeS2,-0.15978
Ba2SbI,-34.275253
Mo5As4,-0.026746
ZrIr,-0.012937
K2SiP2,-0.073615
SmVO3,-44.50581
Be2NbPb,-104.992246
FeGeRu2,-0.14238900000000002
BaIrF6,-0.27967800000000004
Na2GeS3,-0.24619499999999997
Li3FeP2HO8,-313.232093
TbTe,-15.257014000000002
SrPb,-0.15603
Li4Mn(PO4)2,-0.105867
TmCo3B2,-0.028045
Bi2Te3,-0.048518
Sm3Sc,-0.08541599999999999
Cr3Pt,-0.029935000000000007
YBe2Ir,-0.08696799999999999
K3H5Pd,-0.130185
LiNpIr2,-27.100368
K3MnH5,-0.16809300000000002
Ba2H6Ru,-0.033601
ZnPd2Au,-0.26761599999999997
H6CNF,-0.253864
MgCr2S5,-137.969776
BaCaY,-1.306585
YMgTl,-0.140069
BaMo2Br,-68.171524
SbTe,-0.013661000000000001
ZrRu3C,-0.017738999999999998
Rb2PdC2,-0.0298
MgU,-0.144151
TiBeSi,-0.532199
LiScF4,-0.064831
Rb3Ir,-24.334797000000002
Sm2GeRh3,-0.125219
LiBeFe,-0.7847649999999999
ZrBeCr2,-0.6205350000000001
Y(SiPd)2,-0.056870000000000004
LiMnPd2,-0.054459
Rb2NaYF6,-46.831778
Rb2Mo3,-0.101099
PrSb2Pd,-0.018197
YPO4,-0.028345
LiCeSn,-0.08964
SiBPb,-190.46309499999998
LiBH4,-282.947752
NdInRh2,-0.038888
W3(SeS2)2,-0.07107999999999999
LuPb3,-0.025874
NdZn2Cd,-0.26772199999999996
Tb(GeRh)2,-0.07310499999999999
Li3CuF4,-0.301546
SrGaSnH,-0.108144
Bi2Pd,-0.0033729999999999997
TaMn2Al,-0.140325
Yb3Mg,-0.238037
Ca(MgSb)2,-0.068875
TeRh,-0.030067
ErPbAu,-0.085746
LiErS2,-0.206283
CaHBr,-0.182572
Li4BePd,-204.38783999999998
MnTePd,-60.721495
RbMgAsH2,-19.840669000000002
KHo2CuS4,-1.091234
TiH2,-0.021467
DySI,-0.038822
CaBeSb2,-190.586623
TiTeAs,-0.10305999999999996
CeSiRu,-0.029012
LiErSe2,-0.618855
MnBeRh2,-0.266471
CaBr2,-0.039914
DyInPd2,-0.12176400000000001
NpRh3,-0.021651
Mn2Au5,-0.191356
SiSe2,-0.017103999999999998
LiBe2Br,-201.615731
Al2Te5,-0.049894
LiTiRe,-69.909068
Th2In,-0.10546199999999999
MnSnPd2,-66.590184
Pm2CuRu,-1.3789209999999998
Cd(AgI2)2,-0.154765
Mg(InS2)2,-0.306906
MgTe2,-0.430846
ErSb,-0.054179
Sr2AlTlV2O7,-153.72861699999999
Er2TeO6,-0.14227
NdSn2,-0.061225999999999996
Pd(PbCl3)2,-0.142478
MgPdF6,-0.16178299999999998
AsS2NF6,-0.370906
CaBeBr,-26.907397999999997
SmCdAu2,-0.106241
Li2AgSb,-32.022447
Ti2Cd,-0.09765700000000001
DyS,-0.010523000000000001
CdIrRu,-43.617864000000004
ErAg,-0.052999
Nd(MnGe)2,-0.218036
Ti3Zn2O8,-0.145099
Rb2Se3,-0.037875
DyCoSi,-0.026748
BeTlBi,-27.91413
Na2MgSiO4,-0.051592
CeOF,-0.026742000000000002
TaTiBe2,-0.256035
Sr2MgUO6,-0.043680000000000004
MnBe2Sn,-0.077017
Mo3Ir,-0.032375
Tl3SbS4,-0.143269
Al2Os,-0.023147
ZnGeO3,-305.28191400000014
LiMgPO4,-0.057504
Dy(GeRu)2,-0.175988
K2PAu,-0.06355
CeO2,-112.312832
LuTlTe2,-0.187552
MgBePb,-28.817978000000004
NaBO2,-0.24664
CeGa2,-47.122578999999995
BaV4ZnO8,-0.130139
OsO2,-0.060733
LiNi(PS3)2,-0.34679099999999996
AgPF6,-64.394189
CaTiSiO5,-0.10868299999999999
Er(CoSi)2,-0.085275
ScHO2,-0.15143399999999999
VP4,-0.181296
ScP,-0.13339
Cu2Se,-0.29130700000000004
ZnSe,-0.201979
TaOF3,-0.060385
BaV4O8,-0.098876
YBe2Mo,-0.155387
HoSnAu,-0.073479
MnCoTe,-50.415566999999996
BaTePd2,-70.209766
Sr2SnO4,-0.03085
MgBeW2,-0.542535
LiTl2GaF6,-0.051937
BaTePb,-36.660019
ZrNiP,-101.373602
USbAs,-0.028138999999999997
TbOF,-101.201459
K3PO4,-0.216718
VSi2,-0.014797
ZrFeCl6,-0.175573
RbCuC2,-0.325521
NaLu3,-0.7249270000000001
BeCoTe2,-1.735422
LiEr2Ir,-0.069
Tb2CoGe2,-0.08530900000000001
KGeBr3,-0.626253
HoCuS2,-0.616103
Be2SiTc,-144.200456
UTeN,-0.024008
ScGe,-0.310981
RbN,-0.036521
VCoSn,-71.84164399999997
Nd4Sb3,-0.020093
ThSiO4,-0.064082
Y3GaC,-0.11656199999999999
BaInBr,-29.66284000000001
Te2Os,-0.028469
DyCo2,-0.06695599999999999
Hf2CoIr,-0.044452
KH,-0.16054000000000002
K4CO4,-0.060429
NdCo5,-0.087777
Ba2Si,-0.05570800000000002
CeH3,-86.499475
NaTmS2,-0.351933
CdSiP2,-0.205298
Dy(CuO2)2,-0.037038
Sc3TlC,-0.041416
UAl3,-0.022285
TmNiC2,-0.149232
Tm2Cr2C3,-0.036410000000000005
YBr3,-35.586726
LiPt,-0.033236
UH3,-0.02535
Th2HN3,-0.020041999999999997
H7BrO3,-0.110776
TlSiPt5,-0.039842
DyPPt,-0.10916300000000001
RhC,-0.036039
TiGeRu2,-0.085026
NaCu3,-0.6872729999999999
RbMnBr3,-0.270451
TaF3,-0.055964
TiBe2Ni,-0.6711779999999999
ScAlNi2,-0.6211810000000001
HfBe2Co,-0.124106
CuAu3,-1.249076
PrB2Rh3,-0.052815
UNiAs2,-0.11922
TiAlF5,-0.082138
LiBeW2,-0.512885
LiCuF2,-0.874977
Nd3Hg,-32.73283
Sm(SiPd)2,-0.050613
Rh3F,-28.101315999999997
Sr2BeBi,-38.95344
Li2PtF6,-0.05799600000000001
RbYbO3,-0.04193
BaYSn,-76.18391899999997
SrInHg2,-0.028488
ThSbTe,-0.012385
TbC2,-0.006934999999999999
HfPd,-0.000621
NaBeIn,-2.3846380000000003
Ca(MoO2)2,-496.12989699999997
MoP2,-0.027905000000000003
Pr3SiAgS7,-0.051625
Zr2Cu,-0.568911
Ba(HO2)2,-0.072103
BaAgTeF,-0.074429
Tb(SiAg)2,-0.059529
SmMg2,-0.012842
RbGeCl3,-0.202121
MnGaGe,-99.268251
LiScS2,-0.271269
Cu2H3ClO3,-0.310318
GaAg2,-0.22493200000000002
LiBeOs2,-1.336091
Ta3SBr7,-0.078626
NbGaO4,-0.082621
Nb3Pb,-0.043663
NaPaO3,-83.166761
SrHg2,-0.043581
BaCuBr2,-55.786182999999994
Bi2SO2,-0.028381
CaMgAsO4F,-0.069611
HoSnRh2,-0.056587
AlNi,-0.529688
NaNdSe2,-0.350518
Th2SeN2,-0.018183
UHg2,-0.008182
BaGa4,-0.24487899999999999
HfC,-0.0067670000000000004
BeAgW,-0.213419
NaSi2Pd3,-0.12493
K8NO3,-0.033464999999999995
Ba4NaSb,-52.088642
CdC,-0.140127
HoNi2B2C,-0.09957
Ni(AsO3)2,-0.129999
BaMnCl2,-71.074225
Sr2BeV,-108.472692
HfMg,-0.131499
NaBeBi,-19.694565
CaSe,-0.008052
Er2TeO2,-0.029089999999999998
VN,-233.17308599999998
Te2Mo,-4.364982
SmZn,-0.065836
NpN,-0.01215
RbMgBO3,-0.023159
CaGa,-0.449248
ScCuO2,-0.8771979999999999
K3BS3,-0.096923
BaTiSe2,-0.699049
BaZnCl2,-1.217323
Nd2SO2,-0.031002
