pretty_comp,encut
LiFe2OF5,1250
ThSiTe,500
Sr2Hf7O6,1300
TiBeGa,650
Te4MoW3(SeS)2,650
Zr3N2,850
CrHO2,800
NaAlH2CO5,1300
Ba4HfZr,500
Er(CuO2)2,1200
BeSiCl,800
Mg6Si7Ni6,950
ZnSnO3,1150
K3Cu2F7,800
DyAlNi,650
CoSb2,650
Rb2MnCl6,800
Sr2NdBiO6,1250
Li2MgAg,800
SiMo2As,500
Li2MgCd,1100
Mn2Nb,700
Tm2ZnRu,500
KRb2GaF6,750
Ba4MgOs,500
Pd7Se2,1150
BaCdHg,500
Zn3Co2O7,1300
HoAg,500
NaRuO3,800
Sr2CdAs2,500
BaSc2Re,550
PaCl5,800
MnBe2In,1050
VO,700
Rb2LiVO4,1200
Sb2Te2Se,500
LiMgSbPt,800
Er(VGa2)2,650
LiY2Rh,700
SmZnSn,700
PrLu3,500
NiO2,750
Ba4HgRh,500
P2WO8,1300
K2MgF4,600
Ba4GaTe,650
Ti2CrIr,550
ZrRu3C,750
DyS2,600
ZrAs2,550
LuVO4,1200
CrS2,650
LiRhO2,1250
InPO4,1250
BeCr2Hg,1050
NaDyS2,600
InCuPt2,600
BeGa2Fe,600
YAsRh,500
BeSiP2,650
Yb2CdGe,500
Co3Bi,500
RbIO4,1250
NaNb3O8,1250
AsN(OF3)2,1200
SmPd3,500
KAuF6,850
Ta2CrOs,600
LiEu2Si3,1100
Li4TaN3,1350
Ca2BrN,850
KPF6,1150
Mn4Ge6Ir7,1100
BeNb2Fe,650
HoInPd2,500
Ge3N4,950
NdMgCd2,600
LuAs,500
Nb2Te6I,600
KBe2Tl,1050
YCdHg2,600
Be2FeRu,1000
Sr4LiCuC2,1250
Ni(BMo)2,550
LiHo2Os,500
KP(HO2)2,1250
BeCo2Rh,650
ErSbPd,500
BeSiW,900
DyLuMg2,650
PrLuSe3,500
AgSbPd2,850
ZrTe2Br5,600
Na3AuO2,1250
Ba4YCd,500
Nb3Si,550
LiTaIr2,500
K4Sn3Se8,800
Li2Mn2NiO6,1250
KCuSe,600
UAs,500
Dy2Au,650
Ca(CuN)2,950
Sm(SiAg)2,550
BeSbAs,700
TbS2,600
NdSc3,600
LiFePd2,800
Sc2C,800
Ba2MgSb,550
Tm2TlCd,500
LaPd3C,850
CaCo2(Si2O)2,1300
CoAsRh,500
SiO,1250
RbInTe2,550
SrMg5,1050
V3S4,650
Cd2As2O7,1150
LiMnNiO4,1250
Na3Sb,800
Sr8Fe3N8,950
LiGaRh2,600
ScOs3,750
ZnP2,750
BaTe2,600
LiSb3P2,1250
TmNbOs2,600
Na2S,750
Na2CoS2,800
VO2,800
SrGe3Pd,700
CaZrO3,1250
HfBe2Ru,1050
TiAu2,550
Ga2HgSe4,500
NaMnSb,750
LiH,750
BaNaH3Pd,700
NaNbO3,850
NdPPd,500
RbTbO3,750
Pr(AlZn)2,500
KMgBi,650
Li4BePb,1200
Co(PtO2)3,1150
VO2,800
Pm2CuOs,600
HoIn,500
NbB2,650
Si(GeN2)2,1200
KPrTe4,500
LiLaNb2O7,1650
Ti2ReB2,750
K(SnAu)3,600
LiSc2Be,750
Li2TeO4,1350
FeNiMo,600
Tm2ZnCu,600
TaBeGa2,650
BaCa(AgO2)4,850
PrTe,500
LiYbO2,700
LiCaGaF6,1250
ZrNi,650
CaTmCd2,600
LiNd2Ir,700
BeReBr2,700
Mg2PtRh,750
Ca3TeO6,1250
Ba4HfBi,600
BeGeOs2,650
Nb2SnO6,1250
BeSiSb2,650
Li4Mn5O9F,1250
YThRu2,950
YTiSi,500
BaNaHg2,500
Ba4GaTc,550
AlAsO4,1300
FeNi3,650
Na2SiF6,1250
Ba2CaTeO6,1200
LuS2,600
Tb4Bi3,550
ErN,850
CsTaN2,1900
Rb4In2S5,750
HoHO2,1150
MgC2,1050
Hf5Ge3,700
BaSi3SnO9,1300
Ag3Sn,550
Mg2MnIrO6,1250
TiMnH2(OF)6,1250
Nd2Cu(GeO4)2,1250
Rb2Fe4O7,1150
NaBeV,650
NaBeAs,650
CaFeO2,1150
MgTiF6,1200
NaPrO2,800
Ba2Hg,500
Y2C3,1250
Be2VCo,1050
Ba2CaI6,1050
K2BeTe,700
ZrCu2Hg,650
Ti3Hg,550
K2BeF4,1300
Lu2AlRu,500
YCuP2,650
TiFeCoAs,700
ZrBePd,950
Ce3Bi4Pd3,1950
Rb3Mo2Br9,700
K2BaMg,600
Yb(GePd)2,500
TlCr5Se8,550
TmAl2,500
K2Ge2PbS6,700
Tl9SbTe6,600
BaNa2Hg,700
ErGePt,500
RbLiF2,1250
Zr3Ag,650
NiPbO3,800
InSiTe3,600
TlSn,500
Ba2PbBr,550
YbInPd,550
Ba4MgSi,500
MgGeRh2,650
Y2MgCu2,950
BeNbSi,700
AsRu2Cl,550
CrGe,800
BaMg2,1100
CuAu3,550
BaYSn,550
Sr(GaS2)2,800
YCrF5,750
V2CrRu,500
CoHO2,800
Er4(Ga2Co)3,800
TmLuRu2,500
BaLuFeCuO5,1100
NaVO2,800
Fe(CoO3)2,1150
ZrCoP,550
MgSbF5,1250
BeTl2Cr,1000
Na3FeS3,1000
Ce(CoSi)2,850
BeCoCu,650
Tl2Te3,500
K3Re,550
Zr2CoSi2,550
ScBeMo,950
ZnGeN2,950
Al2O,600
Ta2CrNO5,1250
TbB2C,1150
ErCoSn2,700
NaCdHg2,550
Mg2B2O5,1250
Ba4PRu,550
Ba4CaCo,550
TbNi2,700
Li5Nb2Fe5O2,1250
LiVBO3,1250
ZrSnRh2,650
Ho2Al3Co4,550
Be2VRe,1050
MnS2,650
Li2NiOF2,1250
SiF4,700
MgAg3,700
CeTe,900
Be2CoHg,1000
DyAl2Ni,650
Er2Be2GeO7,800
ZrCuF6,750
Rb3H5Pt,700
DyGaO3,1250
Np(MnSi)2,750
ReSn2Se,600
Na8TiAs4,850
Ba2SnO4,1100
MnH8(N2Cl)2,1100
CeCuSO,1450
Eu(MgSb)2,650
MnCrRe,600
BiClF8,1250
Li2AgF5,1250
In2CoS4,650
TaZn2CuO6,1250
KCoAs,500
Li3Cr3FeO8,1250
ScAgSe2,500
Y(SiIr)2,500
Na3Mn5O2,1250
Ca7(HCl)2,650
PrNi5,650
ScBeGa2,650
RbAuSe,550
NaFe2O3,850
PrCl3,800
Na2FeCu(CN)6,1150
Rb3NbS4,850
Ca3N2,850
IF7,1200
ThInAg2,550
Pr3GaC,550
LuB2C,1200
DyCl3,800
Ta4BeTc,1050
Li5FeO3F,1300
Ba2CaMo,500
LiBe2Mo,650
ZrTaBe2,1000
KRbO,700
TlBCl2,600
NdPt5,850
Rb3ErO3,1150
PaSi3,500
PdAu3,650
Be2ReGe,1000
Ba4SiPb,600
LiCuF2,750
AlFeRh2,600
TaTiMn2,700
BeZnIn,650
SrTiSi2O7,1300
SmSnAu,500
Ba2TiCr,550
PNF2,1300
YH2,600
BeTePd,900
Ca(ZnGe)2,700
Yb5Sn3,650
K2GeAs2,500
AlAgTe2,550
Li4MnSi2O7,1250
BeAgMo,950
SnF3,700
BaVS3,650
Na2IrO3,1200
ErCdRh2,650
ScSn2,750
LuS2,600
SmCdHg2,600
InPS4,600
TeAuCl7,850
Li2TiCrO4,1250
Ca4Mg3H4,600
BeGa2Bi,650
LiErTl2,800
Sr(SiAu)2,550
CdInS2,550
BaCrCd,500
InCoSi2,500
Mg3Ru2,1100
Ni5Sb2,850
V(CoSe2)2,600
CaNi2O5,1500
TlSbS2,600
Te2Mo3(SeS)2,600
Nb3Cr,550
SrPd2,900
Pb2Au,550
CaMnO3,800
TaBe2Tl,1000
Li2TmIn,750
H(WO3)2,1150
K2BeMo,950
Ge3Sb,700
Bi2O5,1200
LiGa2Ir,750
DyTe2,500
U3Te4,600
K2Se5,500
Sm2MgIrO6,1250
KInTe2,500
BaTlBr2,550
LaPbAu,1100
Dy3TaO7,1250
DyMgAg2,650
SnPS3,650
ThGe2,700
KBeGe2,650
BaCrBr2,550
TiSi2,500
Rb3B2H2I,1050
Hf2IrOs,500
BaCaPb2,500
Pr5(RuO)2,1100
PmGeAu2,500
Li2UI6,1100
BeTl2Te,700
BeCoP2,650
Rb2Zr2O5,850
Mn3Ga,700
MnInRh2,500
SrHClO,750
Al2PbSe4,500
PuCdRh2,500
PrSiRu,600
BaSi2Ir,500
HgS,500
Rb2FeCu(CN)6,1150
LiTiAu2,750
Sm2Ag2O5,800
BeSnCl,900
P2Os,650
SrF2,650
Ba(MgGe)2,600
CaWN3,1000
MoW2(SeS2)2,650
AgNO3,1200
CdIrO3,850
Ca(NiO2)4,1200
ScSn3,750
PrBRh3,600
Li4FeCo3O8,1300
Eu(ZnSn)2,750
SmSbIr,500
Tl2HgGeTe4,500
Li2CuNiO4,1450
Mg3V2O8,1150
Y2Ti2O7,1250
KBe2Os,1000
Y2Co2O7,1300
Rb2PdCl4,800
BeOsW2,950
YMgCu4,950
Sr4P2O,700
AlSnO3,800
Tl2TeBr6,700
Ba4CdSn,600
BaTl3,600
BeHg4Pt,1050
Ti2GaN,850
Tm2Zr2O7,1250
Ba2Mn(B3O)2,1350
Li3Ti2(NiO4)2,1250
Tb(FeB)2,750
Li2MnNiO4,1250
BaNaSn,700
Ti4P3,750
Mn2NiO4,1200
Al2CdSe4,500
MgSb,550
VCrO4,1250
PmY,500
Nd(BO2)3,1300
BN,1850
Ba2YRuO6,1200
TiBeRe2,650
Ba4SrIr,550
ZrTe2,550
SrLiP,650
CaNi,600
CeC,900
WN,800
CSO,1000
Sc2TlOs,500
K2NaRhF6,750
HfZrO4,1150
Sr3Ti2O7,1200
Dy3BWO9,1300
Sr2ScIrO6,1250
CaCdPb,550
Sc6Te2Rh,600
K3Co,550
Sr2BeGe,650
NiBTe,600
YbTa,500
Mg(SnN)2,900
Ba4TlPt,600
BaCeO3,900
CrF3,750
Y(CoSi)2,500
Na2Al2B2O7,1300
SmCuSn,650
Mn2GaW,700
KBeNi2,650
SrLi2Pb,750
Ba4TaPd,600
Ti3InC,800
ScBeCr2,650
K3TaS4,650
KBeTe2,650
HoN,850
KIO3,1250
Mn3OF5,1200
Ti2FeS4,650
Ti(BiO3)2,1150
VF4,850
Ba4TeSe,650
TbOF,800
Ta2NbOs,550
Mn3Tl,700
ScTiO3,1250
BaLiBi2,750
Ac2CuGe,600
Ho5Co2Bi,550
AgAsRu2,650
BeFe4Re,750
Pr2ZnHg,500
Sr2HgSb,500
CaBe3O4,1250
KCuTe,850
LiAl3,750
Sr2BeOs,650
NaBeBi,650
SrO2,700
BeTl2Fe,650
LiErS2,800
DyThTc2,1050
NaCo3O4,1250
H2S,700
HoFe2,750
Ba4YRu,550
Sr2Mn3(BiO)2,750
NbCrGe,650
Li4Fe3SbO8,1250
Ca(BeAs)2,1000
FeTeO3F,1250
Er(SiIr)2,500
BeMoSe,900
Li3ZnPCO7,1350
Tl2CuF4,650
Be2CrPt,1050
Y2Si4Mo3,600
RbO2,700
LuAl3,500
SmTh3,750
Ba2LiB5,1900
BaTePd2,500
BSbO3,1300
TaCuO3,1450
BaNiCl2,600
DyTiSi,550
SiSnPt5,850
HgP2Se,500
Na2CrH2F8,750
PrSe2,500
MgZn2,550
BaCuNi2,600
HfInPd2,500
MnBe2Br,1050
Y3SnC,750
BeGa4Te,600
LiMnRh2,800
Na4FeO3,1200
YMgHg2,650
ZnF2,750
Li8N3O,1300
K2AgP,550
HfCdO3,850
Sm4S3N2,850
BeBiOs,650
GaCuS2,850
HgF,750
CaBeOs2,650
V3B4,700
CaCr(SiO3)2,1250
Li2PbO3,700
BeFeBi2,650
BeSi2Sb,650
Pr3TlC,600
DyCuSe2,600
Rb2Pd(IBr2)2,650
TiCdRh2,600
LiBeSb,850
MnNiP,600
Be2FeCo,650
Li4TeO5,1300
TaPd2,850
ScH2,600
RhPb2,600
Ba4CuOs,600
Zn2(PS3)3,700
TiZn2,750
BaMg3,1000
Fe2(CO3)3,1300
YbCeZn2,1250
Li5Ti6FeO6,1300
BeRu2Pb,1000
ReRuCl2,600
TbInAu2,500
EuCdSn,500
Sc2AlIr,500
BaZrSe2,500
LuSnAu,500
Sr3CaCr2S2O5,800
EuCd,500
Ba2HoSbO6,1250
HoAgSn,550
Sr3SiO5,1250
Zn(InTe2)2,650
Rb2BrCl6F,850
Co2SnO4,1250
SmBi,500
Cu8O7,1550
AcMgCd2,650
MgH4(ClO)2,1050
Al4Cu2O7,1200
Pa3Ta,550
BI3,650
Er2SO2,800
Ti(SiO3)2,1250
NdCuSi,650
Rb2Sb4O,1300
ErIn5Co,600
Li2MnCo3O8,1250
Al2Au,550
ThCN,900
Y(MnSn)6,1100
Tm2CuPd,650
BaCdSe4,500
Na4Mo(NO)2,1250
LiH3O2,1200
LuCu5,950
Mn6OF,1200
NdZn5,700
Ba4OsSe,650
Ba4CuHg,600
W3O8,1200
AsCl5,850
BaZn(AgO2)4,800
Sr4Fe4O,1200
LiHS,800
LiTiCl3,800
B2O,1050
NaH,600
PH4Br,700
ZrCo,500
UGe2,750
YbZnAu2,500
Hf2BeCu,650
TmSe,500
Zn2CoSbO6,1250
ScTl2W,500
Sr4I6O,800
BaSnBr,550
AgBO3,750
Co(ClO4)2,1300
ZnReO4,1100
MnBeTl,650
Au3Br,550
NpIr2,750
BaNbBi2,500
Ba2MgZn,500
Mn4Cu3O2,1200
N2O5,1700
Fe2W,800
TiNiSn,600
Ba4PtW,600
MgTe2,650
Cd(HO)2,800
Be2VGa,1050
Mg4As6Ir7,750
Ba4MgTl,550
CaH2(BrO3)2,1250
MoW3S8,650
Mg2AgAu,700
Y2InCu,650
Al5Mo,550
Mg3AlPt2,1100
Nd2Fe7,1100
BaBiMo,500
CeP,1200
MoO3,1250
Cu2Sb,950
CrIr3,500
Sr4Al6SO6,1300
Sc(ReO3)2,1100
Dy(SiNi)2,600
Sr2BeW,950
LiInSn,750
RbF2,850
CaUS2,600
Ba4ScOs,650
Be2CoBi,1000
Ni3(BO3)2,1500
Ti5TlSe8,750
AuCN,900
Mg5H8O9,1250
Mn3OF6,1200
Ca3Ni7B2,700
ReC,800
YBeIr,950
KTl2MoF6,850
LiGe,1250
Ba(MnGe)2,750
PrMgTl2,650
Li3LaP2,1100
Li2CePb,850
BH3NF4,1250
LiMgN,1250
V3Ru,500
TiNiSb,600
CaSmHg2,550
U2AuF,1300
CuH2SeO5,1250
Sc2In,500
CaSnAu2,500
Ba2Mn3(SbO)2,800
InCu(PSe3)2,900
Ba2SnHg,600
Ba4SiSb,650
Sc3InC,800
Li2HIO,1300
Al4B6O5,1350
NbO,700
SmZn5,700
LiHoS2,800
AgCSN,1100
Pr2PbSe4,500
LiCrO2,1200
ZrHgAu2,600
TmS,550
As2PbO6,1200
Rb2TlInCl6,850
Pr(CoB)2,650
ScBeSn,700
PrNiGe3,800
CrTe,500
BeInIr2,950
BaLiSe4,750
ReTeAs,500
TlAgSe,1050
Sr2MnO4,800
K2TeOF4,750
Mo2S3,650
HfSn,600
PuCoC2,950
Nd2CdHg,600
UPt2,800
HfScCo2,500
DySb,500
SmPtF7,1250
Na5Zr2F3,1250
TmAgTe2,500
LiMn2O3F,800
Dy(GeRu)2,500
AlVCo2,500
CeZrO4,900
Pm2RuRh,600
Ni3S2,600
TiTeOs,550
Mo3O8,1250
UBr3,550
TlPd3,850
USbSe,550
YbH3Pd,600
Li2MnBAsO7,1300
Be2HgGe,1050
Ba4ZnCu,550
ZrTiO4,1250
BaCoNi2,600
DyTl3,500
NaBeV,650
HoCdHg2,600
NaAsSe2,700
BaTi4O8,1250
Cr4Cu3Te8,900
Tl3AgTe2,550
V3Co5O6,1250
V2CrTe4,500
Rb3Y,500
NpInRh2,750
Li2V3CrO8,1250
Rb3Na,500
BeOsW,950
V2O3F2,1200
BaCuB2O5,1200
VNCl4,850
Ba2UMnO6,1150
Ba2SrWO6,1200
CuB2(CN)8,1200
KBaMn2,650
BaNa6O4,1250
DyTmO3,1250
YbCdAu2,550
Mg2BBrN2,1100
Ca3GeO,750
YbNdSe3,500
NaVO2,800
NaClO2,1150
PtPb4,550
LiBe2Sb,900
Li3FeSiCO7,1300
TlAsRh,550
Li7OsO6,1300
LiY2Os,500
Tm2MgRu,650
Ti5Re24,1350
HfTe3,500
MoRh,600
ZrN,800
ZrBe2Nb,1050
BeVRh2,1050
MgBi2O5,1200
MoCl3O,650
Ca2Co2P7,1000
Be2VRh,1050
BaSc4Fe,500
CaZrRh2,650
RbMnF3,750
Li2PrTl,750
BeCoBi,650
PrP,500
Rb3Zn,500
LiZnP,500
Er(FeGe)2,750
AsP2Ir,500
CrB,700
Ba3Ti2O7,1250
Co(NiSe2)2,600
Na3As,750
Na2Cu(HC)4,1250
MgSc2Cd,650
MoWSeS3,650
NbFeF6,1100
TbPbAu,500
DyCoC2,900
MgSc2In,600
Rb2WCl6,800
Ti2AlZn,600
BeGaPt,950
Li4BeSn,1200
ReSbAs,500
Zn(FeO2)2,1200
H3Pt,650
Ho2Mo2C3,900
Ti(WO4)2,1200
Li2Co2OF6,1300
Li2MnFe3O8,1250
Ag2Hg7(P4Br3)2,1050
BeTcRu,1050
Ba4PdBr,550
NaBeH3,550
ScBeIn4,650
MnBePd2,1000
LiCaTa2O6F,1250
TmSnAu,500
UGeSe,700
ZrRu,600
KBeBr2,700
TbSb2,500
Be2ZnBr,1050
VF2,700
Ca3MnO4,750
BaAl2B2O7,1250
CoSbO4,1150
Zr2Be7,1500
Rb2NaNiF6,700
Lu2IrRh,500
Ca4Al6SO2,1250
BaCoO2,1250
V2InC,900
Sr3Cr,500
PrGe,500
Na2AsAu,750
TmThRu2,650
YZnPO,800
CrCo2Bi,500
Ba4PtBr,500
BeInCl,950
Cu2GeSe4,600
DyBiPt,500
ZnCoPO5,1300
Pr6IrCl,850
HoAu2,500
NaCo2O3,1200
FeMoClO4,1200
CdFeAs,500
LiPb,750
Sr2BeV,1000
LiGeAu2,750
SmSnF7,1250
TaSi2,500
TaSnO3,850
Na3AsO4,1250
BeBi4P,700
Li2VBPO7,1300
TbIn5Rh,600
Re2O7,1250
ThTaN3,900
KFeF3,750
Be2SiMo,1000
CdHgO2,750
Co(NiS2)2,600
In2S3,600
GaTeCl,650
LiO3,1150
TlInSe2,600
CaPmZn2,600
BeNiBr,650
AlCrO4,1100
Yb3GeO,800
OsC4(ClO2)2,1300
EuTl2Pd,550
Tm(AlC)3,950
ThGe,500
SrCaGe,750
Y4Cu2O7,1200
BeNb2Mo,950
AgAuO2,800
AcYbRh2,600
MgWO3,1100
Be2MoPd,1000
CaPmRh2,600
BeTlCu4,900
Mn2P,750
Sc2PdAu,600
Pa3Al,550
Ga2PbO4,1200
Li2FeSiCO7,1300
Na2CuP,900
CoTe2,550
Er2C3,1250
B4PbO7,1300
RbCoCl3,800
H4NClO2,1200
Li4Fe5(CoO2)3,1250
Sm2AgRh,600
SrBeCu2,650
NbTe2,500
CrBiO3,1150
YAgSe2,650
YbGa2,500
Ba4BePd,900
Li2TiCoO4,1200
ErCuGe,600
ThBrN,850
Be2GaPt,1000
YCo3,550
SmRh,500
Sr(CdAs)2,500
DyN,800
Nb4C3,850
RbSnBr3,550
BaNiP2,550
CeRh,1350
SrNiIr2,600
NaLi2Pb,800
Lu2GaAg,500
Lu2NiSn6,600
La2GeI2,1100
SrLi3MnN3,1250
HoLuZn2,650
HfBeZn,650
TiZnPO5,1250
Be2FeSb,1000
CaYIn2,500
TiMo3,500
Li4Mn3Ni(P2O3)2,1300
US,550
SiAsAu,500
NaO2,1250
Tb5BiAu2,650
EuC2,900
Li2PbAu,800
Ca(MoO2)4,1200
LiMn4O8,1200
PrCo2,500
BeSb2P,700
Ti2Si,500
TbCl2F,750
Pm2IrPd,500
BeSiBi2,650
Be2SnPb,1050
Tm2IrRu,500
Na3AlP2,800
Li4Fe3Co3(SnO3)2,1300
BeSnRu4,1050
Sr6Li23,1350
LiCdAu2,750
Pm2RuAu,600
TaGeAs,500
LiBe2Ni,900
Li3Co2NiO6,1250
Cu(AsO2)2,1250
SnBr2,550
TmInNi4,650
TlCdS2,550
BePbBr4,700
Sm(ZnP)3,700
LiMn2(BO3)2,1250
ErRu3,650
Mg2CoIrO6,1250
K2FeCu(CN)6,1100
PbICl,800
LiSc2Al,700
AcMg5,1050
TeMoWS3,800
CaPdF6,1100
Fe7O8,1050
Be2NbFe,1000
LiCd2Pd,800
Hf5CuPb3,650
KOsF6,850
ZnSbF5,750
LiCoS2,750
Ag3Te2Au,1100
CdCuPd2,850
CaBe2V,1050
Mn3N2,900
Hf2VRh,500
YErAg2,550
MgS2O7,1300
NdInCu2,600
HfAlRh2,600
Cr2AsPt,500
EuH3Pd,600
Dy(Al2Cr)4,500
Au3F8,1200
CaSn(BO3)2,1200
AlCrO3,800
CeInPd2,1350
NaYHg2,550
CuGeRh2,650
Na2NiO3,1200
RbCa2Nb3,1250
SrNiF6,850
Mg2SnO4,1200
LiY2In,750
CeGeAu,1300
BaYTiCuO5,1150
Ba2LiReO6,1100
CrTcGe2,500
BaTlTe,500
RbAuN2,1850
BiB,550
Cr2As,600
Ba4TlRe,600
NaH3(SeO3)2,1250
BaLiP,700
LiNdTl2,800
Ba2DyNbO6,1200
RbCaBr3,500
Y2Si2Rh,650
Ca3Sn3Rh4,1400
SmInRh,500
Sr3Sc(BO3)3,1300
Mg(ScGa)2,600
Ca2AlNiO5,1200
YCuAs,600
RbNiF3,1500
Tb5NiPb3,650
MgNi3C,850
LuZrRu2,600
AsRh2W,650
NaSr3IrO6,1250
Li2V(CO3)2,1350
BaHgPb,500
Sr(YbS2)2,650
BeFe2Te,600
ScBeTc2,1050
Al2FeTc,500
MgSiNiO5,1250
Er3As,500
TbCo3B2,700
TiZnF6,750
MgOsO3,1100
Mn2BeSb,600
NaZnP,750
Ge3B,750
Be2TcOs,1050
CoPt3,800
Li3Cr,750
UTl3,500
ErTlPd,900
Ho2NiAs2,600
Ge2S3I2,800
Er3SiSe2F,1900
HfZrHg2,550
Tm2AlSi2,500
Rb2PbCl6,800
Lu3AlO6,1250
ThCdRh2,650
Y2ZnSe4,500
ReAg3,950
TiGaPd2,500
Tm2Cr2C3,900
MgZrPd2,850
Ba4ScSn,600
Cd2Re2O7,1250
BiBCl,600
K3NaUC3O,1850
Li3V2Cr2O8,1250
Ba2AgSb,550
LiCu2PO4,1200
W3(Se2S)2,650
HoBRh3,500
ScBe2Bi,1050
U(Cr3P2)2,650
TlCoBi,500
Li3AuS2,1250
TbPO4,1250
BeCrGe2,600
PmAlAg2,500
BeTcPb,1050
NaYbSe2,500
Ho2C3,1250
MnBe2Zn,1050
LiPt3,800
MnV2O6,800
Ba2YTlV2O7,1200
Na2MgH4(SO4)2,1250
DyTe,500
AsH3CNOF9,1300
Si3PH9,800
HfBeSb2,900
Ba2NbFeO6,1200
BeCuNi2,650
Sc(GaFe)6,800
SmYIr2,500
CeScSi,1300
Lu2MgRu,700
TbB2Ru3,550
Ba2TiNi,800
Hf2ReRh,500
SmMgPt,800
NaInSe2,600
Ba3PbO,750
YbB4O7,1300
MgH2SeO5,1250
Li3Co5OF,1250
LiCe2HO3,900
Sr(NiGe)2,600
Ti(TlSe)4,750
Sr2BeZn,650
RbCuO2,950
CaBeZn2,600
LiMnCoO4,1250
PuO2,1050
Zr2CoPt,600
Zn3TeAs2Pb3O4,1250
Ta3B2,700
Li6Zr2O7,1250
Zn2SiO4,1250
Tl3Ga9S3O2,800
BeCuHg2,650
LiUAsO6,1100
LiMnF4,1250
CuAs4S3Cl,650
BeRhBr2,1000
MgNbRh2,700
La2ZnIr,1950
YMn2,600
CeSmO2,900
Li2CuAs,1200
ThCo2,500
BaSnSb2,600
ErCu,600
ZrAsPt,600
Zn3N2,950
Al(IO3)3,1300
Cr3HO8,1250
TlBi,500
BeNiSe,650
Al2CoRu,500
HoAu4,550
PrC2,900
PrRuO3,1200
Be2InRe,1050
ScTlTe2,500
K2Te2Pt,500
SnTe3,500
HfVF6,850
Ba2CuBrO2,900
AgPb4ClO4,850
Mg2ZnGa,650
Si2AsP,500
Ba4ScCu,550
Cu2Te,950
S(IN)2,1350
RuRh3,650
YMg2,1050
Nd3TlN,800
Mg(SbO3)2,1250
RuC3Br2O3,1250
Be2Hg2Mo,1050
Rb(BH)6,1050
Pr(NiSn)2,600
HoAlAu2,550
UGe3,700
MnTl2SnTe4,600
SnTe,500
TiCuHg2,600
MgZn2Rh,600
K3BAs2,700
ScZnMo3O8,1250
BaScTe,500
CaIn,600
UInAu2,500
AcAl3,500
BeTeIr4,950
SrMgSi,700
ErCoC2,900
Ba4CrSe,550
Sb3Au,500
Ge2SbO6,1250
Rb2Au3,550
Ho2O3,1200
TmAlCu,650
Be2SnPt,1000
Sr6In2NF,800
InP2Pb,500
Sr2CrSO3,1200
Ba5Al2In2IrClO3,1900
TbNiB4,1000
P3N5,1100
Rb2O,700
Ta2N,800
Sm(HO)3,1200
MnB4O7,1300
Li4Mn3OF8,1200
Pr2AgRu,650
KBe2B3O7,1300
UB4,1050
Dy2CdS4,750
Rb2LiDyBr6,750
TcGe3,500
YZn5,700
Pm3Pb,500
Dy(FeSi)2,750
Ti2Al,500
BaAlBO3F2,1250
BaSn2Te,600
SrCuSO,850
Ca2ScBe,700
PaCdPt2,600
Sr2SmCu3(PbO4)2,1200
AcAg2Sn,500
Sr2YTi2TlO7,1200
Ca3(GaNi)4,700
Lu(Mg3Al)2,1100
HfNiSn,600
ZrRu3,1000
Mg2Sn2O5,1250
MgVSF5,1200
HoO,800
LaBe2Te,1450
Ba2HfS4,650
KTeHOF4,750
MgTaAs,650
LiDy2Ru,500
TaTiRu2,500
Zn2CuAs,550
ZrBeMo,950
AsPt2W,800
ScAu3,650
Li2SnBi,800
CeAl3Pd2,1250
CoSn,700
BaMoBr2,550
Ba4ZnTe,650
BaHgSe4,500
Y2Zr2O7,1250
BaZrO3,850
PbSe,500
LiIn,800
KSmSe2,500
Tl2HgTe,550
BaTiSi2,550
Th(CoSi)2,600
BeCdRe2,650
Ni3Bi,600
Cr3Ge,700
Ba4YSc,550
Nd3MnBi5,500
CaNiN,900
Mo3O8,1250
Nb5Sb4,550
Ba4ZnSi,650
TlInAs2O7,1300
Ce(Mo3S4)2,900
ZrAsIr,550
MnNi2Ge,600
Pr3AlC,750
Y2GeRh3,650
YbNi2,600
Ba4TaTi,600
Ho3CuSiS7,650
VOF3,750
KAuS5,650
PrInRh,650
Te2Mo2SeS,750
SrLuCuS3,550
NaTcAs,500
NaAsRu2,550
Li2HoTl,750
Be2CoTc,1050
S8O,1800
AgSbF6,1250
SrIn4Ir,700
NdAs,500
Li2AgPd,1100
YMnGe,1050
Si3Ru,500
RbB,500
BeTl2Pb,700
Er5Si3,550
Na2BeCo,600
HBr,650
PrAu,500
Na8NO3,1050
Zr2TcPd,1000
KNaH2,650
Be3Cd4Si3SeO2,1450
NbRu,500
KCdSb,550
NaHfBe2,1000
Ta2Se,500
BaTh3,500
BaSc2Nb,500
Be3Ni,1050
Be2HgIr,1050
Tm3SnC,500
Ti4Cu3O2,1250
TiFeSe,700
MgCoF4,1200
YbIn5Ir,600
Ba4FeBi,750
Li3Cu2SbO6,1250
RbSmSe2,500
MgTiIr2,650
BaH4(IO)2,1250
MnCuP,600
Ca2Mn(PH2)2,1250
TiPbO3,850
Tm2Pd2Pb,500
Na2S2O3,1350
ZrTcCl,850
NbBO4,1250
NaBe2Cr,1050
ThPb,500
Mn2InCo,650
Sb4Br2O5,1300
Ag3SnP7,600
UNCl,850
TaF5,750
BeBi4Rh,1000
NaCaTl2,500
LuZn,500
Sr2CoO3,800
Ce3Pb,1400
Ca(CoS2)2,650
Sm2Re2Si2C,800
DyB4,1050
Ba(HO2)2,1300
GaAg2,550
Li3VO4,1300
TeAsRu,500
