pretty_comp,p_Seebeck
Ti2Cu,0.43713967
Na2ZrSe3,294.7179533000001
P4Se5,303.9144333
Mo3Pt,8.0317906
PuN,-7.0790766000000005
In(Mo3Se4)2,-9.2881756
Tm2OsRh,10.766833
Zn2In2S5,123.655285
H2PbO2,249.6406067
SrGeO3,373.20590330000016
CdGaRh2,11.907744
Si3Se,-0.77348754
PrDyMg2,4.2915282
Na3TlO2,335.8786467
Li7SbO6,458.14188330000013
TmTiGe,-2.221277333
ZnAg2GeO4,227.1940367
ZnAgAs,6.786947867
Sr2Li2Nb4O3,427.5194
NaAlH2CO5,409.25109
PbAuO2,6.255843133
FeSbS,388.60225
K3NaP2(O3F)2,337.5763633
KNaICl,419.2392667
YSi2,-8.0945069
LiBiRh2,-9.3908841
Ca2Bi2O5,182.4306667
Rb3Cr,-1.8826307
Y2Al,0.650362667
AcYbRh2,3.1588327
Cd2SiO4,460.8945633
NdBrO,381.3651533
BaSe,235.3152
ThHg2,32.445757
Ca5MnPb3,19.96133667
Yb(SiNi)2,-5.6360865
TlIO4,388.6734967
BeGeP2,227.1717267
Cu6OF,5.2015498
V2HO4,6.680230333
SmGe3,3.700275467
AcYbMg2,3.3434284
Ta2B,-9.894850332999999
CeNiC2,27.65270567
Tb2Fe2Si2C,-8.225376133
LiScVO4,15.17958233
HoTiO3,12.231996
NaH3SO5,464.4409633
Tl2SO4,427.83157
Li3VCrP2(O4F)2,23.66266833
TbRh2,19.61534833
K4Na2TeO6,443.36417
YSnF5,277.5112367
AsF3,271.1703567
LiTl2InF6,444.531
Li2VAsCO7,13.448759
Ti5Sb3,13.19683483
LiNdTi2O6,395.1363867
Li2CrS3,38.24716667
Sr(AgSn)2,1.820070407
U(SiRh)2,16.17568113
Ag2BBr,5.2610285
PuPt2,-2.5386254
LuBi2IO4,379.8023133
Np(CoSi)2,26.304674
SmBS3,349.28199
CrNi2,15.1326869
LiWO2,7.4837057
Mn2GeO4,-0.288073667
Al5CuSe8,361.06196
CeRu2,35.187411
Pr(SiAg)2,17.49497333
ErCo5,-2.448802367
SmAs,-6.409470467
Ba2In2O5,271.6974567
GaSi3,-1.2835953000000002
NiAsS,13.793555
HoN,-5.1407883000000005
Hf2InC,-4.807208367
K2SnSe3,375.8492333
Ho2AlOs,4.136542
Rb2S,470.12489000000005
NaErCl4,381.40326
GaPPd5,-4.3720271330000005
KCuS,412.8389933
Sr2YRuO6,5.113062033
KRb2ScF6,559.1054333
Ba2Mg(BO3)2,262.6889267
SrSeO3,353.04754
Ba3GeO5,373.2956067
URhS3,15.271946799999998
IrN2,256.0520733
BaHg2(ClO)2,252.7653333
FeSiGe,254.5435167
CaTiO3,408.251
Sm3Al,0.69461645
KNaThF6,479.80429
IClO,228.9707633
Ge2MoO6,-6.042998667000001
Hf2CuOs,7.9342429
Mg(BH4)2,379.61095
PmPbAu2,2.892661267
Tb4C5,-1.6982236169999998
Ho3ScO6,454.75971
Mn(NbS2)3,5.809541532999999
Dy2CuOs,-6.3300837
K3H5Pt,271.3188833
Tb3Er,11.45039763
Mg(CoO2)2,39.857908
KMgF3,458.85898
NaNO,451.57081330000005
Yb(MgSb)2,167.8721067
Hg2TeO3,202.6767
Sc2GaPt,1.7869984
CrCl3,356.2736233
Ho2B4C,-5.05790513
Zr2CoSi2,-1.784972033
Sr(MgSb)2,222.5075767
Th3Si2,-8.285769199999999
CrCo2Bi,6.4190441
YbHO2,45.53852633
LiSiPd2,-7.7770163
VInO4,389.14293
ZnSn3,-2.7536549
Sc2CdS4,291.2144600000001
SmTmMg2,-3.4909679
PaGe3,5.0259060999999985
TbSF,272.4823
Mg(MoO)6,26.43502100000001
TbRh,11.846642999999998
MnP,-9.6262038
Li6Mn(OF2)2,332.9009
VPbClO3,433.8679467
ScNi,-0.34938246
CrTe4Au,0.894874167
AlSiP3,192.25497
Ac2SiPd,69.581937
Na2SnO2,330.7014467
PaCdAu2,35.326935
BeAlH5,283.92414
CaLaMg2,-1.9911936
Dy(BiO2)3,324.4731133
PuP3,6.926466633
V4(OF3)3,10.42810133
YCo,15.990645
Ga3Ge,-0.75623472
MnAl6,-0.833171703
Rb2ZnF4,223.5094233
Pr(GeRh)2,13.9037574
BaSr3,32.02208533
TmGa2Pd,16.31894367
TiCoSn,14.75676033
Rb3Ge,47.061673
Sm2Ti2O7,362.59332
YNiP,207.75659
Ca(PIr)2,319.7317933
Ag3Ge,-2.8062546000000004
CdSb6(S2I)4,294.9506833000001
NaPF6,500.49207
K2CN2,435.55858330000007
DyTe,-8.953891233
KAs,226.8971667
YAl2,10.456275
NbGeIr,-1.321419933
ZnSiO3,48.081868
U2Co3Si5,44.126107
TmNi5,-8.533192699999999
NdZn2Cd,-5.949944
HfSiPt,4.798244067
YbGa7Au3,13.83684767
RbScO2,432.6247267
YLuMg2,-6.6107217
Ba(ZnP)2,15.95872967
Li3Zn,-4.2969855
TlGaS2,120.995512
AcInAu2,-1.9910215
Li4Mn7(OF2)2,271.20110330000006
Li2NiO2,464.42464
HgBrO3,342.5221
Er2O3,269.76741
TiMn2V,46.799427
ZnCrF6,29.01381533
NaInSe2,382.62935
DyMgCd2,-3.2732333
SiBr4,389.14777
CuSnH2(NO3)2,308.70227
CaNiTe,54.84290967
Ba2CuC(NO)2,22.57283206
Rb3Hf,20.321113
SrMgTl2,2.9702545
Na2Cu(HC)4,322.5432567
Ca(MnBi)2,32.741378999999995
AgPb2Br5,286.0236
BaS2,381.7728667
ZnFe3C,20.575175
Al2ZnO4,419.56455
CaThBr6,317.8765367000001
KZnSb,219.63599
PrGeRu,13.13833007
Ni(NF2)2,489.4700433
TmAl4Ni,22.45688667
Ga2HgS4,361.5398667
SiBi3,-2.9916667
AgHgSI,340.23450330000014
PrBi,22.902529
YZrRu2,14.538914000000002
TiFeCoSb,4.5129592
Re3Sn,8.890461333
Li7Br3O2,387.7760667
AlZnRh2,10.084664
FePd3,12.055196
UTeS,25.3331442
ErCuSe2,246.6047867
Ti2Ga,10.89997967
ErB6,5.4803707
Na2MgH4(SO4)2,424.04654000000005
Tb3Nd,-6.789334332999999
ZrGeS,18.70625833
Y2S2O,278.14689
ScSi3Ni,5.510906267
CeB2Rh2C,38.07337067
MgW3,10.73739643
Mg2Sb3O8,9.793552333
Sc2Si2O7,413.8219733
Li3Cr,-8.6663698
MgCr2O6,4.6319100330000005
LiZnO2,1.69410886
Sc5NCl8,9.416243667
RbSrO3,46.481448
NaSn2Cl5,245.3916567
Ba3Hf2O7,429.4180833
NdCl3,433.2163633
Ni(AgO)2,8.381450099999999
DyPS4,322.6829133
RbRuF6,408.9829967
AcH2,-1.7082680330000002
CsK2Bi,399.4606
WO3,-5.586118
Sr(CdSb)2,52.28705317
ZrPtPb,15.889938
Pm3Tl,-0.2348542
Mg2SnO4,363.9765333
CePd5,18.99607533
RbInTe2,279.4908467
InS,216.2691367
Nd2IrAu,-0.29077119
LiMnSe2,-0.304341
Li2NbFe3O8,-8.4056095
K2SbAu,336.0380933
Li8PbO6,472.2591367
CrCo3,2.0030813000000003
TmAl7Au3,19.177562
Pr(BO2)3,349.5072333
MnNbGe,45.60055433
Li2Ti3O6,-4.165443867
SmDy3,9.360280067
Pr4C2Cl5,5.112786867
Pr3TlC,3.6171901
Na4WO4,340.7993933
HoAsPd,73.10096633
Ta3Ga2,11.19077113
PrPt3,10.723365
Mg(RhO2)2,493.76603
Ta2InC,-1.500784
RbO3,364.0588133
KErTe2,205.14901
Tl2SnCl6,368.26997
Mg(CO2)2,307.1083799999999
Cr2CuS4,43.478081
Ag3O,-4.309455467
Mg2Nb2FeO8,8.121721523
Ag3Hg,-5.4937793
Sr2SbAu,222.74868
NpGa3,-5.132085900000001
Ba2Si,141.66056
KNa2Sb,269.65373
SeOF2,254.25129
LiMn2O4,0.2395015
NpIO,9.411102
Ba3P4,238.8520133
VCoO4,157.08853100000005
CuRe2Cl,-7.7136594
K3Ag3As2,314.7402633
CaGaSiH,163.6031667
Fe3PdN,20.054475
TiAlCu2,-1.5710591669999998
SmGa2,-4.5798573
ScRe2,-5.705631
Zr2CuSb3,-4.549334467
BH3,406.6415767
Ce3Zn,37.38383233
RbLuO2,456.1320067
AsS2NF6,389.8454833
BiClF8,431.0195767
Ce(CuSb)2,52.191657
CaPmHg2,-5.899307
Ti(GaO2)4,409.8470533
Ba(MnP)2,-7.958913867000001
LiCdAu2,-2.5310781
PbI2,353.9978367
MgTaZn,5.605688400000001
AcClO,433.9518
HS7N,321.6946767
NaLi3,-8.390160767000001
TlSb,1.8230724
Er2Si2O7,392.9843033
Rb3Co,37.322834
TiCo3,7.6588523
Rb3SbSe4,351.53046
Fe2Te4H3ClO2,269.47068
Dy3CuGeSe7,272.54389330000004
Re3C,11.090626
CIF7,363.28761
CaP,183.8091067
NaClO3,450.13753
PrPO4,390.5202267
AcAg,5.8427185
CrFe2Sn,-2.908741
Li2FeSn(PO4)2,140.4933693
ZrV2,-5.183787767
RbNa7(CoO3)2,34.25631633
Y3GaO6,356.1375267
DyPb3,11.849135
NaGa4,6.173919967000001
Tb2IrRh,29.536363
Ho(GePd)2,-9.980456132999999
Ba3MnNb2O9,267.23563
Fe8N,2.267688857
UTeAs,-1.270553667
Cu2SnTe3,-0.640625
RbAu3Se2,210.4805467
PrHSe,168.69222
Cd2PtRh,2.3300358
RbBiO3,5.8123712
Mg(C2N3)2,462.0760567
Sm2As4O9,341.2510233
YTiF5,16.51328467
Sr2CaIrO6,26.08194107
Rb2In4O7,495.2775233
NaLiICl,356.0375667
Ca2CuSbO6,174.65018
PbO2,38.100249
NbAgO3,444.75838
Mn3SnC,12.854965
Ba2Hg,11.27853953
Nd(CuSi)2,10.74914927
PmCdPd2,-1.1699073
LiInSe2,375.5977633
K3AsS3,397.39528
UTeO,27.52257633
ScGe2,7.569523533
YbGaRh2,9.7971642
CoSO4,22.44056063
Ca2Pb,496.11901
GaRu,12.008781
Ba2IrO4,33.56726867
Si3Rh5,3.2808580000000003
Na3ScF6,577.8092932999998
Ca2SiB2O7,452.9844067
TbZnNi,-4.8288317
Pr2Sn2O7,378.95774
Nd3GaO6,337.4713633
Fe4OF7,4.617197133
Li2ZnSn,4.569559933
RbCr5Se8,44.399192
Lu(MnGe)2,16.77020367
CuSiH8(O2F3)2,394.62211
V3Sb,25.095231
Tl(NiSe)2,1.277514267
CoH2SeO5,81.34384933
Rb2O,440.77396
In3Ni2,-1.299539387
TbPS4,324.5829067
SrS3,181.8090733
Ce2TeO2,-3.185657333
ErTaO4,359.59914669999995
KI,359.30139
ErNiSb,185.45389
Er2MgAl,-9.3815672
Dy(SiRh)2,12.13354267
HoGa3,16.491411
LiGeAu2,0.51189062
Na2Ti3O7,425.34969
Pb3SeO5,317.70311
Li2Cr(CoO3)2,11.28818767
Pr3AlC,-9.3882774
PmTlAg2,6.1201552
Mg3(AsO4)2,487.61654330000016
ScRh3C,41.904948
HfS2,292.9573167
YbFe2,5.803744933
LaP,21.98582933
MgAgAs,15.706454999999998
ScHgW2,40.385099
GaP,250.78482
Ca3MnCoO6,-5.687235867
Li3V3CrO8,16.46713267
NdPd3S4,8.2744381
Li5AgF8,192.8351533
CaPdF4,446.30045
ScInPd2,11.650112
V2O3F2,26.886852
MnSnPd2,5.161720367
Li2CuAs,22.06266767
Na2CoS2,27.88618003
CuCl4,51.4802525
NdMgAg2,1.8307725
NdCo5,5.819593332999999
Tl(FeSe)2,18.53113367
PmTm3,17.10231067
CaSn(GeO3)2,248.17324
RbMnAs,5.562875
Ca(SnO2)4,238.1628367
RbFeF4,50.32796867
NbN,-2.4418103
BaSO4,437.00762
HoTe2,-1.6178098669999998
Si3Pt,2.423681637
Hf2BiB,30.516056
Li5Co2O2F5,42.61891933
KClO2,264.9043733
KNaPrNbO5,410.9847433
UTe3,12.75498757
HfGeO4,484.8919967
HoSb,12.280859
YCrO4,33.96771833
Tl2TeCl6,385.65961
Ti(NCl)3,372.41397
Tl4SiS4,312.2750467
Al2HgTe4,308.0484967
CaMoF6,72.200523
KNd3,-8.340970933
PBr3,327.5880067
CuCN,385.2949833
NbGaO4,430.84008330000006
Na3AsS3,442.77195
HfCl4,410.3623867
Lu(Mg3Al)2,11.438547
Ag3AsSe3,138.07054
ScF3,444.97483
K2PO4,415.4094133
Ta2H4O7,338.53307
YbBRh3,8.956358900000003
Ba3Te,-5.9357757000000015
HoHfRu2,8.581078399999999
Li2MnNb3O8,1.0997788999999998
NbAsPCl3,354.89188
LuScZn2,16.953720999999998
Sm(GeRh)2,14.53037367
Sr4Al6SO6,411.84489
TmNpRu2,9.708778
Sr4Fe4O,25.5604921
RbNaS,358.6216867
MnGeRu2,-3.1961617
Li2GeAu,4.163014867
ThInAu2,5.137758267
CeMg3,74.43210667
Sr5Al9,22.36061467
ZnCu2O3,10.09684327
MgSeO4,366.20976
HfAl,13.6575239
VFeRu2,1.3204936
Th2HN3,341.85959
HoAl4Ni,21.055824
CeNiSb2,14.67670747
ZrOs3,-0.077623423
MnCO3,394.4034733
Nd(GeRh)2,13.47006447
BeS,290.84288
CeCo5,-8.441555167
Tl2WCl6,31.062874
Cd(AgO2)2,222.47466
KAg2PS4,176.99674
PmSbRh2,-9.5139035
Li3BiS3,359.54793
NdCoGe3,0.310136867
Y(SnO2)2,404.95493
HfAlCu2,-5.895736332999999
SmCuSeO,281.6926267
Li4Fe3TeO2,11.01669767
PrB6,5.0659988
ZrAsRh,11.223446
ErPaRu2,-4.2793678
PmDyRu2,-4.1798092
CdS,238.67964
SnAs,-6.612348732999999
Na3NiF6,44.44819267
Nb2InC,-7.357613432999999
Li2Mn(BO3)2,334.24496
Cs2SnI6,86.02538367
LuIO,343.1959833
Li5Mn3Cr2,13.64723233
HfZn2,5.780452867
DyMg,-6.3758878
AlH2(ClO2)3,334.6036933000001
LiHo2Tc,32.800301
YbAgSb,16.38384322
Sm(MnSi)2,17.3171302
CeCdAsO,36.052811
Ti(NbSe2)2,-8.687303157
HfNCl,218.6445633
Rb2PtCl6,414.53383
BaTbO3,16.910892999999998
NaTl3(SO3)2,352.5944867
Mn2SiRu,-7.294202499999999
Li4Cr3FeO8,73.898473
ScGaPd2,9.370360133
NaH2Pd3,-7.077106183
Cd2GaAgS4,286.2727633
CaB2Rh3,-3.0692222
K2Dy4Cu4Se9,200.26704
ErCd,17.466947
KBO2,352.82121
Li3CrPCO7,322.5065
NaHF2,501.16521330000006
SbIr,2.452329367
Mg3(PO4)2,469.2201067
U(SiIr)2,59.42390533
HfCuSi,17.24089857
CrGaFe2,25.652809
AlNiF5,302.8583767
RbCdO3,-1.872029
CaBi3,2.6579377
RbSbF6,563.5017799999998
LaSiBO5,261.80152000000004
NdIr3,-2.6740871
Ba(NO3)2,469.74038
Rb2TlInF6,337.12056
Fe(PO3)3,284.59999
LiMg2Ag,0.29580831
Sr3LiIrO6,25.9569
Li7Fe3(SiO)2,4.213731667
SmB2Rh3,-7.596996400000001
PrCdAu2,4.0995512000000005
Cu2SiTe3,227.1408
Dy(CoB)2,2.151336433
Ce(GePd)2,45.092845
MnP4,5.85734191
KCu4Se3,33.07515933
LiFeP,26.898117
Zr3N2O3,345.0433667
IrCl2,-2.2612854
Li2InAu,-1.9066583
Ca2InPd2,2.2016954
TlPF6,363.2091467
TmCo3B2,-6.913555400000001
CaZrRh2,0.57257394
Sc2OsPt,24.284134
KFeP,41.018789
MgSn3,4.352966
IrOsW,30.5218
Ca2FeWO6,22.295599
Ag3AsS3,151.16806330000003
ErAu2,-1.129221537
WS,12.57942087
Ca3TlN,-2.1606379
K3LuSi2O7,393.3561367
SrCu3(Sn2O)2,377.69678
Ti3B4,-3.7422713
Yb2AgGe,0.942599067
ZrSb2,5.854176122999999
UCl3,27.02000223
PrO,-4.6682152000000015
Yb2C(NO)2,24.92491467
BaNd2PtO5,347.0502167
TaCoSn2,-8.4740722
Ca2Mn3O8,355.8752867
PHPb2,350.6752367
Be3Cd4Si3SeO2,480.39513
Pr3SiAgS7,307.96435
TbCdAg2,11.401461
Cd(InSe2)2,354.60220669999984
Zr2ZnAg2F4,165.1091263
Mn3NiO8,295.05239
Zn3Hg,-5.813838433
Tb2Si3,4.4174734330000005
Hf2GaSb3,5.968284432999999
Li8PO3,30.392636
NaDyO2,482.7842067
Sm2AgHg,12.650096
TbSnPd2,10.102527
VPt,14.831487
PtC,-4.311374
Y2NiIr,-5.9629165
Rb2SCl6F,18.886642
ZrH,2.314408161
CrCuS2,-8.351183
Tb3CuGeS7,263.1459133
CaV2O5,344.84622
Sm3Zn,-5.825573632999999
CaCuAs,97.04414433
TmCdRh2,6.2404217000000015
MgCl2O,395.5164967
LiCa4(BN2)3,268.23025
Mg2CoO4,93.900394
TlCoO3,5.366529933
Tc3Ni,-4.211162133
GaTe,108.3003027
Rb2PdCl4,461.7578367
NdBPd3,-8.0593231
Sc2S3,237.70688
ErPO4,423.26532
Nd(CoB)2,1.082018467
KTe,127.5973467
Mo(HO2)2,428.63398330000007
MnInBr3,255.0404333
Sc2GaOs,9.3773245
Na4Ga3Si3ClO2,452.75216
ErGe,-6.586890967
UTl2O4,185.6042267
FeCuPt2,0.8312228000000002
Na4Ti3O8,466.83627
GaNi,-6.9135194
Ca3SbP,135.61396000000002
Ba2NdNbO6,429.40689
KBaP,386.72073
NaNb3O8,363.0512967
ErCo3B2,-6.543852067
CeFeGe3,31.452376
K3CrO4,30.98432
LuInAg2,3.2080359
ErAl2,7.583705332999999
Na2PtC2,329.2231067
K2NiF4,394.27894
GeTe7As4,196.23671
K2NaAlAs2,345.0563167
KMgSb,295.6188033
YN,432.70623
Li2GaRh,-7.974021133
RbAgO,326.1901367
Na2Sm2Ti3,420.0431
YbFeGe,3.514809033
CeSiNi,25.02598067
Li3SbS3,201.8325033
TiRe,6.8550426999999985
Pm2MgSn,10.215964
KInO3,-3.1459848
Mn3GaC,-0.47283074
BaLiB9O5,446.8002667
PuBi,-7.558113400000001
NaCd2Pt,-6.0039315
PmDyCu2,-4.8875311
YInPt2,-9.954915467000001
LiMn(SiO3)2,42.48633
RbMgF3,456.14231
Sr3GaN3,394.5211867
PrO2,14.268261
LuSb3,-4.4312427
UAsS,4.961771267
Na3PSO3,440.0903
Be2P2O7,421.44175
SrTaNO2,290.92039
Ga2BSb,-3.4431649
TmCdHg2,-4.9142439000000016
BiBCl,-6.722275
K3SrPCO7,466.2302667
Li2SbAu,-5.8678431
TbAgTe2,212.1025833
Pr2MgGe2,13.60810333
PrAl3Ni2,-7.273338667000001
Mg(SbO2)4,-5.109972967
LiTl2InCl6,365.88838
ThCdAu2,-1.7879824
Ti3H2O7,419.4684567
Mg3In,-0.309767983
Pr3Al,1.3392288
ErSb,13.783617
ErGa2,-2.899913303
Na2CdPb,-2.1264867
LiDy2Ir,6.7462958
Th(NiSn)2,4.968129207
YErO3,333.7360367
HgPd,-5.6300171
Mn2AlW,29.08054000000001
PrBi2BrO4,303.7424367
MoW2(Se2S)2,257.52843
Te4Mo(WSe)2,197.50482
NaNdAu2,0.98648404
Yb(HO)3,23.508772600000004
LiDyHg2,1.2375035
Sc(MnAl2)4,-5.6373298
Li4CuF5,425.6544933
TlBrO3,361.2109967
As2PdO6,142.83592
V2ZnO6,257.8504233
Li4CO4,467.5772033
ScFeO3,12.56871697
Mn3PdN,7.431699000000001
ScTlO3,348.71068
ErPt3,24.228048
Sc2O3,229.83646
Ca4ThF2,427.31263
Hf2Ni2Sn,2.3621894
CaMn(GeO3)2,337.9624967
Li2FeF5,383.9567667
Y2SO2,307.8521833000001
InAgSe2,245.8030967
K2BaCdSb2,234.7516267
Na4SnO4,494.3184
Al2CdSe4,321.8661600000001
ZnGaRh2,11.897956
UB2Ir3,-4.344521
Bi2Te4Pb,229.7619167
RbTiCl3,46.179346
AsI3,389.4512067
K2NiO2,293.6574633
DyS2,10.05670247
ThGe,8.096948832999999
MgH6(CO3)2,423.22665
Nb3TeCl7,351.8134467
U(NiGe)2,37.167912
LiCrSiO4,413.9455433
Tb(CoGe)2,16.69108533
Na2Al2B2O7,524.7968166999998
TiZnN2,348.7440133
Y4C5,-5.046073967
YbMgGe,111.8068627
BiI3,427.1587867
MnCuSb,6.356649233
Ba2H3I,107.685603
ThTl3,-8.9645569
MnTe2,43.716661
Mn(CoO2)4,-0.653381
KCu4S3,40.861092
U4S3,-3.372056
MnTe,18.61740567
Sm3CuGeS7,273.3210567
BaTe,250.17656
Hg2SO4,184.37226
Cr(SiO3)2,38.71567
HgF,440.1369767
GePd2,7.002258632999999
Si2Mo,159.94474330000003
Tm2ZnOs,6.3115736
Na3MnBSO7,353.4651333
Sm3AuO6,334.6783067
LiCu2Si,4.624137267
Sc2BC2,6.8534455
AlCrCo2,-9.4871479
Tb5Se2Cl3,374.2399233
Nd2SiTeO4,249.59803
Li2TlPb,2.2690301
AcN,258.42294
K2ZrSi2O7,283.0073533000001
CrSnRh2,-2.447216
TiReTc2,-9.7680961
ScCoO3,438.9999733
CrHgO4,337.3887533
LiTm2Tc,23.728936
PmCu3,-7.101640867
SnBO3,5.8411141
Ba2SrI6,261.3535867
Y2B3C2,3.205269817
CaCdAu2,-3.9475207
Sr3Fe2O5,2.506968833
MnBiS2Br,30.88406767
BaAsPd,18.7652262
BeSnAs2,217.9287333
CaTa4O,423.8260267
CrCuO2,361.4991633
SrH2,129.4257
Ag2HgI4,298.1689033
Br3N,17.903170000000006
Cd3As2,15.826137
FeN,-4.749440333
CeCuO3,51.56282
Li3Al2CrO6,444.8484267
Li3Ni3OF7,437.96766
MgSiP2,275.52375
YInRh,-5.840278132999999
Tl4GeS4,308.2605233
NdDy3,6.6805214999999984
RbSnF3,291.2952633
Ca4PdO6,418.05859
Ga2TeS2,381.84436
Lu2Cr2C3,-5.775085667000001
Pr2Te2O7,388.00247
Ca6HfO8,434.67649000000006
RbHO,413.7937267
Li2Fe3O3F5,24.34061667
Y(CoGe)2,16.794504
Cr2CuSe4,4.815937967
NaBOF2,468.9657367
Mg2ZnAs2,293.0329367
Sm(Mo3S4)2,31.7778051
SmAg3,-6.7710746
CoN,-7.382785367
Li2CuSnO4,223.10935
Pr2Br5,-0.935267567
Pr(Re2Si)2,9.0783814
Nb3Ga,17.222394
Zr2Fe3Ge,-8.278717
SrTlHg2,-5.7004246
BeSiNi2,-5.1794872000000005
FeH3,6.9321936
NiSnH2(OF)6,383.33912
CrC,18.36512067
KHfPdF7,422.4412967
Mg4H2O5,375.6287367
TeI2,306.8426367
Be2IrPd,7.5612929000000015
Er2Nb2O7,34.88055967
Sm2NiIr,-6.1947464000000005
DyCd3,10.11805193
DyBi2IO4,386.17273
Ag3SbS3,139.31920669999997
BNCl2,355.95067
Mn3OF6,136.8429137
CaSnO3,411.0769067
DyIn,-7.0048725
Li5Fe5(CoO)2,19.670702
Al8Mo3,35.54838793
Sc2CuAu,14.09749
Li2MnCrO4,12.31364633
ZnReO4,17.38966227
Hg3(TeCl)2,406.55076
NpOs2,14.653802
NaSi2BH2O7,411.6459133
TbCo3B2,-4.789775133
ZrN,-7.4694715
PH6NO2,374.5149
GaF3,519.8508
Yb2Be2Si2Ni,190.0859633
Ca2ZnN2,278.3500867
Si3PH9,284.5341033
As3H5,435.2302867
LiMg2Zn,5.6364982
Sc5CCl8,24.62031233
TmLuMg2,-6.5198824
SbSeI,352.79479
NaVF3,4.9243942
MnTl3,9.136155367
LiZnAg2,-1.8087696
LuCdAg2,7.1945666
Ga2O3,349.6669433
K3H5Pd,270.0677867
AlPS4,244.7842533
Ga3PO7,445.92192
PrZnSbO,221.85322
NdYIr2,3.9303765
Mo3O8,0.8870249
Sc2CuRu,-3.8291324
Pr2InAg,30.564092
PmHoMg2,2.1341822999999995
Mg(VS2)4,19.680254
Rb2Se,465.05032
Mo3N2,-7.370017167
H2CO,338.8170167
Ho2Ge2O5,-5.192816733
BiSBr,364.5647533
RbP(HO2)2,358.57039
BMo2C,-8.320952067
LiSi2BiO6,362.5437967
NaBF4,476.7982267
LiMn2F5,355.37316
PrBS3,375.90632
K3Ge4Au,297.17568
ErGe3,4.4007444000000016
Li3(FeO2)4,61.23078233
USiS,43.44633367
NdTlPd,15.16555233
SrTePd,186.60903
LiCaAlF6,553.0765200000002
YSnPt,0.40152135
SmCo3B2,-3.682064133
K2SbF5,412.96411
NaHg2IO2,401.5627967
Ti(MoS2)2,12.0392737
CeRh3C,-9.5926222
CdGeO3,68.897704
Yb(YS2)2,335.0436867
Sc2AlRu,10.010909
Pr2Be2GeO7,434.6368
Ni2P,2.348173333
LiVCrO4,52.77334267
Mn3(OF3)2,7.936418333
NbCrO4,275.0126
HoSbPt,184.05878
LiFe(CoO3)2,25.677155
LaSe,-6.794305033
LiCeSn,36.741363
Pr(MnGe)2,20.97872267
Na2TiSiO5,319.39274
Nd2BiO2,-3.982232707
Ba2ClF3,410.19083
SiH3F,402.4009333
ZnCrF6,29.505648
Sm(ErS2)3,192.5015967
K2RbSb,445.50217
TlPt2S3,337.49113
Ca(NiAs)2,-4.021733767
YAgO3,0.24556679
Hf3Zn3N,16.964755
Tm(CoGe)2,18.283652
CrP2,4.867171933
Sb2O3,186.9582967
Ba(NiP2)2,21.53706567
CaPr(FeO3)2,46.15543467
Na5GeP3,342.2625067
CeBPd3,30.269285
Na4Al3Ge3ClO2,478.11981
Ho3TlC,27.6791
LiSm2Ir,5.5680769
KHgSb,46.707216
SrCuH6O5,342.7399267
TmAlAg2,2.9902436000000003
USO,14.59374293
DyBi,-6.466174367000001
YbFeB4,11.94333703
MgInAg2,3.1760627
LuHg,11.410204
Li2Zr2O5,386.22428
V3NiS6,-1.296192533
InSe,144.1102167
SrDy3,-0.258855967
Cu2SiSe3,306.2416133
DySn2,3.051538733
Na2H4Pd,387.4074367
TmTh3,-6.1467432
BiBr3,387.42036
PrMg,3.7320563
TbYbHg2,-2.4168888
NdZrO3,12.421449
RbNa2AuO2,513.7316599999998
Th2Au,-5.060992533
Li6TeO6,451.1830633
Si2Ru,0.648283913
Na2SnF6,396.56918
CuO2,7.774571467
Tb5O9,3.685691667
BiB,190.88859
ErPbAu,27.78958167
AcCd3,-7.7642398
PdCl2,418.60008
NdRu2,27.11686
Th(SiPt)2,2.923261567
Mg2B4Ru5,8.013902533
Ti2AlV,-2.6330137
Nb(SeBr)2,298.6204267
AgTe4Au,19.270607
DyNiSb,193.96827
BI3,388.20415
Ir3Ru,0.04288043
HoAu4,11.227857
Mn3S,7.1203524000000025
Ca3SnN,12.728779
HoLuCd2,9.9474463
CeMgSi2,20.06687367
Yb2BiAu,195.20648
Ba3Zr2O7,428.09874
AlVNi2,0.095280024
SrNb2O6,448.50552000000016
Na2PHO3,436.2549067
LiIn2Pd,-2.722177033
TmP5,168.58882
Ba2NbInO6,412.46842
Na3VO3,11.57106409
YbAgPd2,-0.39514854
CoAg3(CN)6,334.7339433
TbH3(CO2)3,450.63273
NaHF2,542.1141967
Ca(ZnAs)2,187.9065333
Rb2MgH4,273.1077067
PaPt3,14.62313036
Cd2P3Br,217.3028367
LiAuS,339.4816767
KLi4CrO5,26.01132833
AcTlTe2,253.96351
Sr2Bi,19.01277603
NiH2SeO5,405.7699633
Ba3TbRu2O9,20.28604333
BH9(CO)3,471.6235267
SbCl5,432.4572033
Ba(AlTe2)2,300.7917533000001
BaHfN2,314.20118
PaInPt2,14.322749
LiMn5O5F,88.996472
Li2NiO2F,-8.497892333
LiMn2O4,33.781022
V2FeTe4,24.665989
OsS2,35.889962
ScH4Pd3,7.6288987000000015
CrC,11.623484
Nb2CoS4,-1.278929633
HfZrZn2,23.56222600000001
Li2TiTeO6,316.11297
YIr,-5.4382038
FeNi2(CN)6,53.453826
MnAu4,-2.2328317
Nd2NiO4,4.164469167
InSiPt5,6.767822033
Li2PdPb,-2.791354
