pretty_comp,kpoint_length_unit
Li2CoGeO4,60
Nd3Au,95
Yb2PdPt,110
BaVS3,65
Ca2SnAu,95
BeCuNi2,80
Ba4ScPt,65
FeCo3,65
KNaPrTaO5,55
BeGa2Fe,95
Sr2Co(SeO3)3,50
Zr3Tl2OF2,50
NaTbSe2,55
Al2HgS4,50
CaPt2,110
Na8N3O,55
ZrBeCo4,60
AlB3H2,45
Rb7NbAs4,80
TiBe2P,60
Mg2GeO4,50
Yb(PrS2)2,55
UO2,55
Ti3AlF5,50
Li5Nb2V3,50
NpIr2,65
K2Ge2PbS6,50
K3Co,100
Be2ZnCr,90
BaHfCu2,80
Li2Fe5O5F7,50
SCl,50
BeCuHg2,90
BaMg2Mn,95
YCrO3,95
ZrGeTe,85
Ho2Ge2O7,45
Tb2Re2Si2C,85
NpAl3,60
NdS,80
YbNiB4,85
K2BaV,95
Pm2ZnGe,120
Mo2AsOs,100
CoSnH2(OF)6,50
Li2PrTl,65
CePt2,60
NdGeRh,75
BaAgTeF,60
Rb2CuH4(Cl2O)2,45
Li5Co5(SnO)2,40
MgScTl,70
LiCN,45
Ce3Th2O9,45
LiGeAu2,115
Mn3Tl,65
P2WO7,55
Ca(NiB3)2,105
MnB,80
Ce(Fe2As)2,60
NbAsAu,70
MnBeV,55
DySnRu2,55
KClO3,50
PuB,80
MgSnPd2,120
AlPO4,65
LiYBe,70
Be2NbPb,55
Li4Mn3V3(SnO3)2,50
BeFePb2,60
Li2Nb2Fe3,45
Ag3Pd,85
PrAs2,60
Ce2MgAl,55
CeC,55
Ba4YRu,75
Pr(SiRh)2,75
ZrInCu2,70
YN,50
Ba3Sn5,75
YBiO3,105
RbNO3,45
SrCrW2,75
LuN,55
Zn(MoO)6,60
K2AgAu,65
DyBPd3,105
BaPIr,85
YLuZn2,80
CdCuSb,100
TbY3,65
PaAu3,100
BaZnCl4,55
Li2CuF5,55
PrSb,100
CaB2Rh3,105
DySi2,100
NbCrW,85
LiMnOF2,50
Cr(GeO3)2,55
Fe2As5,45
KBa4Mn,70
Zr2OsRu,75
TaBeBi,105
NdInPd2,105
IrN,140
LiYbO2,100
UIN,55
SmErHg2,110
Rb2LiVO4,45
ScTiRu2,90
TeAuCl7,50
NaNdTiO4,50
Ba4TaSe,70
KYS2,50
YAl3Ni,100
ErPt3,100
Ba4GePt,80
TlCuCl3,80
Ba2TmRuO6,50
Mn(NCl2)2,85
KCaBe2,65
NaBeFe4,65
Tm3InC,75
Li5Ti2Cu3,50
TePbO3,50
YbDyPd2,115
LuIn3,125
Li2CdGe,105
Pr2ZnRu,115
Th3Al2,95
TaAsW,105
HfGeTe4,70
MgZrPd2,70
ZnSnSb2,70
LiAl2Au,75
TiMn2W,95
FeS2,60
BaYFeCuO5,95
Li(TiSe2)3,70
MnBiS2Br,55
Ba2Mg(B3O)2,50
BeRu2Pb,75
VHO2,60
Li3PrBi2,65
BaInIr2,90
CaAlPd,110
LiBi(PdO2)2,45
BaP3,55
Ba2CaNi,75
EuCd,95
HfSb3,135
Ti2CrIr,75
Na2BeF4,50
TiBe2Pt,85
Ca3Zn2(CuP2)2,65
LuPt3,100
H4WNCl6,60
BaCuBi,110
NpCdAu2,60
Zn(FeO2)2,50
K2NaMoF6,45
CaBe2Ru,75
YCdGa,75
SmMgF4,80
MgMoF6,50
LaPd2,115
KCuCO3F,70
NaLi5N2,55
RbCrO2,75
CeBPd3,70
Bi2SO2,60
BePdSe2,115
Tm2OsAu,75
Ge3Rh5,75
ZrTiSe4,100
ZrTaNO,70
LiLu2In,105
PaCl5,75
IO2,50
PuNi,50
CaSe,50
H3Pt,135
RbAg3Te2,70
InCuS2,55
Tb3InC,80
NaCu2(HSe)2,45
RbCrCl3,75
PbIF,55
Sm2Re2Si2C,80
Zn7Sb8Ru9,85
PmCu3,110
LiHo2Os,90
V2CrFe,60
SmCdAu2,70
TmMg3,90
Ba4MnTl,80
Co3(O2F)2,55
CaReH4ClO6,50
KCl,50
Li(FeP)2,70
Fe(NiSe2)2,65
LaBO3,45
BaP2(HO)4,45
NaAlF4,45
NaLu3,60
Sr(MnAs)2,60
Be2NiBi,130
BaOsCl2,75
TbI3,65
NaCd2Rh,105
BeNbW,60
SmAs3,115
BeVPb4,80
ErB4Rh,75
RbFeS2,80
KAlH6(OF3)2,65
TcB2,105
MnBeCr4,80
Li6Br3N,50
SmGe,95
Ho(CuGe)2,100
LaBeV2,60
CeAlAg2,60
Zr6Al6Rh7,90
K2Be2Se,55
LiBe2Zn,65
RbGaCl4,50
Li2Fe4O3F8,50
K3Ag,95
Mg(BH4)2,45
NaErO2,50
NaNdS2,55
KAgO2,45
Li7IN2,65
Be2NbPt,55
NaAuF4,45
Ta5N6,110
CoAsBr,75
Mn3OF6,50
Li4SbTe3O2,45
Ba2PbCl,85
MnBO3,50
LiWO2,85
Be2CdRe,85
Ta2NbIr,100
Mn3Zn,55
ZrNi,70
Li3VCr(PO)4,45
SrSn2,65
AgSbS2,55
NaZn4As3,75
Sr6In2NF,105
NiAsPd,80
Rb2Li4Pb3O4,50
ScInPd2,80
ScNbTc2,80
TiCu,80
Tm(AlC)3,65
BaRu2Cl,70
Sr3Ga3N5,55
Li2HgPd,100
SrAgBi,80
Ca(NO3)2,45
ZrBeCl2,65
Dy3Fe2Si3,55
AcCrO3,95
PmSnAu2,110
K2ZnO2,50
CaSn(GeO3)2,50
Co2O3F,65
Ge2S3I2,55
Li4Nb3Fe3(SbO3)2,50
Ba4LiPb,85
CaBiAsO6,50
LiNiF3,50
Tm2CoCu,95
FeCo3(P2O3)2,55
Tb3CuGeSe7,65
CaHBr,55
Rb(TeMo)3,90
CuAgTe2,150
Y2(Al3Co)3,95
Fe3C,55
Li8Al3Si5,100
Ti2CoTc,75
GeAs3,85
Si2Ni,80
MgNiF4,50
BeCoTe2,90
Sm2IrRh,95
NiSe2,85
NbGeSb,100
H6PbCI3N,80
KIO4,50
Rb2CaH4,50
Na2HgO2,50
SrFeO3,85
Nd2Be2SiO7,45
Al2RuPt,75
PuO2,55
Ba2LiSb,80
HfTe5,120
KNd(WO4)2,50
Pu2W2C3,50
Ho2AlZn,95
SrAl4,95
Tc3H,80
LiBi3(IO2)2,60
MnNiAs,55
TbInPd2,100
Yb(Fe2P)2,65
Be2ZnSe,115
YSnF5,45
Ba4ZnCu,85
Lu2Si2O7,45
BaV2Sn,65
KPb2,160
Ba4NiW,65
TbAg3,70
PuB4Mo,65
KRb2GaF6,45
MgCuBi,100
SbSI,65
Na3InCl6,50
NbSb2,65
Rb3Y,70
ZnPt3,85
Li5AlO4,50
Be2ReOs,70
BaNa2Pd,115
KSbF4,50
BaDyFe2O5,55
Lu2CuRh,110
SrBiB,95
YbTaO4,50
SrTi2Be,60
KBaMn2,90
Li3Ti(CuO2)4,60
MnPtF6,55
Ag2Te2O7,65
YAsPt,105
CoAsPt2,75
KLi3PbO4,55
Rb2HgF4,50
Ca2AgBi,75
NdMg2Ag,95
NaBeTc2,70
CaBeO3,70
YBe2Ga,120
Be2TlTc,55
LiEr2Ga,90
Lu2ZnTc,75
MgCN2,45
Mg2AgPt,115
BeGeRu2,105
BaZnSe2,85
ZrBe2Nb,50
Lu(CrSi)2,60
NdCuS2,60
LuSbPt,70
Dy2IrRu,110
YRe2,110
Na2SnBAsO7,50
Dy2OsPd,90
Al2SiO5,55
PmTlAg2,95
Co3Ni,95
TiCl4,55
Li2MnO2,50
FeTe2,60
Sc2GaTc,65
BaHfMg2,60
LiMgBi,65
Rb2SiF6,45
Sr(SbRu2)2,105
LaCuPb,95
Co2GeO4,55
TiSb,55
Er2NiIr,105
K3Nb3(BO)2,50
VB2,90
TmAl,100
ZrH3,90
Sr2InI5,55
Ti2AlZn,90
YZn,75
LiPH2,135
BaSrZn,65
Rb2CuCl4,60
BeGaCl4,75
K3Pd,75
Ba5Bi3O,70
BeV2Pd,90
Tb3Yb,65
ScTl2W,80
Mg3Sb,120
Nd2SeO2,50
Li3LaBi2,70
NaCrSe2,55
TiBePt2,65
BaPbSe,80
Be2ZnBr,70
BaSO4,45
CaSiO3,45
Li2Ni3TeO8,60
HoIn5Co,90
Li3Ti(PO4)2,45
Al2CdS4,60
TbSe,80
BeFe2Si,75
Na2TiAu,95
TmMgAu2,80
CdSb2Se3Br2,60
Tm(HO)3,50
ZrVSi,90
NaTl2Sb,95
Ca3Sn2S7,115
Li3Co2NiO6,55
BaAl2,125
Be2NbCu,80
ScAg2,80
BeVBr2,95
Mn4O7F,50
BeBi4P,115
Rb2Li2SiO4,45
K3Ag3As2,60
Rb4SnO3,45
YCu3(Sb2O)2,75
Ba2FePb,105
BeGaPt,90
Lu2CdIn,95
V2Zn3O8,45
BeCrSi,75
Sr(ZnAs)2,70
ThInAg2,65
BaCrSi2,95
LaPd3C,80
Ba2HgPb,75
NbBr5,55
Fe3RhN,75
SbOF,50
ThS,80
Tb(Al2Fe)4,65
Cu2GeSe4,70
TlTe3Pt2,75
Lu2Co2O7,50
Zn2Co3O8,55
TaTiFe2,95
Ga2O3,55
Ba4BePd,90
HoTiGe,95
CePRuO,60
Mg2NiH4,50
PmBiAu2,85
NaPrS2,55
Ce(AlZn)2,85
Ba2SnCl,85
KBaCd2,100
Ba(AgTe)2,70
SrNiIr2,90
FeSi5,65
GePd2,95
InPPt5,100
YSeCl,70
Nd3Cu3Sb4,65
CaLaZn2,100
Sn3As4,70
MgVO3,110
BeInGa,90
B2SbAs,175
ZrBeRh2,100
V2Zn2O7,50
Rb2PdCl4,50
NaBe2Pd,65
Sc2NiIr,75
SbTePd,90
EuC2,95
Th(MnGe)2,60
NaBeIn4,140
WO2,60
BrCl,50
YbClF,50
YMnF5,45
ZrPb3,50
DyCuAs2,135
BeSiBi2,125
Be2SnPb,105
Sr3As2,65
AlZnIr2,85
VFeH2O5,50
BeSnRu4,90
YScBe2,60
LiTlPd2,95
Zr2Al3,70
BeTlMo,50
Cu3Au,115
Li2Ni(CO3)2,45
Ti2VSe4,60
BaTiTe2,80
YbNdCd2,75
YTmCu2,95
BePbBr4,105
TbPd2,95
NdBi2BrO4,55
Ba2YGa,75
InPH2O5,45
DyMg3,75
Si(O2F3)2,50
Hf2CoP,95
KAu5,120
Mn2BeCo,60
Sm(CoGe)2,65
KLi6TaO6,45
Rb2O3,50
BaSr3,95
Dy4MgRh,80
Na2LiN,80
LiInP2O7,45
Be2ZnBi,120
CrBr3,55
NpAl4,70
Rb6C5,100
MnBeGa,100
TmAg3,140
YBeCu4,75
InAgSe2,65
Co2B2O5,55
BeRu2W,70
Mg(VS2)4,65
BeZnW4,95
EuH3Pd,95
Li2TmTl,95
La(SiRh)2,75
Na3UO4,45
LiCo5O3F5,50
Ho2Ge2Os,60
AlSi,125
Ta2Te3,70
KBa4Bi3O,65
BaNd2CuO5,50
Ba2YMo3O8,85
Ba2YTlCr2O7,70
Be2CdRu,70
Mo3S4,85
KF,45
HoMnO3,85
Zr2ZnPt,110
SnBr4,55
Fe4P,60
Li6CrFeP2(CO2)2,50
MgMnBe2,65
Ba4TiIr,75
CoCuO2,45
As2PdO6,85
InAg(PS3)2,50
BaPuO3,100
MgFeO3,45
TbPd,90
HoScRu2,70
Ca2SnN2,55
BeFeSb2,125
Tm(CuSi)2,75
Ba2TbBiO6,50
TmBPd3,100
Li3MnV3O8,55
Tl4CrI6,60
NaMgPb2,120
Ag3(AsO4)2,55
Ba4PBr,100
BeIn2Pd,115
CdCuF4,50
BaHgPb,80
BaYCoCuO5,105
SrBe2Nb,85
CaZn3,110
YBe2Ir,70
Y2MgS4,55
HfGa2,100
Sm(BC)2,115
BaBeSiO4,45
TmPt2,110
TiBeMo,95
NbZnRh2,90
Ge3B,105
Be2TcOs,120
Ti2AlCu,65
KBeSi2,105
NdPa3,110
NdSn2,75
UBr5,50
Li2DyIn,75
Li2VSiCO7,55
BeSi2Ir,90
AlCuSe2,60
Zn(FeO2)4,50
LiScF4,45
Ti2Rh,85
Na2Zn2O3,55
ReAg3,75
Hf2TcPd,90
SbRh,100
Ca(AsPd)2,85
MgRe2As,105
K2CoCl4,50
Yb(NdS2)2,55
Li3GaGeO5,55
Sr(DyS2)2,65
TiSnPt,50
Li5Fe3Ni2,50
Ca(MgBi)2,70
VB,80
Ba4CoSi,105
RbLiO3,55
TlCoBi,90
TiH2C2(NF)6,40
SrLiTa2O6F,55
BeCd2Ru,100
ZrNiBi,65
BeTcPb,60
PdPtF6,50
Ca3Ni7B2,65
LiBe2P,105
Tb(MnGe)2,55
SrBeOs,105
Ba2Ti2TlO7,55
Zn(SnO2)4,55
NdCuSe2,60
NaCoO2,50
Si3PH9,55
Ba4CdBi,80
LiGePCO7,50
GaN,55
NbTe4,120
HoInPd2,70
Mn(GaSe2)2,80
Ti3Si,65
Li4H4Rh,95
Ba2TiNi,110
NiAgO2,60
NaSrAs,65
Yb4Sb6Rh7,80
KFe(SO4)2,45
Nd3OsO7,80
ZrS3,55
Li3Co5OF,50
LiAg2Sb,90
CaBePt,60
Mg(P2Rh3)2,95
NaYSi,55
ScN,95
NiAsPt2,80
Tl2CuF4,70
Ba2YHf,85
ZrBeZn,105
Ti2VS4,80
Ca3(B3Rh4)2,80
K2Mg2Si2O7,50
KLiSO4,45
Yb(GeRh)2,75
AlGaRu2,65
Sr3Fe2O5,60
BeCuSi2,135
Mo5As4,85
NaBe2V,110
Pr(CoB)2,65
Th(CrB3)2,70
YMn2,60
MgMnF4,50
Ca2AgPb,105
Sc2BeNb,95
B2Mo2Ir,85
DyMgCd2,95
PmBiPd2,90
Be2NbSn2,75
Al2Se3,55
Cr4CuO2,50
NaDyO2,45
Ba4SbPd,110
LiSiPd2,95
Sr2CdSn,105
Hf2BeTc,70
Li4MoO5,50
HfScHg2,70
NdMgPt,95
SmSnAu,70
KBaIn,70
Ba4FeSe,80
Ce(NdS2)2,80
RbTlBr3,105
Hf2BeBi,85
ScAsW,60
ScUS3,55
Ba4TeOs,75
ZrAgB,65
NaBe2Si,100
Pr3Co,80
Fe2B,70
Na4Mn2O5,60
KTeAu,70
Nd2O5,45
Ta2InC,105
TiRe2W,80
Zr(SiNi)2,75
Sr(SiAg)2,80
Mg2GaPd,115
Mg2HgPb,95
AlVNi,55
MgGa,120
CaCd,100
Hf4BeZn,100
BeTeIr4,75
Zn2PdPt,95
TlS,50
Nb2InC,100
Be2BiTe,130
Li2H2Pd,50
Sm(MnGe)2,65
LiTmO2,50
BeInCl,65
W(BrO)2,90
ZrInNi4,60
UOF4,40
AuSeClO3,50
Mn3GeC,55
Ba5Sb3,70
CdFe2As,65
SmYO2,100
TcTeAs,85
CoTeO3,105
Mo2As3,60
LaI,85
SrCu2GeS4,60
NaScAs2O7,45
AlH2PbO2F3,50
Zr2Bi2O7,55
U3Si,55
Ba2CuSi2O7,75
NaPdO3,100
RbSm2CuS4,60
Rb2LiDyBr6,50
LiMnF6,45
Pr2Co7B3,75
Sr5Al9,100
Tm(FeSi)2,85
BaCr4O8,65
BaPaO3,55
VCoB3,65
Na2Mn3Cl8,55
KRb2YF6,45
Sr6GaN5,55
Ba2PrIrO6,60
ErIn3,125
LiVOF4,55
Mg(CoS2)4,85
BaCaSn,65
Sr2ZnMoO6,55
BeGeSe2,110
CaNiO3,80
K2ReF6,45
Ba2Mg(BO3)2,50
SiB4,90
CeCuSO,50
MoPO5,55
MgTaAs,95
Rb3Ge4Au,75
PrBPd3,75
BaLiB9O5,55
Hg2AsSe,130
AsPt2W,90
MoSe2,50
Li2SnBi,60
Zn(GaS2)2,55
Be2NbNi,60
Li2MgHg,90
Be2NiSe,80
KAg3S2,60
Li3Fe3(OF)4,45
SrZrO3,50
PRu,90
FePS3,60
BPd2Br,65
BeSe2Cl,125
LiAuF4,45
Pm2ZnPt,80
ZnRe2As,80
Ba4CdPb,85
Hf5CuPb3,90
Ba4YSc,65
LuNi2Sn,65
YCuAs2,135
NaSmSe2,55
Nb5Sb4,90
ZnSiP2,115
HfP,115
Ca3N2,50
PaAgTe2,75
TaZnOs2,80
MgBe2Pd,70
Rb(MoS)3,130
BaInTe,75
Ba4HfTa,75
CaH4SO6,45
Li5Ti2V3,50
Ho2ZnOs,95
ZnOsO3,90
TaAs2,65
TbBr3,55
Ba4MgRe,70
ZnH,115
Cu2WSe4,90
LiAc2Ru,75
BaSnBi,110
AsPIr2,110
LuNi5,95
Mg(NiO2)4,55
PmMgZn2,105
YbCd,120
BaTiTe,65
BeHg4Pd,130
Ba4ZnPt,85
Al2HgSe4,55
BeCu4Sb,125
BeTc2Rh,75
CeAl3Pd2,75
Cr2CdH4(NO2)4,45
KBaCl,55
PuFe2,65
Ba3(AsO4)2,50
VI2,55
HoAl3,90
RuAu3,65
SrGa4,70
UPb,60
Mg3Cr,50
LiCeTl2,85
Na6Mg2C4SO6,55
KBaTc,55
SrCuO2,110
TiPd2,75
ZrBe2Te,80
PBr3,50
K2BeSi,135
Ce3(BN2)2,55
YbOs3,60
LuSnAu,65
LuPPt,110
HfCr2,105
Ba4NiBr,70
VSb,80
BaAg2(HgO2)2,55
Na2BiO3,55
Ho3Pu,70
V2ZnO6,45
Ba2SmSbO6,50
Ce2AgPb,60
MgTc2As,90
RbAu(SO4)2,45
BeVFe,50
ErSe,85
LuWO4,50
BeReCl2,55
NaAs,145
FeCu2GeS4,55
PaBO3,85
Lu2BeOs,100
ErZrSb,95
TaNiB2,70
TlIn5S7,60
BeS,50
Hf2BeMo,70
K2NaRhF6,45
TeAsRu,85
SrLiH3,50
BaMnCO3F2,60
InP,115
NdZnIn,110
Nd2Cd2O5,70
Pr(SiRu)2,90
TaAlCo2,60
Hf5Te4,75
Yb(YS2)2,55
Ce3Cu,70
Sc2MnGe,55
BaAuCl,45
Ce2(Zn2Ge)3,65
Y2TeO6,50
MgVP2O7,50
CoTc3,90
Au7I,70
Yb2SeO2,85
TbNi5,95
Rb2AgSbS4,65
TlNiO3,95
Li2PbAu,95
VF2,45
NdMnSbO,80
ScBRh3,70
H6CIN,55
HfGa4Co,105
Li(Fe3P2)2,60
Zr2CuOs,75
BaTaS3,70
BeZn2Re,80
HfBe2Zn,75
PrMgHg2,100
NaLaSe2,55
Yb(SiPd)2,75
H4IN,45
CrFe3,90
BaZrTe,75
ZrTiAu2,110
YbCdHg2,95
VGeRu2,60
Ba4TlIn,80
V3Ni,70
HfSb,70
Ca5MnPb3,75
Li4Ti5(FeO2)3,45
Ba2SnPb,80
Er2Re2Si2C,85
HfPd,85
Mn5B2P,70
BeCdPt2,75
CaV2O5,60
MgBeSi2,160
PrPd3,140
LiBeTc2,70
Ba4RuPt,80
NbCu3Se4,45
BeTl2Cr,55
SnO2,50
ZrBe2In,110
LiNd2HO3,50
LuGaRh2,70
Ti2Ag,55
ScAlPd2,75
BaYSb2,90
Er2Mn2O7,55
GeP,90
YZnSn,90
Ba(BS2)2,50
K4BaU3O2,50
Ba(AlGe)2,110
Zn(CoS2)4,65
Zn2PdO4,70
Tm2IrPd,75
Ba2CaIrO6,50
Al(CuO2)2,65
SrBe3,85
LiSiBi3O7,50
B2S2O9,45
BeInCl2,80
YZn,70
NaSrAu2,115
Si2HgTe,160
RbYb3,90
Ba4MgV,65
YMg2Sc,85
BaInHg,100
BeSnGe4,110
BeTcHg2,55
NdFeSi,65
MnBeTl,75
Ta4S9Br8,45
Er2TlAg,75
YbCu4Au,75
HgOsPb2,90
YN,80
NaTaBe2,80
KNiIO6,50
LiZnPd2,80
Cd3(ClO)2,55
BeSiW,115
CeAl4Co,90
Sm(BRh)4,85
Si3Ir,100
Nb3Ir,125
NaVS2,50
Li4Cr3FeO8,55
Rb2Na4Co2O5,55
B2Mo,80
BaCdSn,75
Dy2MgGe2,115
Ca6HfO8,45
Hg2GeSe4,60
BaGa2Br,110
K2LaBe,80
ScN,55
BaLi4Cr,85
TlBi,135
LiBeCr2,80
Sn7Ir3,110
K2CuAs,55
Ta2Si,70
LiScAu2,95
CeCr2Si2C,60
Na2TaBe,90
NdS3,95
HgPS3,50
TmBi2BrO4,55
ZrBeCo2,95
K3GaO3,50
ScSiNi,75
TmMgRh2,90
Li3CoOF3,50
K2S2O7,45
LiTi3O4,75
Yb2AgSn,85
Ba4HfV,75
BeBrCl2,100
Ba4CuRe,95
Yb3U,60
ZnWF6,45
Rb3(Cu4S3)2,75
SrBe2Tc,105
TeMo2Se2S,60
InBO3,45
Sr3PN,60
Y3TlC,65
Rb2P3,50
SrBe2Cu,85
BeVCo2,85
K2BeGa,65
LaF3,50
Pr(CuSi)2,75
TlFeO2,60
Zr3Cu,70
CaBeSb,65
Co3C,85
Li3Al(BO3)2,45
Dy(FeSi)2,65
PrTlO3,105
Sm2MgRu,75
MnFe2Ge,55
LiCr3O8,55
AsPd2W,90
YInPt,110
NaHg2Pb,120
Li2MgSi,65
Sb2O5,55
DyBRh3,90
YGa3,130
KHoBeF6,45
CaV2O4,55
K2Si3SnO9,55
BeBi2P,135
BeGa2Bi,135
HfVSi,70
SrInPt,120
AlSnO3,75
TaCu3S4,50
GaAg(PSe3)2,65
TlV5Se8,65
Be2CrCd,65
Sr2TiBe2,55
SrIn4Pt,110
Mg3Fe,65
HoSiIr,80
Ba2TiTe,60
SbPd,105
Be2NbOs,65
Zn(SbO3)2,50
LiHfPd2,70
Ba(FeAs)2,60
SrZrN2,55
Ba2NaFe,60
Y3Al7Cu2,90
CrFe2Sb,55
Dy2O3,75
Ag3BO3,75
La2MgNi2,110
BaZn4Br,105
Ti2MoAs,65
TiCrP,95
Ba4MoRu,75
LiTiV3,50
SrBeW2,90
CaSc2Be,65
Dy5AgS8,55
BeFePd,50
Tm2InPd2,135
Li5Ti2Co5O2,50
Ti2SbP,75
SiAsP2,135
Be2TlFe,60
VFeRu2,75
SmMg2Ni9,75
GeRh,75
MnAgO3,60
Ca(PrS2)2,55
TiBeSi2,55
Be2GaIr,85
CrCoPt2,65
Nd3Se4,70
Ba3(CrS3)2,65
VO,85
LaBeGa,75
NdAgAs2,125
SbH4NCl6,50
KCl,45
HC,45
UCo4Sn,60
HfSnO3,50
YbGeO3,50
SrScBe2,90
MoH2Pd(NO)4,45
PrScGe,90
Mn2N,85
CdAsPt5,105
TmBi2ClO4,55
Ba4GaSn,95
Re2P,100
LaBRh3,80
BaAlCuNiO5,115
SrH2O3,50
BaTiAlCuO5,110
AlCu3,80
Li4Mn(PO4)2,45
Rb3Lu,85
Li8CeO6,45
BeNbRh,80
CaGa4,90
Ba4GaSi,90
MgSi2,100
Ca2Pt3O8,45
Ca2PdWO6,80
ZnB4O7,50
Ag5SbS4,60
NbGeAs,100
NaV2As,70
Na2HF4,50
Ba4LiSb,80
SrBeCl4,95
BaSiTe2,100
NaMnCl3,40
Nd3Ho,90
LiMnFeF6,45
TiCl3,55
Mo(WS3)2,55
NaBrO3,45
LiMn2(BO3)2,45
Ca(ZnSi)2,105
Nd(Al2Cu)4,90
BeV2Ir,65
TlAs,65
YHg2,80
KClO3,45
TaAsIr2,70
Tm(GeRh)2,75
Cr5(SbO2)3,50
TmBr3,55
K4P2PdS8,55
KVP2S7,65
Yb5Sn3,90
ScCuO3,130
Ba4SbIr,65
Zn(RhO2)2,50
RbPdO3,115
Be2CoBr,85
Sm2CuO4,115
LiGa2Cu,100
KVO3,50
YbAl2Cu,85
LiPN2,45
BaSrSn,65
ZrTlCuS3,80
LiAlFeO4,55
BaNa2Mg(PO4)2,50
Ca3GeN,100
Ta2Hg3SO4,50
SmAlSi,95
PaAl3,90
MnFeCoGe,55
Ag3Sb,95
KNbO3,50
HfTc2Sn,70
YbPmAu2,100
Na2CrH2F8,45
NdS2,125
AcYbCd2,95
Sr2HoReO6,70
PrPPd,80
BeCd4Os,105
BaCoGe2,85
SbPO5,50
Pr(PRu)2,95
LiBiF4,45
H4BrN,50
NbSbO4,50
Na4Mn2O9,65
BeTe2Pd,70
CeCo3,65
Ac3Sc,85
K2ScSi4F,45
UAlRh,70
NbRu,70
Mg2BeNb,100
BaPbO3,155
Tb2Al4NiGe2,105
InGaTe2,60
Fe3Sn,90
NaMgF3,45
SrTe,65
KCr4O8,55
Ba4HgOs,95
Na6P4W,60
CuO2,55
TbSiPt,110
LiGaPd2,90
SnBr2,55
Ba4NiPb,85
TiZn(BiO3)2,55
Yb4Bi3,105
Sm2MnNiO6,55
ZrO2,45
Sr8Fe3N8,60
BeCu2Ge,100
CrNiSb,50
AgBiSCl2,55
KBa2Re,65
Rb3Mo2Cl9,60
Li2MnFeO4,50
Ba2ZnF6,45
LiCdAg2,85
CrInCu2,65
NaLuO2,50
LiIn,110
RbBS3,50
Li3Nb3TeO2,50
BeReBi2,105
TaMn2Si,90
Nb3Au2,80
MgBe2Pb,105
BeAl2O4,50
Li4ZrO4,50
TmCu,80
FeCu2SnS4,55
RbCdO3,90
MnBr2,50
Y3Si3Rh,85
Dy3Pd2,95
TiPO4,50
Sr3P4,55
MgBeNi,55
TlCuSe2,80
Ho2O3,45
YZnRh2,100
ErZnRh2,100
Ba4SiTe,95
Ti3PO7,55
Li3VPCO7,55
LaIn,75
TmAl2,110
Li3Fe3CuO8,55
CuBiSCl2,55
K3Ge4Au,75
LiCeO3,85
Ba4SiSn,95
SrLu2O4,50
TmAl3,125
Yb3SnO,85
CaIn2Cu,100
Ba2TiCl,60
AcAu3,135
Dy5SbAu2,105
K2Ti(SiO3)3,55
Dy3AlCoS7,60
ZnNi,100
GaNi,65
ZnGe2WO6,50
CaMn2Be,85
Ca2BeBi,80
BaAg2,75
Sr(AlCl4)2,50
Ba4CaNb,55
TiMn2Al,65
Sr2HgGe,105
V6H4O3,60
TiAs2,95
YbAs,100
Ba4HgRu,75
GaCuRh2,60
K(In3Au2)2,140
TaTlO3,60
NdAl4Co,105
AcHgAu2,110
HoGa,75
NaBeBr4,75
NdOF,45
Na3VO4,40
YCBr,90
ScGaO3,50
Sr3SbP,60
NaNd2RuO6,50
BaSrZn2,85
Li2V2CoO6,50
ScBPt3,90
Dy(SiNi)2,75
V3OF7,55
Li4BeSi,130
BeSiOs,105
LiCrFeO4,55
AsRh2,70
BeVIr4,95
LuAl,80
Na5CoO4,50
B4CCl6O,45
NdTe,85
MgSe,55
LiHg,85
MnBe2Rh,95
GaPPd5,80
BeZnCr2,60
InBr3,55
AsOsW2,90
YCo3Se2ClO8,50
V3Cd,70
Tl2Te3O7,45
Rb2Pd3S4,50
AuCl2,50
CaSmCd2,65
CaS,50
Mn2Al4Si5O8,50
LiBeHg4,100
UFeC2,55
K4Ba(GeO3)3,50
BeNbCd,60
LiNiN,105
LiVO2,55
Mn2CdO4,50
RbAuCl4,50
Ca2Sn,60
ErBiPt,75
PrIn3,125
NaErTl2,95
CaBeOs2,75
Ba4VSb,85
SrCuO2,115
Sr2Si,90
SrZrBe,60
MgFeF4,45
BaCd2Te,80
RbYbBr3,65
TmN,55
KP(HO2)2,45
Ba4IrPb,105
FeGe2,70
DyPS4,60
ErCdRh2,85
Ba4GaW,105
CoS2,70
PrB2Rh3,90
ScBrO,50
KTi5Se8,60
MnRu3,105
SmZn2Cd,100
H6CNF,40
Y2(NiB2)3,70
TlC,85
BeCu2P,65
Sc2PtRh,95
Pb2ClO2,60
BaScGe2,125
Li8SbS6,50
BeInPb2,115
PaZnRu2,60
Ce(NiAs)2,60
Mn2SiNi,55
AcCdHg2,130
SrTeO4,50
Sm4S3N2,55
AlB2Pb,135
K3TaF8,45
Li2Cr2SiO6,50
Mn2AlB2,60
CaHf2Be,80
ZrTa4Be,90
Ba4MnPt,75
BH2N,45
Li4MgCo3O8,45
CoSb2Br2O3,55
KTlHg2,105
Er(BiO2)3,50
CaBe2Sn,150
TaAgF6,45
LuSnRu2,85
AsRuW2,90
CaBiClO2,50
Ac2IrPd,85
LuBi,100
CdSiO3,50
